Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
effects_description_3k_main_skill_battle_stance,技能: 厉兵,True,Ability: Battle Stance,Mtu,,,,,技能: 厉兵,技能: 厉兵,,技能: 厉兵,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_blood_flower,技能：流星,True,Ability: Vermilion Comet,Mtu,,,,,技能：流星,技能：流星,,技能：流星,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_blooming_beauty_xiao_25,技能：芳香,True,Ability: Blooming Beauty,Mtu,,,,,技能：芳香,技能：芳香,,技能：芳香,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_blooming_beauty_xiao_50,技能：芳香,True,Ability: Blooming Beauty,Mtu,,,,,技能：芳香,技能：芳香,,技能：芳香,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_blossoming_beauty,技能：天仙,True,Ability: Blossoming Beauty,Mtu,,,,,技能：天仙,技能：天仙,,技能：天仙,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_brawn_of_yangan,技能：斗牛,True,Ability: Brawn of Yangan,Mtu,,,,,技能：斗牛,技能：斗牛,,技能：斗牛,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_breakthrough_in_concentration,技能：破茧,True,Ability: Spearhead,Mtu,,,,,技能：破茧,技能：破茧,,技能：破茧,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_broad_Knowledge_1,被动增益：渊博,True,Active Buff: Broad Knowledge,Mtu,,,,,被动增益：渊博,被动增益：渊博,,被动增益：渊博,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_broad_Knowledge_2,被动增益：渊博,True,Active Buff: Broad Knowledge,Mtu,,,,,被动增益：渊博,被动增益：渊博,,被动增益：渊博,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_calculated_judgment,技能：奇袭,True,Ability: Element of Surprise,Mtu,,,,,技能：奇袭,技能：奇袭,,技能：奇袭,[03]__MTU_skills__Active_debuff.loc.tsv
effects_description_3k_main_skill_call_of_courage,技能：摆宴,True,Active Buff: Call of Courage,Mtu,,,,,技能：摆宴,技能：摆宴,,技能：摆宴,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_camp_crushing,技能：捣穴,True,Ability: Exemplary Strike,Mtu,,,,,技能：捣穴,技能：捣穴,,技能：捣穴,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_cautious_approach,技能：匿形,True,Ability: Cautious Approach,Mtu,,,,,技能：匿形,技能：匿形,,技能：匿形,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_champion_of_xiliang,技能：断蛟,True,Ability: Champion of Xiliang,Mtu,,,,,技能：断蛟,技能：断蛟,,技能：断蛟,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_cheers_of_encouragement,技能：保帅,True,Ability: Personal Bodyguard,Mtu,,,,,技能：保帅,技能：保帅,,技能：保帅,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_chunyu_qiong_frenzy,技能：狂暴,True,Ability: Frenzy,Mtu,,,,,技能：狂暴,技能：狂暴,,技能：狂暴,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_coffin_march,技能：死战,True,Ability: Coffin March,Mtu,,,,,技能：死战,技能：死战,,技能：死战,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_commanding_presence_25,技能：凤髓,True,Ability : Commanding Presence,Mtu,,,,,技能：凤髓,技能：凤髓,,技能：凤髓,[03]__MTU_skills__Passive_debuff.loc.tsv
effects_description_3k_main_skill_commanding_presence_50,技能：凤髓,True,Ability : Commanding Presence,Mtu,,,,,技能：凤髓,技能：凤髓,,技能：凤髓,[03]__MTU_skills__Passive_debuff.loc.tsv
effects_description_3k_main_skill_concentrated_strikes,技能：猛蛇,True,Ability: Fanged Flurry,Mtu,,,,,技能：猛蛇,技能：猛蛇,,技能：猛蛇,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_console,技能：振奋,True,Ability: Words of Encouragement,Mtu,,,,,技能：振奋,技能：振奋,,技能：振奋,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_cosy_haven,技能：回春,True,Ability: Safe Haven,Mtu,,,,,技能：回春,技能：回春,,技能：回春,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_coward_a50,技能：懦夫,True,Ability: Coward,Mtu,,,,,技能：懦夫,技能：懦夫,,技能：懦夫,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_coward_b50,技能：懦夫,True,Ability: Coward,Mtu,,,,,技能：懦夫,技能：懦夫,,技能：懦夫,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_critical_strike,技能：摧心,True,Ability: Crippling Strike,Mtu,,,,,技能：摧心,技能：摧心,,技能：摧心,[03]__MTU_skills___Projectile.loc.tsv
effects_description_3k_main_skill_demigod_of_war,技能：箕裘,True,Ability: Successor of the War God,Mtu,,,,,技能：箕裘,技能：箕裘,,技能：箕裘,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_dignity_of_the_empress,技能 : 庄严,True,Ability : Dignity,Mtu,,,,,技能 : 庄严,技能 : 庄严,,技能 : 庄严,[03]__MTU_skills__Active_debuff.loc.tsv
effects_description_3k_main_skill_distrust_power,技能：藏刀,True,Ability: Distrust of Power,Mtu,,,,,技能：藏刀,技能：藏刀,,技能：藏刀,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_double_sword_dance,技能：剑舞,True,Ability: Double Sword Dance\\n,Mtu,,,,,技能：剑舞,技能：剑舞,,技能：剑舞,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_elegant_and_cultured,技能：龙韬,True,Ability: Deft Touch,Mtu,,,,,技能：龙韬,技能：龙韬,,技能：龙韬,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_eloquent_speaker_1,被动增益：铁舌,True,Active Buff: Eloquent Speaker,Mtu,,,,,被动增益：铁舌,被动增益：铁舌,,被动增益：铁舌,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_encouragement_25,技能：金鼓,True,Ability: Encouragement,Mtu,,,,,技能：金鼓,技能：金鼓,,技能：金鼓,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_encouragement_50,技能：金鼓,True,Ability: Encouragement,Mtu,,,,,技能：金鼓,技能：金鼓,,技能：金鼓,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_experienced_rider,技能：骐骥,True, Ability: People of the Horse,Mtu,,,,,技能：骐骥,技能：骐骥,,技能：骐骥,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_fatal_attraction,技能：妩媚,True,Ability: Fatal Attraction,Mtu,,,,,技能：妩媚,技能：妩媚,,技能：妩媚,[03]__MTU_skills__Active_debuff.loc.tsv
effects_description_3k_main_skill_father_daughter,技能：龙虎,True,Ability: Two-Headed Dragon,Mtu,,,,,技能：龙虎,技能：龙虎,,技能：龙虎,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_ferocious_rush,技能：浴血,True,Ability: Bullheaded Wrath,Mtu,,,,,技能：浴血,技能：浴血,,技能：浴血,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_flower_on_the_battlefield,技能：龙女,True,Ability: Flower on the Battlefield,Mtu,,,,,技能：龙女,技能：龙女,,技能：龙女,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_forced_march,技能：兴师,True,Ability: Forced March,Mtu,,,,,技能：兴师,技能：兴师,,技能：兴师,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_foul_wits,技能：远瞩,True,Ability: Foul Wits,Mtu,,,,,技能：远瞩,技能：远瞩,,技能：远瞩,[03]__MTU_skills__Passive_debuff.loc.tsv
effects_description_3k_main_skill_goddess_of_battle,技能：恶浪,True,Ability: Tempest’s Roar,Mtu,,,,,技能：恶浪,技能：恶浪,,技能：恶浪,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_guardian,技能：卫足,True,Ability: Guardian,MappedByPattern,,技能：卫足,,,技能：卫足,技能：卫足,,技能：卫足,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_hope_of_nam_viet,技能：民意,True,Ability: Hope of Nam Viet,Mtu,,,,,技能：民意,技能：民意,,技能：民意,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_indiscriminate_charge,被动增益,True,Ability: Indiscriminate Charge,Mtu,,,,,被动增益,被动增益,,被动增益,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_lady_dong_cruel_command,技能：强令,True,Ability: Cruel Command,MappedByPattern,,技能：强令,,,技能：强令,技能：强令,,技能：强令,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_lament,技能：恸哭,True,Ability: Lament,Mtu,,,,,技能：恸哭,技能：恸哭,,技能：恸哭,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_last_resist,技能：背水,True,Ability: Perpetual Devotion,Mtu,,,,,技能：背水,技能：背水,,技能：背水,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_loyal_advice,技能：劝谏,True,Ability: Sound Advice,Mtu,,,,,技能：劝谏,技能：劝谏,,技能：劝谏,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_lucky_pearl,技能：松柏,True,Ability: Lucky Pearl,Mtu,,,,,技能：松柏,技能：松柏,,技能：松柏,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_marksman_of_taiyuan,技能：神射,True,Ability: Marksman of Taiyuan,Mtu,,,,,技能：神射,技能：神射,,技能：神射,[03]__MTU_skills___Projectile.loc.tsv
effects_description_3k_main_skill_martial_prodigy,技能：异禀,True,Ability: Martial Prodigy,Mtu,,,,,技能：异禀,技能：异禀,,技能：异禀,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_mercy_of_the_forest,技能：琼林,True,Ability: Mercy of the Forest,Mtu,,,,,技能：琼林,技能：琼林,,技能：琼林,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_order_of_tyrant,技能：遮天,True,Ability: Order of the Tyrant\\n,Mtu,,,,,技能：遮天,技能：遮天,,技能：遮天,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_persistent_attack,技能：不衰,True,Ability: Persistent Attack,Mtu,,,,,技能：不衰,技能：不衰,,技能：不衰,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_persistent_combat,技能：血斗,True,Ability: False Retreat,Mtu,,,,,技能：血斗,技能：血斗,,技能：血斗,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_poison,技能：分坐,True,Ability: Poisoned Chalice,Mtu,,,,,技能：分坐,技能：分坐,,技能：分坐,[03]__MTU_skills___Projectile.loc.tsv
effects_description_3k_main_skill_prevent_assassination1,技能：砥柱,True,Ability: Die Hard,Mtu,,,,,技能：砥柱,技能：砥柱,,技能：砥柱,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_prevent_assassination2,技能：砥柱,True,Ability: Die Hard,Mtu,,,,,技能：砥柱,技能：砥柱,,技能：砥柱,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_provocation,技能：挑衅,True,Ability: Provocation,Mtu,,,,,技能：挑衅,技能：挑衅,,技能：挑衅,[03]__MTU_skills__Active_debuff.loc.tsv
effects_description_3k_main_skill_pursuit,技能：饿虎,True,Ability: Pursuit,Mtu,,,,,技能：饿虎,技能：饿虎,,技能：饿虎,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_quick_preparation,技能：旋踵,True,Ability: Quick Preparation,Mtu,,,,,技能：旋踵,技能：旋踵,,技能：旋踵,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_rage_of_lu_ji,技能：无双,True,Ability: Rage of Lü Ji,Mtu,,,,,技能：无双,技能：无双,,技能：无双,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_reckless_warrior,技能：熊罴,True,Ability: Last Stand,Mtu,,,,,技能：熊罴,技能：熊罴,,技能：熊罴,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_shadow_of_the_black_mountain,技能：黑影,False,Ability: Shadow of the Black Mountain,Mtu,,,,,技能：黑影,技能：黑影,,技能：黑影,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_shout,技能：懿旨,True,Ability: Angry Scolding,Mtu,,,,,技能：懿旨,技能：懿旨,,技能：懿旨,[03]__MTU_skills__Active_debuff.loc.tsv
effects_description_3k_main_skill_shower_of_arrows,技能：飞蝗,True,Ability: Rain of Fire,Mtu,,,,,技能：飞蝗,技能：飞蝗,,技能：飞蝗,[03]__MTU_skills___Projectile.loc.tsv
effects_description_3k_main_skill_sister_bandits,技能：沆瀣,True,Ability: Sister Outlaws,Mtu,,,,,技能：沆瀣,技能：沆瀣,,技能：沆瀣,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_story_telling_1,技能：妙语,True,Ability: Storytelling,Mtu,,,,,技能：妙语,技能：妙语,,技能：妙语,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_story_telling_2,技能：妙语,True,Ability: Storytelling,Mtu,,,,,技能：妙语,技能：妙语,,技能：妙语,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_strike_of_justice,技能：正气,True,Ability: Fist of the Righteous,Mtu,,,,,技能：正气,技能：正气,,技能：正气,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_suppressive_fire,技能：冷箭,True,Ability: Suppressive Fire\\n,Mtu,,,,,技能：冷箭,技能：冷箭,,技能：冷箭,[03]__MTU_skills___Projectile.loc.tsv
effects_description_3k_main_skill_tantrum,技能：痛斥,True,Ability: Tantrum,Mtu,,,,,技能：痛斥,技能：痛斥,,技能：痛斥,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_thunderous_bellow,技能：断喝,True,Ability: Wild Cry,Mtu,,,,,技能：断喝,技能：断喝,,技能：断喝,[03]__MTU_skills__Active_debuff.loc.tsv
effects_description_3k_main_skill_thunderous_blow,技能：霆击,True,Ability: Thunderous Blow,Mtu,,,,,技能：霆击,技能：霆击,,技能：霆击,[03]__MTU_skills___Splash_attack.loc.tsv
effects_description_3k_main_skill_tiger_son,技能：虎翼,True,Ability: Blood Rush,MappedByPattern,,技能：虎翼,,技能：热血冲顶,技能：虎翼,技能：虎翼,,技能：虎翼,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_tiger_suppression,技能：伏虎,True,Ability: Tiger Suppression,Mtu,,,,,技能：伏虎,技能：伏虎,,技能：伏虎,[03]__MTU_skills___Projectile.loc.tsv
effects_description_3k_main_skill_tragic_foresight,技能：止战,True,Ability: Unfortunate Foresight,Mtu,,,,,技能：止战,技能：止战,,技能：止战,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_tyrants_gaze,技能：狼视,True,Ability: Tyrant's Gaze,Mtu,,,,,技能：狼视,技能：狼视,,技能：狼视,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_unbreakable_faith,技能：铁壁,True,Ability: Unbreakable Faith,Mtu,,,,,技能：铁壁,技能：铁壁,,技能：铁壁,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_unexpected_strike,技能：突袭,True,Ability: Unexpected Strike,Mtu,,,,,技能：突袭,技能：突袭,,技能：突袭,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_unwed_warrior,技能：处子,True,Ability: Unwed Warrior,Mtu,,,,,技能：处子,技能：处子,,技能：处子,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_victory_or_death,技能：破甑,True,Ability: Death Oath,Mtu,,,,,技能：破甑,技能：破甑,,技能：破甑,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_vigor_of_a_warrior,技能：热血,True,Ability: Vigor of a Warrior,Mtu,,,,,技能：热血,技能：热血,,技能：热血,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_3k_main_skill_wedge_formation_wen_chu,启用阵型：楔形阵,True,Enables formation: Wedge of Jieqiao,Mtu,,,,,启用阵型：楔形阵,启用阵型：楔形阵,,启用阵型：楔形阵,[03]__MTU_skills___Effect.loc.tsv
effects_description_3k_main_skill_xianchenying,技能：马首,True,Ability: Charge Forward,Mtu,,,,,技能：马首,技能：马首,,技能：马首,[03]__MTU_skills__Active_buff.loc.tsv
effects_description_3k_main_skill_youthful_vigor,技能：稚虎,True,Ability: Youthful Vigor,Mtu,,,,,技能：稚虎,技能：稚虎,,技能：稚虎,[03]__MTU_skills__Passive_buff.loc.tsv
effects_description_hv_assignment_effect_dummy_disturbance,解锁任务：扰乱,True,Unlocks assignment: Disturbance,MappedByPattern,,解锁任务：扰乱,,,,解锁任务：助长骚乱,,,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_assignment_effect_dummy_replenishment_garrison,解锁任务：驻军补员,True,Unlocks assignment: Garrison Reinforcement,MappedByPattern,,解锁任务：驻军补员,,,,解锁任务：驻军补员,,,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_assignment_effect_dummy_unlock_more_build_slot,解锁任务：扩展城市,True,Unlocks assignment: City Expansion,MappedByPattern,,解锁任务：扩展城市,,,,解锁任务：扩展城市,,,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_assignment_effect_dummy_unlock_reserve_replenishment,解锁任务：召集义勇,True,Unlocks assignment: Gathering Volunteers,MappedByPattern,,解锁任务：召集义勇,,,,解锁任务：召集义勇,,,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_assignment_effect_dummy_unlock_satisfaction_and_gdp,解锁任务：宫廷管理,True,Unlocks assignment: Court Management,MappedByPattern,,解锁任务：宫廷管理,,,,解锁任务：宫廷管理,,,hv_TEXT_skills_additional.loc.tsv
effects_description_hv_building_effect_dummy_education,每年春季，角色会获得额外经验。,True,"Every spring, characters gain additional experience.",MappedByText,,,每年春季，角色会获得额外经验。,,,每年春季，角色会获得额外经验。,,,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_dummy_ethnic_penalty_chance,异族影响,True,Other ethnic groups influence,Procrastinator,,,,,,异族影响,异民族影响,,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_dummy_garrison,[[i]]支援驻军与部队[[/ i]],True,[[i]]Support garrison and army[[/i]],PikaMan,,,,,,[[i]]支援驻军与部队[[/ i]],[[i]]支援驻军与部队[[/ i]],,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_dummy_garrison_sun_jian,[[i]]支援驻军与部队[[/ i]],True,[[i]]Support garrison and army[[/i]],PikaMan,,,,,,[[i]]支援驻军与部队[[/ i]],[[i]]支援驻军与部队[[/ i]],,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_dummy_immigrant_subtown,[[i]]异族关系[[/ i]],True,[[i]]Interethnic Relations[[/i]],Procrastinator,,,,,,[[i]]异族关系[[/ i]],[[i]]多民族关系[[/ i]],,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_dummy_scattered_immigrants,{{tr:map_region}}正被零散蛮人所据。此况可解，垦地拓荒，善用此地资源。,True,This {{tr:map_region}} is occupied by scattered barbarians. Develop this settlement to start exploiting its resources.,Procrastinator,,,,,,{{tr:map_region}}正被零散蛮人所据。此况可解，垦地拓荒，善用此地资源。,{{tr:map_region}}正被零散异民所据。此况可解，垦地拓荒，善用此地资源。,,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_liu_bei_unity,齐心[[b]]%+n[[/b]],True,[[b]]%+n[[/b]] unity,Vanilla,,,,齐心[[b]]%+n[[/b]],,齐心 [[b]]%+n[[/b]],齐心[[b]]%+n[[/b]],,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_province_mercenary_access,提供[[b]]丹阳部队伯长[[/b]]招募次数,True,Provides [[b]]Danyang Troop Captain[[/b]] recruitment charges,MappedByText,,,提供[[b]]丹阳部队伯长[[/b]]招募次数,,,提供[[b]]丹阳部队校尉[[/b]]招募次数,,,hv_TEXT_effects_building.loc.tsv
effects_description_hv_building_effect_replenishment_danyang,丹阳部队补员速率[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] replenishment for Danyang units,MappedByPattern,,丹阳部队补员速率[[b]]%+n%[[/b]],,,,丹阳部队补员速率 [[b]]%+n%[[/b]],,,hv_TEXT_effects_building.loc.tsv
effects_description_hv_dummy_effect_enforcer_archers_unlock,解锁部队：{{tr:hv_unit_xiliang_elite_enforcers}},False,Unlocks unit: {{tr:hv_unit_xiliang_elite_enforcers}},MappedByPattern,,解锁部队：{{tr:hv_unit_xiliang_elite_enforcers}},,,,解锁部队：{{tr:hv_unit_xiliang_elite_enforcers}},,,hv_TEXT_effects_events.loc.tsv
effects_description_hv_dummy_effect_enforcer_mounted_archers_unlock,解锁部队：{{tr:hv_unit_enforcer_archer_cavalry}},False,Unlocks unit: {{tr:hv_unit_enforcer_archer_cavalry}},MappedByPattern,,解锁部队：{{tr:hv_unit_enforcer_archer_cavalry}},,,,解锁部队：{{tr:hv_unit_enforcer_archer_cavalry}},,,hv_TEXT_effects_events.loc.tsv
effects_description_hv_dummy_effect_hidden_snakes_unlock,解锁部队：{{tr:hv_unit_hidden_snakes}},False,Unlocks unit: {{tr:hv_unit_hidden_snakes}},MappedByPattern,,解锁部队：{{tr:hv_unit_hidden_snakes}},,,,解锁部队：{{tr:hv_unit_hidden_snakes}},,,hv_TEXT_effects_events.loc.tsv
effects_description_hv_dummy_effect_rapid_tigers_unlock,解锁部队：{{tr:hv_unit_rapid_tigers}},False,Unlocks unit: {{tr:hv_unit_rapid_tigers}},MappedByPattern,,解锁部队：{{tr:hv_unit_rapid_tigers}},,,,解锁部队：{{tr:hv_unit_rapid_tigers}},,,hv_TEXT_effects_events.loc.tsv
effects_description_hv_dummy_effect_white_tiger_warriors_unlock,为严白虎解锁部队：{{tr:hv_unit_white_tiger_warriors}},False,Unlocks unit for Yan Baihu: {{tr:hv_unit_white_tiger_warriors}},MappedByText,,,为严白虎解锁部队：{{tr:hv_unit_white_tiger_warriors}},,,为严白虎解锁单位：{{tr:hv_unit_white_tiger_warriors}},,,hv_TEXT_effects_events.loc.tsv
effects_description_hv_dummy_effect_ytr_resurrection,当你的派系达成启蒙，天下各方黄巾教徒便会起事。,True,"When your faction reached Enlightened, there will be Yellow Turban rebellion across China.",MappedByText,,,当你的派系达成启蒙，天下各方黄巾教徒便会起事。,,,,,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_army_stockpiles,储备[[b]]%+n[[/b]] ,True,[[b]]%+n[[/b]] reserves ,Vanilla,,,,储备[[b]]%+n[[/b]] ,,储备 [[b]]%+n[[/b]],,,hv_TEXT_etc.loc.tsv
effects_description_hv_effect_assignment_military_disturbance,解锁任务：军事支持,True,Unlocks assignment: Military Support,MappedByPattern,,解锁任务：军事支持,,,,解锁任务：军事支持,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
effects_description_hv_effect_assignment_more_build_slot,解锁任务：扩展城市,True,Unlocks assignment: City Expansion,MappedByPattern,,解锁任务：扩展城市,,,,解锁任务：扩展城市,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
effects_description_hv_effect_assignment_replenishment_garrison,解锁任务：军队补员,True,Unlocks assignment: Army Reinforcement,MappedByPattern,,解锁任务：军队补员,,,,解锁任务：军队补员,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
effects_description_hv_effect_black_mountain_charge_bonus_mod,黑山匪徒部队冲锋加成[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] charge bonus for black mountain bandit units,MappedByPattern,,黑山匪徒部队冲锋加成[[b]]%+n%[[/b]],,,,黑山匪徒单位冲锋加成 [[b]]%+n%[[/b]],,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_black_mountain_melee_attack_speed,黑山匪徒部队近战攻击速率[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] melee attack rate for black mountain bandit units,MappedByPattern,,黑山匪徒部队近战攻击速率[[b]]%+n%[[/b]],,,,黑山匪徒近战攻击速率 [[b]]%+n%[[/b]],,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_black_mountain_morale,黑山匪徒部队士气[[b]]%+n[[/b]],True,[[b]]%+n[[/b]] morale for black mountain bandit units,MappedByPattern,,黑山匪徒部队士气[[b]]%+n[[/b]],,,,黑山匪徒部队士气 [[b]]%+n[[/b]],,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_black_mountain_replenishment,黑山匪徒部队补员速率[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] replenishment for black mountain bandit units,MappedByPattern,,黑山匪徒部队补员速率[[b]]%+n%[[/b]],,,,黑山匪徒部队补员速率 [[b]]%+n%[[/b]],,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_black_mountain_unique_ability,解锁黑山匪徒部队特殊能力,True,Unlocks special abilities for black mountain bandit units,MappedByText,,,解锁黑山匪徒部队特殊能力,,,解锁黑山匪徒单位独有能力,,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_black_mountain_upkeep,黑山匪徒部队维持费[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] upkeep for black mountain bandit units,MappedByPattern,,黑山匪徒部队维持费[[b]]%+n%[[/b]],,,,黑山匪徒部队维持费 [[b]]%+n%[[/b]],,,hv_TEXT_effects_pooled_resource.loc.tsv
effects_description_hv_effect_charge_bonus_ranged_cavalry,骑射手部队冲锋加成[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] charge bonus for Mounted Archer units,MappedByPattern,,骑射手部队冲锋加成[[b]]%+n%[[/b]],,,,,,,hv_TEXT_effects_technology.loc.tsv
effects_description_hv_effect_dan_yang_charge_bonus,丹阳部队冲锋加成[[b]]%+n[[/b]],True,[[b]]%+n[[/b]] charge bonus for Danyang units,MappedByPattern,,丹阳部队冲锋加成[[b]]%+n[[/b]],,,,丹阳部队冲锋加成 [[b]]%+n[[/b]],丹阳兵的冲锋加成[[b]]％+ n [[/ b]],,hv_TEXT_effects_ceo.loc.tsv
effects_description_hv_effect_dan_yang_upkeep,丹阳部队维持费[[b]]%+n%[[/b]],True,[[b]]%+n%[[/b]] upkeep for Danyang units,MappedByPattern,,丹阳部队维持费[[b]]%+n%[[/b]],,,,丹阳部队维持费 [[b]]%+n%[[/b]],丹阳兵单位维持费[[b]]％+ n％[[/ b]],,hv_TEXT_effects_ceo.loc.tsv
effects_description_hv_effect_dummy_accessory_tradable,此兵符可在外交中用来交易！,True,This authorisation tally is tradeable in diplomacy!,MappedByText,,,此兵符可在外交中用来交易！,,,此兵符可在外交中用来交易！,,,hv_TEXT_effects_ceo.loc.tsv
