Text,Count,Mapped by text,Mapped by pattern,File
The enemy knows the next shot will not miss.,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
The estates of powerful and wealthy families.,1,地方豪强的地产。,,text/_hvo/hv_TEXT_building.loc
"The fame of these horsemen reaches far. To fight the northern tribes, Gongsun Zan has created a skilled cavalry force of his own to match. These warriors follow their leader into battle, against the tribes or any other foe of the Han… \\n\\n Wielding a long spear and shield, these armored warriors charge into battle, skewering the foe with their lances. They only need to be wary of enemy spearmen and sustained archer fire.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"The fame of these horsemen reaches far. To fight the northern tribes, Gongsun Zan has created a skilled cavalry force of his own to match. These warriors follow their leader into battle, against the tribes or any other foe of the Han… \\n\\n Wielding sword and shield and clad in heavy armor, they can easily weather a barrage of arrows, before charging into melee and remaining there to hold the line as the rest of the army finishes the enemy.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"The finer your horses, the more powerful your cavalry will be. ",1,有良马才能有精骑。,,text/_hvo/hv_TEXT_frontend_features.loc
The flame of hope shines bright in the darkest hour.,1,希望之火在最黯时刻光芒闪耀。,,text/_hvo/hv_TEXT_unit_abilities.loc
"The forest provides a path, and surer footing, for the respectful.",5,森林为懂得尊重的人提供了通行路径和更稳固的立足之地。,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
"The forest provides a path, and surer footing, for the respectful. ",2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
The fury of the victorious warrior is fearful to behold!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"The imperial ancestral rite ended without incident. Unfortunately, the emperor returned to the place without acknowledging your contribution.",1,皇家祭祀仪式顺利完成，但天子一言不发便回宫了。,,text/_ifo/ifo_text_TWEAK.loc
"The imperial ancestral rite was completed successfully, and the emperor shows favour to the attending nobles. ",2,皇家祭祀仪式圆满完成，天子对到场的贵族示恩。,,text/_ifo/ifo_text_TWEAK.loc
"The imperial ancestral rite, a significant event in China, will be held soon. An imperial decree demands that you send civil officials to assist in administrative affairs or military officers for the imperial guard detail. If you fulfill your duties as a faithful servant, the imperial court will grant you grace. If you refuse, you may incurr the emperor's disfavour...",1,,,text/_ifo/ifo_text_TWEAK.loc
The industrious need no orders to galvanise them into action.,1,,,text/_hvo/hv_TEXT_skills_basic.loc
"The jian is a straight, double-edged sword known as the 'Gentleman of Weapons', and considered to be one of the four major weapons alongside the gun, dao and qiang. It takes a year of training before one is considered competent enough to use it, and so only the most skilled swordsmen are equipped with it. \\n\\n The role of the Elite Swordsmen is to hold the line against enemy attacks, and their swordsmanship, heavy armour and gourd shields enable them to do this long after others have fallen to exhaustion.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"The land is not just the earth, but the forests and mountains, and all the hidden, ancient places.",2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
The light that burns twice as bright burns half as long.,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"The longer this warrior fights, the greater and more inspiring they becomes!",1,此人会随着战斗时间拉长而越战越勇，激励士气的效果也随之增强！ ,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"The longer this warrior fights, the stronger they become!",4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
The markets have been thrown into chaos as townsfolk and merchants scramble to adopt the new currency.,3,由于镇民和商人争相采用新货币，市场已陷入混乱。,,text/_hvo/hv_TEXT_effects_technology.loc
"The more he is opposed, the stronger Lü Bu becomes!",1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
The next reform can be implemented without cooldown,1,下次改革可以马上执行，无需冷却,,text/_hvo/hv_TEXT_effects_technology.loc
"The nomads of the steppes have a reputation for fine horsemanship. These particular horse archers have turned to banditry and pillaging to fill their coffers. They will allign themselves to bandit chiefs of note, who can afford their services by giving them a proportional share of the loot. In battle, they harass the enemy from afar, using their horses to quickly wheel about when the counter-attack comes.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
The officer in charge of Danyang units.,1,指挥丹阳部队的士官。,,text/_hvo/hv_TEXT_effects_ceo.loc
The officer in charge of Sogdian mercenary units.,2,指挥粟特部队的士官。,,text/_hvo/hv_TEXT_effects_ceo.loc
The officer in charge of White Horse units.,1,指挥白马部队的士官。,,text/_hvo/hv_TEXT_effects_ceo.loc
The officer in charge of house Yuan units.,1,指挥袁氏部队的士官。,,text/_hvo/hv_TEXT_effects_ceo.loc
The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,6,在此动荡之秋，要想出人头地就只有靠刀剑！赢得战斗便能展示您的能力。,,text/_hvo/hv_TEXT_events.loc
The people of Danyang have a reputation for bravery. Tao Qian has turned them into a well-trained army.,1,丹阳人以奋勇著称。陶谦整备军队，训练有素。,,text/_hvo/hv_TEXT_building.loc
"The perfect weight and fit, tailored for this warrior of class and distinction.",1,,,text/_hvo/hv_TEXT_ceo_armour.loc
The pillar is strongest at its base.,1,,,text/_hvo/hv_TEXT_skills_basic.loc
"The pride of the Xiliang army, these armored horsemen will teach their enemy the meaning of “elite cavalry”.",1,作为西凉军的骄傲，这些重甲骑兵将教导他们的敌人“精锐骑兵”的含义。 ,,text/_hvo/hv_TEXT_unit_desc.loc
The quantity and quality of your warhorses is unmatched!,1,战马的数量与质量皆无与伦比！,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
The responsibility that comes with authority should not be taken lightly.,2,,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
The roar of fury crushes enemy morale!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
The roar of gunpowder is more terrifying than any man or beast.,1,火药的轰鸣声比任何人兽都更可畏。,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
"The role of these troops can be deduced from their appearance; their armour pieces are mismatched, put together by collecting those left in the aftermath of battle, or sourced from nearby villages. \\n\\n Their most important function is to search and collect loot, weapons and armour after the battle to put towards the Great Peace. They are not good at close combat, so they use a bunch of captured repeating crossbows to support frontline.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"The sting of an arrowshaft can be deadly, but with these archers, death may still find you long after the arrow pierced your flesh.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
The strength of the forest brought to bear against a single foe.,3,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"The thing to fear is not the bolt itself, but the dark and toxic unguent coated across its ever-increasing tip.",1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"The typical bandit force consists of lightly armored troops. These men are not a typical bandit force. A string of victories or lucky looting has netted them the excellent armour wielded by the heavy troops of the Han empire. They now form a heavy spear unit, capable of holding their ground against even the dreaded barded horsemen. With these men, any aspiring bandit warlord may find himself a bandit king or queen, one day.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
The tyrant laughs as blades glance harmlessly off his armour.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
The tyrant rages; his men hold through fear.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"The unit forms into a hollow square, presenting spears and pikes to any attacker - particularly cavalry - on all four sides.",1,,,text/_hvo/hv_TEXT_unit_abilities.loc
The unit inspires nearby soldiers to fight more aggressively.,1,此单位激励附近士卒更粗莽地战斗。 ,,text/_hvo/hv_TEXT_unit_abilities.loc
The unit inspires nearby soldiers to fight more cautiously.,1,此单位激励附近士卒更谨慎地战斗。,,text/_hvo/hv_TEXT_unit_abilities.loc
The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire. However the formation cannot be maintained in melee combat.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
The unit presents a wall of spear-points to the enemy - a strong formation that allows the unit to advance slowly but safely whilst defending against charges.,2,,,text/_hvo/hv_TEXT_unit_abilities.loc
"The unit spreads apart, making it more difficult for arrows to hit them.",3,,,text/_hvo/hv_TEXT_unit_abilities.loc
"The warrior flies into a rage, embodying the mighty Xiezhi, a mythical creature of great power.  ",2,勇士大发雷霆，犹如神话中强大神兽獬豸的体现。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
The wave of the blade push the enemy away.,1,一道道刀浪将敌人推走。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
The weight on the shoulders,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"The yellow turban warband is crushed. Hailing from Qingzhou, the survivors offer their servitude. Cao Cao gathers them under his banner and dubs them Qingzhou Troops.",1,黄巾匪徒已被击溃。青州生还者们愿意报德。曹操将之收于旗下，名为青州军。,,text/_hvo/hv_TEXT_events.loc
"Their bolts remind the foe that even at range, noone is truly safe from the might of the Xiliang army.",1,他们的弩矢提醒敌人，即使离得很远，在强大的西凉军前也不会安全。,,text/_hvo/hv_TEXT_unit_desc.loc
Their energy is like a dragon.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Their heavy metal bows are short-ranged but can pierce through enemies.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
"Their own lives are not important, and they will somehow stop the enemy.",1,不顾己命也要阻挡敌人。,,text/_hvo/hv_TEXT_unit_desc.loc
Their shots are almost always accurate even in the sand breeze.,1,即使在沙尘中，他们也总能准确命中。 ,,text/_hvo/hv_TEXT_unit_desc.loc
Their thirst for battle goes beyond physical limits.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
There is nothing to fear because the heaven is watching.,1,上天保佑，无可畏惧。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"There's a rumor about a nearby village. Each night, a huge monster terrorises the peasants. The villagers seek a hero to comb the mountains and drive out the beast.",1,,,text/_hvo/hv_TEXT_events.loc
There's a sufficient number of horses.,1,有足够多的马匹。,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
There's insufficient horses!,1,马匹数量不足！,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
There's no shortage of good horses.,1,不缺好馬。,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
There's something about this strike that just feels off.,3,这种攻击让人觉得不太对劲。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
These Buddhists are welcome here.,1,欢迎这些僧侣。,,text/_hvo/hv_TEXT_events.loc
"These concerned citizens call themselves the Bringers of Righteousness and have used their wealth to purchase their own armour and weapons. Each has undertaken extensive training to become proficient using polearms and learned how to use a bow through traditional archery competitions. \\n\\n Though they wear expensive tunics, their commitment is not mere vainglory; their not-inconsiderable skill with the bow and polearm make them extremely useful due to their flexibility, and therefore welcomed to join the fight for the Great Peace.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"These elite, battle-hardened bandits carry an axe in each hand, and advance ahead of the front lines to catch their foes unawares",1,,,text/_hvo/hv_TEXT_unit_desc.loc
These fanatics will blow themselves up when they're in a losing battle.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
These military supplies were pillaged after a successful siege.,1,,,text/_hvo/hv_TEXT_etc.loc
These soldiers obey only their own passions. They may charge without orders and act erratically on the battlefield!,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",4,,,text/_hvo/hv_TEXT_building.loc
These versatile infantry will solve nigh any problem their Wu commanders might face.,1,这些多能的步兵几乎可以解决吴军将领可能面临的任何问题。,,text/_hvo/hv_TEXT_unit_desc.loc
These warriors know how to control fatigue.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
These words will bring shame and humiliation.,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
These words will fortify the spirit.,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
They becomes frenzied when blood is spilled.,1,他们闻到血腥就会疯狂。,,text/_hvo/hv_TEXT_unit_abilities.loc
They excel as warriors having trained in martial disciplines.,1,他们是受过武术训练的优秀战士。,,text/_hvo/hv_TEXT_unit_abilities.loc
They get everything down to a note.,1,他们会记录一切事务。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
They knows how to drive their enemies off the battlefield.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
They push the limits of the human body.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
They will fight hard to uphold the honour of their homeland.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
They'll smash anything in their way. Or die.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
"Thick plumes of smoke obscure line of sight, making units seem temporarily invisible.",1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Third Characteristic,133,特性三,,text/_hvo/hv_TEXT_skills_additional.loc
This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,6,乱世出豪杰。新进的一名随从可管理一只特殊军队。,,text/_hvo/hv_TEXT_events.loc
This authorisation tally is tradeable in diplomacy!,1,此兵符可在外交中用来交易！,,text/_hvo/hv_TEXT_effects_ceo.loc
This general directs and empowers his forces from a… safer distance.,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"This general is as an immovable wall, inspiring his men to stand firm against much greater odds.",3,此将有如一堵难以撼动的墙，激励麾下兵士坚守阵线排除万难。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"This general rallies the troops to greater feats, inspiring them to make one final effort.",2,此将召集兵士奋勇作战，鼓励他们作最后一搏。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"This general's orders are absolute and cannot be refused, no matter how unreasonable they may be.",2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"This hero accosts the enemy hero, shaking them to the core.",4,此英雄向敌将大胆喊话，令对方心神动摇。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
This hero believes you can only kill that which you can catch.,8,此人相信，要将敌人除之而后快，就必须先追得上敌人。,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
This hero gets a bonus in duels. ,1,此英雄在单挑中有加成。,,text/_hvo/hv_TEXT_skills_additional.loc
This hero gets a great bonus in duels. ,1,此英雄在单挑中有强大加成。 ,,text/_hvo/hv_TEXT_skills_additional.loc
This infantry gathers equipment dropped or left behind in battle to help their brothers and sisters continue the fight.,1,,,text/_hvo/hv_TEXT_unit_desc.loc
"This is our land, our home, our history. You cannot have it!",1,,,text/_hvo/hv_TEXT_building.loc
This is path of militarism.,1,以军治国，军国一体。,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
This is the basic way to correct corruption.,1,清楚腐败以此为本。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
This legendary presence gives enemies pause.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"This man can see all that was, and all that will be.",2,此人能明鉴古今，洞察未来。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"This man has a great understanding of geography, and can bend it to their own use.",3,此人熟悉地理知识，能够善加利用。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
This man has learnt to overcome defeat.,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
This man knows how to frighten enemies in the woods.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"This shooter fires and fires, faster and faster, never relenting.",2,此弓手不断引弓放箭，越放越快，毫不留手。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
This unit can fire at the enemy whilst remaining hidden.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
This unit can fire on the move.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This unit can provoke enemies.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This unit can't shoot very far.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This unit causes extra damage against shielded enemies.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This unit fires whistling arrows that demoralise enemies along their trajectory.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This unit has been overwhelmed by the enemy and cannot move properly.,1,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
This unit maneuvers carefully to guard against missile attacks.,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
This unit's arrows spew clouds of deadly gas on impact.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
"This unit's sticky rosin arrows cling to their targets, making them vulnerable to flames.",1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This unit's weapon allows it to pierce even the strongest enemy armour.,1,此单位的武器可以穿透最强的护甲。,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
This warrior fights with a fatal rage - an erratic fury!,1,此勇士挟滔天怒火奋战，攻势狂暴猛烈！,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
This warrior has an uncanny ability to unnerve enemies in wooded terrain.,1,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"This warrior's presence on the battlefield can give hope to his men, even in the most dire of situations.",2,纵使情势极为严峻，此人现身战场上仍能为麾下兵士带来希望。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
This {{tr:map_region}} is occupied by scattered barbarians. Develop this settlement to start exploiting its resources.,1,,,text/_hvo/hv_TEXT_effects_building.loc
Those who intervene instead of the lord.,1,这些人代替主公处理事务。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Those who toil the land require more utilitarian approaches.,1,辛苦劳作的农民们需要的却是更为实用的建筑。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
"Though you started with little, you will end with much.",1,起家微薄亦可立业有成。,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Throw a sticky pot of oil onto the enemy.,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"Throw an ""unstable concoction"".",1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Thunderous sounds and exploding flames agitate the enemy.,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
Tiger & Leopard Cataphracts,1,,虎豹铁骑,text/_hvo/hv_TEXT_unit_text_replacements.loc
Tiger & Leopard Cavalry,1,,虎豹骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Tiger Cubs,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Tiger Hides,3,虎皮,,text/_hvo/hv_TEXT_unit_abilities.loc
Tiger furs provide protection against missile attacks.,1,虎皮可抵御箭矢攻击。,,text/_hvo/hv_TEXT_unit_abilities.loc
Tiger of Jiangdong,1,江东之虎,,text/_hvo/hv_TEXT_cb_loadout.loc
"To be the bolt of justice, to spearhead a charge deep into the enemy lines, delivering vengeance for an oppressed people, this is the task of these warriors. \\n\\n These cavalry are one of the few shock cavalry of the Yellow Turbans army.; once they have ploughed into an enemy formation with their spears, they have the armour and the skill to keep fighting, thrusting with enough force to pierce most armour with righteous intensity.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"To break these warriors is the challenge of many an army. So far, very few have succeeded.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"To the very bitter end and beyond, if possible, to the very last breath, they will be constant and unswerving.",1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Towards Supremacy,6,称霸之路,,text/_hvo/hv_TEXT_events.loc
Toxic Gas,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Toxic Gas Bomb,2,,,text/_hvo/hv_TEXT_unit_abilities.loc
Toxic gas,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
Tracker,4,追踪,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Training White Tigers,1,训练白虎,,text/_hvo/hv_TEXT_effects_events.loc
"Treat your men as you would your own beloved sons. And they will follow you into the deepest valley. \\n\\n Serving the heirs of Sun Tzu, these men would willingly follow them into heirs and certain death. Armed with a light glaive and medium armor, these men can hold their own in a variety of situations, facing down cavalry or infantry with equal skill. Their versatility has caused them to be fondly called “problem solvers” by their commanders and are given great respect, which they repay with loyalty.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
Trebuchet,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Tribal hunters can provide us with additional food.,1,部落猎人可为我们提供额外的食物。,,text/_hvo/hv_TEXT_building.loc
"True strength lies not in the mind or body, but within the spirit.",2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Turn back,1,回去,,text/_hvo/hv_TEXT_events.loc
Turning the Tide,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Two Blades,1,双刃兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Tyrant,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Tyrant Slayers,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Understanding,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Undying Vow,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Unease spreads among the enemy ranks.,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Unknown result,2,结果不明,,text/_ifo/ifo_text_TWEAK.loc
"Unlocked in 195 CE. Once this is unlocked, you can use imperial favour to preform [[b]]imperial decrees[[/b]]",1,在公元195年解锁。解锁后，可以使用天子宠信来颁布[[b]]圣旨[[/b]]。,,text/_ifo/ifo_text_TWEAK.loc
Unlocked when Emperor Xian comes of age in 195 CE,1,公元195年献帝加元服后解锁,,text/_ifo/ifo_text_TWEAK.loc
Unlocks Danyang units [[col:scope_description]](own retinue)[[/col]],1,,解锁丹阳单位[[col:scope_description]]（我方部曲）[[/col]],text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks Enforcer units [[col:scope_description]](own retinue)[[/col]],1,,解锁捕掾队单位[[col:scope_description]]（我方部曲）[[/col]],text/_hvo/hv_TEXT_effects_ceo.loc
"Unlocks Hidden Sankes, Rapid Tigers [[col:scope_description]](own retinue)[[/col]]",1,,解锁隐蛇兵与虎捷军[[col:scope_description]]（我方部曲）[[/col]],text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks Jingchu units [[col:scope_description]](own retinue)[[/col]],1,,解锁荆楚单位[[col:scope_description]]（我方部曲）[[/col]],text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks Might Royal Guard units,1,,,text/_hvo/hv_TEXT_events_rules.loc
Unlocks Northern Army units [[col:scope_description]](own retinue)[[/col]],1,,,text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks Sogd units [[col:scope_description]](own retinue)[[/col]],1,,解锁粟特单位[[col:scope_description]]（我方部曲）[[/col]],text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks Virtue Royal Guard units,1,,,text/_hvo/hv_TEXT_events_rules.loc
Unlocks Xiliang Army units [[col:scope_description]](own retinue)[[/col]],1,,解锁西凉军单位[[col:scope_description]]（我方部曲）[[/col]],text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks a special ability for cavalry units,1,解锁骑兵单位一个特殊能力,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Unlocks assignment: Army Reinforcement,1,,解锁任务：军队补员,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Unlocks assignment: City Expansion,2,,解锁任务：扩展城市,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks assignment: Court Management,1,,解锁任务：宫廷管理,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks assignment: Disturbance,1,,解锁任务：扰乱,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks assignment: Garrison Reinforcement,1,,解锁任务：驻军补员,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks assignment: Gathering Volunteers,1,,解锁任务：召集义勇,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks assignment: Military Support,1,,解锁任务：军事支持,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Unlocks elite Northern Army Captain Retinues,1,解锁精锐北军校尉随从,,text/_hvo/hv_TEXT_events.loc
Unlocks elite royal guards,1,,,text/_hvo/hv_TEXT_events_rules.loc
Unlocks special abilities for black mountain bandit units,1,解锁黑山匪徒单位特殊能力,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Unlocks unit for Yan Baihu: {{tr:hv_unit_white_tiger_warriors}},1,为严白虎解锁单位：{{tr:hv_unit_white_tiger_warriors}},,text/_hvo/hv_TEXT_effects_events.loc
Unlocks unit: {{tr:hv_tr_earth}} units,1,,解锁部队：{{tr:hv_tr_earth}}部队,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_tr_fire}} units,1,,解锁部队：{{tr:hv_tr_fire}}部队,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_tr_metal}} units,1,,解锁部队：{{tr:hv_tr_metal}}部队,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_tr_water}} units,1,,解锁部队：{{tr:hv_tr_water}}部队,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_tr_wood}} units,1,,解锁部队：{{tr:hv_tr_wood}}部队,text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_bomb_thrower}},2,,解锁部队：{{tr:hv_unit_bomb_thrower}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_buqu_archer_cavalry}},1,,解锁部队：{{tr:hv_unit_buqu_archer_cavalry}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_buqu_of_the_left}},1,,解锁部队：{{tr:hv_unit_buqu_of_the_left}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_dan_yang_archers}},1,,解锁部队：{{tr:hv_unit_dan_yang_archers}},text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks unit: {{tr:hv_unit_dan_yang_infantry}},1,,解锁部队：{{tr:hv_unit_dan_yang_infantry}},text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks unit: {{tr:hv_unit_dan_yang_spearmen}},1,,解锁部队：{{tr:hv_unit_dan_yang_spearmen}},text/_hvo/hv_TEXT_effects_ceo.loc
Unlocks unit: {{tr:hv_unit_enforcer_archer_cavalry}},2,,解锁部队：{{tr:hv_unit_enforcer_archer_cavalry}},text/_hvo/hv_TEXT_effects_events.loc
Unlocks unit: {{tr:hv_unit_fellows_of_the_oath}},1,,解锁部队：{{tr:hv_unit_fellows_of_the_oath}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_goshawk_cavalry}},1,,解锁部队：{{tr:hv_unit_goshawk_cavalry}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_handmaid_guard}},1,,解锁部队：{{tr:hv_unit_handmaid_guard}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_hidden_2h_spearmen}},1,,解锁部队：{{tr:hv_unit_hidden_2h_spearmen}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_hidden_assault_infantry}},1,,解锁部队：{{tr:hv_unit_hidden_assault_infantry}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_hidden_snakes}},2,,解锁部队：{{tr:hv_unit_hidden_snakes}},text/_hvo/hv_TEXT_effects_events.loc
Unlocks unit: {{tr:hv_unit_iron_fists_of_the_bandit_queen}},1,,解锁部队：{{tr:hv_unit_iron_fists_of_the_bandit_queen}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_juggernaut}},1,,解锁部队：{{tr:hv_unit_juggernaut}},text/_hvo/hv_TEXT_skills_additional.loc
Unlocks unit: {{tr:hv_unit_militia_2h_axemen}},1,,解锁部队：{{tr:hv_unit_militia_2h_axemen}},text/_hvo/hv_TEXT_skills_additional.loc
