Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated,zhtw
Cheng Pu,,0,,,,,,,,,False,True
Children of the forest,森林之子,0,森林之子,,,,,of the forest,,,False,True
China will be ruled by might,,0,,,,,,,,,False,True
China will be ruled by virtue,,0,,,,,,,,,False,True
Choose the targets to focus fire.,,0,,,,,,,,,False,True
Chosen of the Eight Immortals,,0,,,,,,of the Eight Immortals,,,False,True
Chunyu Qiong,淳于琼,0,淳于琼,,,,,,,,False,True
Chunyu Qiong finally came to his senses! He is no longer a drunkard but a general who can lead an army.,淳于琼终于想通了！他不再是个酒鬼，而是个能带兵的将领。,0,淳于琼终于想通了！他不再是个酒鬼，而是个能带兵的将领。,,,,,,,,False,True
Chunyu Qiong finally got his mind right! He is no longer a drunkard but a senior general who is ready to lead the army.,,0,,,,,,,,,False,True
Chunyu Qiong sobers up,淳于琼不再酗酒,0,淳于琼不再酗酒,,,,,,,,False,True
Chunyu Qiong stopped drinking,,0,,,,,,,,,False,True
City Expansion,扩展城市,0,扩展城市,,,,,,,,False,True
City Recovery,城市复兴,0,城市复兴,,,,,,,,False,True
Clarity,,0,,,,,,,,,False,True
Coherence in thought and speech brings clear advantage.,,0,,,,,,,,,False,True
Colonel of the Xiliang Army,西凉军校尉,0,西凉军校尉,,,,,,,,False,True
Colonel of the Xiliang Army can be earned when occupied,占据时可获得西凉军校尉,0,占据时可获得西凉军校尉,,,,,,,,False,True
Combined Weapons Infantry (Buqu),复合武器步兵（部曲）,0,,复合武器步兵（部曲）,部曲,复合武器步兵,,Combined Weapons Infantry,,,False,True
Combined Weapons Infantry (Elite),复合武器步兵（精锐）,0,,复合武器步兵（精锐）,精锐,复合武器步兵,,Combined Weapons Infantry,,,False,True
Combined Weapons Infantry (Militia),复合武器步兵（民兵）,0,,复合武器步兵（民兵）,民兵,复合武器步兵,,Combined Weapons Infantry,,,False,True
Combined Weapons Infantry (Royal Guard),,0,,,,,,,,,False,True
Commanding Shout,,0,,,,,,,,,False,True
Commission,委任,0,委任,,,,,,,,False,True
Common Cavalry,普通骑兵,0,,普通骑兵,普通,骑兵,骑兵,Cavalry,,,False,True
Common Melee Infantry,普通近战步兵,0,,普通近战步兵,普通,近战步兵,,Melee Infantry,,,False,True
Common Polearm Infantry,普通持戟步兵,0,,普通持戟步兵,普通,持戟步兵,,Polearm Infantry,,,False,True
Common Ranged Infantry,普通远程步兵,0,,普通远程步兵,普通,远程步兵,,Ranged Infantry,,,False,True
Complete missions to bolster your faction!,完成任务可以增强您的势力！,0,完成任务可以增强您的势力！,,,,,,,,False,True
Completing these missions will gather northern colonels to your cause.,完成这些任务，北军校尉就会为您效力。,0,完成这些任务，北军校尉就会为您效力。,,,,,,,,False,True
"Concentrate on the moment: fight, don't think. Use your instincts.",,0,,,,,,,,,False,True
Condemn,,0,,,,,,,,,False,True
Condemned Howl,,0,,,,,,,,,False,True
Confidence and pride go hand in hand.,,0,,,,,,,,,False,True
Confront the large white tiger,与巨型白虎对峙,0,与巨型白虎对峙,,,,,,,,False,True
Confucianist,儒生,0,儒生,,,,,,,,False,True
Confucius Institute,孔子学院,0,孔子学院,,,,,,,,False,True
Confusion casued by the new coin.,,0,,,,,,,,,False,True
Congestion,拥堵,0,拥堵,,,,,,,,False,True
Conquest Yellow Turbans,剿灭黄巾,0,剿灭黄巾,,,,,,,,False,True
Council Proctor,县丞,0,县丞,,,,,,,,False,True
Courage and energy are rising.,勇气与精力皆以重振。,0,勇气与精力皆以重振。,,,,,,,,False,True
Courage of Eastern Wu,东吴之勇,0,东吴之勇,,,,,,,,False,True
Court Management,宫廷管理,0,宫廷管理,,,,,,,,False,True
Covers ally troops to retreat safely.,掩护友军安全撤离。,0,掩护友军安全撤离。,,,,,,,,False,True
Crossbow Artillery,弩炮,0,弩炮,,,,,,,,False,True
Crossbow Artillery (Buqu),弩炮（部曲）,0,,弩炮（部曲）,部曲,弩炮,,Crossbow Artillery,,,False,True
Crossbow Artillery (Elite),弩炮（精锐）,0,,弩炮（精锐）,精锐,弩炮,,Crossbow Artillery,,,False,True
Crossbow Artillery (Militia),弩炮（民兵）,0,,弩炮（民兵）,民兵,弩炮,,Crossbow Artillery,,,False,True
Crossbow Artillery (Royal Guard),,0,,,,,,,,,False,True
Crossbow Cavalry (Buqu),持弩骑兵（部曲）,0,,持弩骑兵（部曲）,部曲,持弩骑兵,,Crossbow Cavalry,,,False,True
Crossbow Cavalry (Elite),持弩骑兵（精锐）,0,,持弩骑兵（精锐）,精锐,持弩骑兵,,Crossbow Cavalry,,,False,True
Crossbow Cavalry (Militia),持弩骑兵（民兵）,0,,持弩骑兵（民兵）,民兵,持弩骑兵,,Crossbow Cavalry,,,False,True
Crossbow Cavalry (Royal Guard),,0,,,,,,,,,False,True
Crossbow Infantry (Buqu),持弩步兵（部曲）,0,,持弩步兵（部曲）,部曲,持弩步兵,,Crossbow Infantry,,,False,True
Crossbow Infantry (Elite),持弩步兵（精锐）,0,,持弩步兵（精锐）,精锐,持弩步兵,,Crossbow Infantry,,,False,True
Crossbow Infantry (Militia),持弩步兵（民兵）,0,,持弩步兵（民兵）,民兵,持弩步兵,,Crossbow Infantry,,,False,True
Crossbow Infantry (Royal Guard),,0,,,,,,,,,False,True
Cruel Command,,0,,,,,,,,,False,True
Cry of the Forest,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between Qiang barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between Shanyue barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between the Qiang barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between the Shanyue barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between the Wuhuan barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between the Xiongnu barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between Wuhuan barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cultural friction has caused inter-ethnic conflict between Xiongnu barbarians and Han settlers. The turmoil is pushing many to leave the region.,,0,,,,,,,,,False,True
Cunning,智谋,0,智谋,,,,,,,,False,True
Cunning Monkeys,狡猴兵,0,狡猴兵,,,,,Monkeys,,,False,True
CUSTOM BATTLE (BETA),自定义战斗（BETA）,0,自定义战斗（BETA）,,,,,,,,False,True
CUSTOM BATTLE (WIP),自定义战斗（WIP）,0,自定义战斗（WIP）,,,,,,,,False,True
Danyang Archers,丹阳弓手,0,,丹阳弓手,丹阳,,弓手,Archers,,,False,True
Danyang Spearmen,丹阳矛兵,0,,丹阳矛兵,丹阳,,矛兵,Spearmen,,,False,True
Danyang Troop Barrack,丹阳部队军营,0,丹阳部队军营,,,,,,,,False,True
Danyang Troop Encampment,丹阳部队营寨,0,丹阳部队营寨,,,,,,,,False,True
Danyang Troop Military Talisman,,0,,,,,,,,,False,True
Danyang Troop Military Talisman can be earned when occupied,,0,,,,,,,,,False,True
Danyang Troop Post,丹阳部队据点,0,丹阳部队据点,,,,,,,,False,True
Danyang Troop Tally,丹阳虎符,0,丹阳虎符,,,,,,,,False,True
Danyang troop tally can be earned when occupied,占据时可获得丹阳虎符,0,占据时可获得丹阳虎符,,,,,,,,False,True
Danyang Troops Officer,丹阳部队士官,0,丹阳部队士官,,,,,,,,False,True
Danyang Veterans,丹阳宿卫,0,,丹阳宿卫,丹阳,,宿卫,Veterans,,,False,True
Dead or Alive,,0,,,,,,,,,False,True
DEBUG GUY,校尉,0,校尉,,,,,,,,False,True
Decay,,0,,,,,,,,,False,True
Decrease,,0,,,,,,,,,False,True
Defeat,,0,,,,,,,,,False,True
Defence Hardened,,0,,,,,,,,,False,True
Defenders of Earth,,0,,,,,,of Earth,,,False,True
Defenders of Earth (Might),,0,,,,,,,,,False,True
Defense is the best attack.,,0,,,,,,,,,False,True
Defensive Stance,防御姿态,0,防御姿态,,,,,,,,False,True
Delivers a very powerful blow.,可发出非常有力的一击。,0,可发出非常有力的一击。,,,,,,,,False,True
Desperate Cry,,0,,,,,,,,,False,True
Desperate Stand,背水一战,0,背水一战,,,,,,,,False,True
Desperation soon leads to violence.,,0,,,,,,,,,False,True
Determination and grit allow all attacks to be dodged.,,0,,,,,,,,,False,True
Devastating Roar,,0,,,,,,,,,False,True
Devoted Mother,躬亲主母,0,躬亲主母,,,,,,,,False,True
Dian Wei,,0,,,,,,,,,False,True
Diligence,,0,,,,,,,,,False,True
Disorientate,,0,,,,,,,,,False,True
Distant Courage,,0,,,,,,,,,False,True
Distracts the focus of enemy ranged troops.,分散敌军远程部队的注意力。,0,分散敌军远程部队的注意力。,,,,,,,,False,True
Disturb,搅扰,0,搅扰,,,,,,,,False,True
Disturbance,扰乱,0,扰乱,,,,,,,,False,True
Do not let emotion cloud your acuity.,,0,,,,,,,,,False,True
Dong Min,董旻,0,董旻,,,,,,,,False,True
Dong Zhuo,,0,,,,,,,,,False,True
Dong Zhuo's Command,,0,,,,,,,,,False,True
Dongzhoubing Defenders,,0,,,,,,Defenders,,,False,True
Dongzhoubing Marksmen,,0,,,,,,Marksmen,,,False,True
Dragon Rising,,0,,,,,,,,,False,True
Dragonlings,少龙兵,0,少龙兵,,,,,,,,False,True
Drifting Warmongers,漂流战贩,0,漂流战贩,,,,,Warmongers,,,False,True
Dual Wield Hafted Weapon Cavalry (Buqu),双斧骑兵（部曲）,0,,双斧骑兵（部曲）,部曲,双斧骑兵,,Dual Wield Hafted Weapon Cavalry,,,False,True
Dual Wield Hafted Weapon Cavalry (Elite),双斧骑兵（精锐）,0,,双斧骑兵（精锐）,精锐,双斧骑兵,,Dual Wield Hafted Weapon Cavalry,,,False,True
Dual Wield Hafted Weapon Cavalry (Militia),双斧骑兵（民兵）,0,,双斧骑兵（民兵）,民兵,双斧骑兵,,Dual Wield Hafted Weapon Cavalry,,,False,True
Dual Wield Hafted Weapon Cavalry (Royal Guard),,0,,,,,,,,,False,True
Dual Wield Hafted Weapon Infantry (Buqu),双斧步兵（部曲）,0,,双斧步兵（部曲）,部曲,双斧步兵,,Dual Wield Hafted Weapon Infantry,,,False,True
Dual Wield Hafted Weapon Infantry (Elite),双斧步兵（精锐）,0,,双斧步兵（精锐）,精锐,双斧步兵,,Dual Wield Hafted Weapon Infantry,,,False,True
Dual Wield Hafted Weapon Infantry (Militia),双斧步兵（民兵）,0,,双斧步兵（民兵）,民兵,双斧步兵,,Dual Wield Hafted Weapon Infantry,,,False,True
Dual Wield Hafted Weapon Infantry (Royal Guard),,0,,,,,,,,,False,True
Dual Wield Hand-Ji Infantry (Buqu),双戟步兵（部曲）,0,,双戟步兵（部曲）,部曲,双戟步兵,,Dual Wield Hand-Ji Infantry,,,False,True
Dual Wield Hand-Ji Infantry (Elite),双戟步兵（精锐）,0,,双戟步兵（精锐）,精锐,双戟步兵,,Dual Wield Hand-Ji Infantry,,,False,True
Dual Wield Hand-Ji Infantry (Militia),双戟步兵（民兵）,0,,双戟步兵（民兵）,民兵,双戟步兵,,Dual Wield Hand-Ji Infantry,,,False,True
Dual Wield Hand-Ji Infantry (Royal Guard),双戟步兵（禁卫）,0,,双戟步兵（禁卫）,禁卫,双戟步兵,,Dual Wield Hand-Ji Infantry,,,False,True
Dual Wield Sword Cavalry (Buqu),双剑骑兵（部曲）,0,,双剑骑兵（部曲）,部曲,双剑骑兵,,Dual Wield Sword Cavalry,,,False,True
Dual Wield Sword Cavalry (Elite),双剑骑兵（精锐）,0,,双剑骑兵（精锐）,精锐,双剑骑兵,,Dual Wield Sword Cavalry,,,False,True
Dual Wield Sword Cavalry (Militia),双剑骑兵（民兵）,0,,双剑骑兵（民兵）,民兵,双剑骑兵,,Dual Wield Sword Cavalry,,,False,True
Dual Wield Sword Cavalry (Royal Guard),双剑骑兵（禁卫）,0,,双剑骑兵（禁卫）,禁卫,双剑骑兵,,Dual Wield Sword Cavalry,,,False,True
Dual Wield Sword Infantry (Buqu),双剑步兵（部曲）,0,,双剑步兵（部曲）,部曲,双剑步兵,,Dual Wield Sword Infantry,,,False,True
Dual Wield Sword Infantry (Elite),双剑步兵（精锐）,0,,双剑步兵（精锐）,精锐,双剑步兵,,Dual Wield Sword Infantry,,,False,True
Dual Wield Sword Infantry (Militia),双剑步兵（民兵）,0,,双剑步兵（民兵）,民兵,双剑步兵,,Dual Wield Sword Infantry,,,False,True
Dual Wield Sword Infantry (Royal Guard),双剑步兵（禁卫）,0,,双剑步兵（禁卫）,禁卫,双剑步兵,,Dual Wield Sword Infantry,,,False,True
Duke or Grand Master,派系级别达到公,0,派系级别达到公,,,,,,,,False,True
"Each character in Sun Ce's faction grants him shared expertise points once they reach rank 5. At ranks 9, 12 and 15 they generate one extra point respectively.",孙策派系中每位人物在达到5级后均会与他分享专长点。在9级、12级和15级时他们分别会产生一个额外的点数。,0,孙策派系中每位人物在达到5级后均会与他分享专长点。在9级、12级和15级时他们分别会产生一个额外的点数。,,,,,,,,False,True
Earthen Rampart,,0,,,,,,,,,False,True
Earth-shattering Strike,,0,,,,,,,,,False,True
"Echoing the glory of Chu, the great axes these men wield will make short work of their shielded foes.",这些人所挥的大斧是楚国的荣耀，即使是持盾的敌人亦命不久矣。 ,0,这些人所挥的大斧是楚国的荣耀，即使是持盾的敌人亦命不久矣。 ,,,,,,,,False,True
"Echoing the nomads they fought for years, these horse archers will do the Xiliang army proud on any battlefield.",这些马弓手与其他游牧部落征战多年，在任何战场上都是西凉军的骄傲。,0,这些马弓手与其他游牧部落征战多年，在任何战场上都是西凉军的骄傲。,,,,,,,,False,True
Economic and social upheaval casued by the minting of a new coin.,铸造新币引起了经济和社会的动荡。,0,铸造新币引起了经济和社会的动荡。,,,,,,,,False,True
Ecstasy,,0,,,,,,,,,False,True
Elemental Vigour,,0,,,,,,,,,False,True
Elephants (Buqu),象兵（部曲）,0,,象兵（部曲）,部曲,象兵,,Elephants,,,False,True
Elephants (Elite),象兵（精锐）,0,,象兵（精锐）,精锐,象兵,,Elephants,,,False,True
Elephants (Militia),象兵（民兵）,0,,象兵（民兵）,民兵,象兵,,Elephants,,,False,True
Elephants (Royal Guard),,0,,,,,,,,,False,True
Elite cavalry guards who have turned their weapons against their former masters to serve the Yellow Turbans.,,0,,,,,,,,,False,True
Elite Crossbowmen,精锐弩兵,0,,精锐弩兵,精锐,,弩兵,Crossbowmen,,,False,True
Elite Heavy Bow Archers,精锐重弓手,0,,精锐重弓手,精锐,,重弓手,Heavy Bow Archers,,,False,True
Elite Ji Infantry,精锐戟步兵,0,,精锐戟步兵,精锐,持戟步兵,戟步兵,Ji Infantry,,,False,True
Elite Lancer Cataphracts,精锐长枪铁骑,0,,精锐长枪铁骑,精锐,,长枪铁骑,Lancer Cataphracts,,,False,True
Elite Lancer Cavalry,精锐戟骑兵,0,,精锐戟骑兵,精锐,,戟骑兵,Lancer Cavalry,,,False,True
Elite Long Axemen,精锐长斧手,0,,精锐长斧手,精锐,,长斧手,Long Axemen,,,False,True
Elite Long Spearmen,精锐长枪兵,0,,精锐长枪兵,精锐,,长枪兵,Long Spearmen,,,False,True
Elite Repeating Crossbowmen,精锐连弩手,0,,精锐连弩手,精锐,,连弩手,Repeating Crossbowmen,,,False,True
Elite Spearmen,精锐矛兵,0,,精锐矛兵,精锐,,矛兵,Spearmen,,,False,True
Elite Sword Cavalry,精锐剑骑兵,0,,精锐剑骑兵,精锐,持剑骑兵,剑骑兵,Sword Cavalry,,,False,True
Elite Swordsmen,精锐剑兵,0,,精锐剑兵,精锐,,剑兵,Swordsmen,,,False,True
Elite Zhanmajian Infantry,精锐斩马劲卒,0,,精锐斩马劲卒,精锐,,斩马劲卒,Zhanmajian Infantry,,,False,True
Emperor of Wu,,0,,,,,,,,,False,True
Emperor of Zhong,,0,,,,,,,,,False,True
Enables: Duelling,可使用：单挑,0,可使用：单挑,,,,,,,,False,True
Enables: Explosive Shot (Trebuchet),可使用：爆裂弹（投石机）,0,可使用：爆裂弹（投石机）,,,,,,,,False,True
Enables: Flaming Shot (Trebuchet & Multiple Bolt Crossbow),可使用：燃烧弹（投石机与车弩）,0,可使用：燃烧弹（投石机与车弩）,,,,,,,,False,True
Enables: Flaming Shot (Trebuchet),可使用：燃烧弹（投石机）,0,可使用：燃烧弹（投石机）,,,,,,,,False,True
"Enabling the people to nourish their living and mourn their dead, without any feeling against any, is the first step of the rule of virtue.",,0,,,,,,,,,False,True
Encounter white tigers,遭遇虎袭,0,遭遇虎袭,,,,,,,,False,True
Energy of Black Mountain,黑山之能,0,黑山之能,,,,,,,,False,True
Enforcer Troop Archers,捕掾队弓手,0,,捕掾队弓手,捕掾队,,弓手,Archers,,,False,True
Enforcer Troop Rangers,捕掾队游击兵,0,,捕掾队游击兵,捕掾队,,游击兵,Rangers,,,False,True
Enforcer Troop Tally,捕掾队虎符,0,捕掾队虎符,,,,,,,,False,True
Enlightenment,,0,,,,,,,,,False,True
Escaped death.,,0,,,,,,,,,False,True
"Even as the Han crumbles, embers of its glory remain. These warriors serve the prince of Chenliu, Liu Chong. Clad in gold-lacquered armor, they form a resplendiscent sight on the battlefield, reminding all that the fortunes of the Han have not yet faded while these men stand firm. \\n\\n Gifted with fine armor from their prince, these soldiers expertly wield their halberds in defence of the Han. Advancing on their foe as a disciplined unit, they are a living reminder to the greatness of the Han.",,0,,,,,,,,,False,True
"Even as the Han crumbles, embers of its glory remain. These warriors serve the prince of Chenliu, Liu Chong. Clad in gold-lacquered armor, they form a resplendiscent sight on the battlefield, reminding all that the fortunes of the Han have not yet faded while these men stand firm.\\n\\n These particular soldiers are armed with crossbows, allowing them to barrage the enemies of the Han relentlessly with volley after volley of armour-piercing bolts. Should the enemy cavalry think to charge, they are in for an unpleasant surprise: these warriors also wield spears and shields and will not hesitate to strike down any horseman who comes too close!",,0,,,,,,,,,False,True
"Even as the Han crumbles, embers of its glory remain. These warriors serve the prince of Chenliu, Liu Chong. Clad in gold-lacquered armor, they form a resplendiscent sight on the battlefield, reminding all that the fortunes of the Han have not yet faded while these men stand firm. \\n\\n These royal guards are a beacon of hope to their allies. Gifted with fine steeds to ride, and clad in the heaviest armour availible from the princely armouries, each man has been trained in a myriad of weapons, from crossbow to the noble Jian sword and shield and is a veteran of many battles.",,0,,,,,,,,,False,True
"Even in the elite Xiliang army, having a big sword can only bring advantages to a commander.",就算在精锐的西凉军里，一把大刀对于将领来说也颇有好处。 ,0,就算在精锐的西凉军里，一把大刀对于将领来说也颇有好处。 ,,,,,,,,False,True
Every person has their own path.,各行其道,0,各行其道,,,,,,,,False,True
"Every spring, characters gain additional experience.",每年春季，角色会获得额外经验。,0,每年春季，角色会获得额外经验。,,,,,,,,False,True
Eviscerate,剔骨,0,剔骨,,,,,,,,False,True
Exemplar,,0,,,,,,,,,False,True
Exemplars of the Tao,,0,,,,,,of the Tao,,,False,True
Expertise,专精,0,专精,,,,,,,,False,True
Faith makes a miracle.,信念可带来奇迹。,0,信念可带来奇迹。,,,,,,,,False,True
Faith of the Messengers,使者信念,0,使者信念,,,,,,,,False,True
Fan the flames of war with inextinguishable anger.,以不灭的怒气煽动战火。,0,以不灭的怒气煽动战火。,,,,,,,,False,True
Fanatics,狂信徒,0,狂信徒,,,,,,,,False,True
Favored Son,宠儿,0,宠儿,,,,,,,,False,True
Favourable Skies,,0,,,,,,,,,False,True
Fear of Gunpowder,惧怕火器,0,惧怕火器,,,,,,,,False,True
Fearless Charge,无畏冲锋,0,无畏冲锋,,,,,,,,False,True
Fearsome Cavalry,骇人铁骑,0,骇人铁骑,,,,,,,,False,True
Ferghana horses are bred to equip cavalry forces.,养育大宛马来装备骑兵部队。,0,养育大宛马来装备骑兵部队。,,,,,,,,False,True
Ferocity,凶猛残暴,0,凶猛残暴,,,,,,,,False,True
Few can escape this warrior's pursuit.,很少有人能逃过这位勇士的追杀。,0,很少有人能逃过这位勇士的追杀。,,,,,,,,False,True
Fighting revitalises them.,战斗使他们重焕活力。,0,战斗使他们重焕活力。,,,,,,,,False,True
Fire Bomb,,0,,,,,,,,,False,True
Fire Control,火控,0,火控,,,,,,,,False,True
Fire explosive bolts to demoralise hostile units.,扔掷爆裂弹来打击敌军士气。,0,扔掷爆裂弹来打击敌军士气。,,,,,,,,False,True
Fire Fiends,火煞兵,0,火煞兵,,,,,,,,False,True
Fire Resistance: %d%%||Damage of flaming attacks is reduced by this amount.,,0,,,,,,,,,False,True
Fire whilst moving,,0,,,,,,,,,False,True
First Characteristic,特性一,0,特性一,,,,,,,,False,True
Fists of the Bandit Queen,,0,,,,,,of the Bandit Queen,,,False,True
Flame Breathing,吐火,0,吐火,,,,,,,,False,True
Flames of the Phoenix,,0,,,,,,,,,False,True
Flammable rosin sticks to clothing and armour.,,0,,,,,,,,,False,True
"Flank, Charge, Chase",侧击，冲击，追击,0,侧击，冲击，追击,,,,,,,,False,True
Fleet-footed,,0,,,,,,,,,False,True
Flexibility,,0,,,,,,,,,False,True
Flower of the Battlefield,,0,,,,,,,,,False,True
"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",随着您近期的丰功伟业，督掌北军的中尉前来宣誓效忠于您，他所指挥的整支精良军队也一同前来，加入您的麾下。,0,随着您近期的丰功伟业，督掌北军的中尉前来宣誓效忠于您，他所指挥的整支精良军队也一同前来，加入您的麾下。,,,,,,,,False,True
"For farmers, they are higher than the emperor.",对佃户来说，他们的地位比皇帝还高。,0,对佃户来说，他们的地位比皇帝还高。,,,,,,,,False,True
Foresight,,0,,,,,,,,,False,True
Forest Strider,森林适性,0,森林适性,,,,,,,,False,True
Form an air-tight defence.,,0,,,,,,,,,False,True
Fortitude / Trophy Cabinet,坚韧度 / 战利品宝库,0,坚韧度 / 战利品宝库,,,,,,,,False,True
Fortunately you have returned from the banquet without troubles.,,0,,,,,,,,,False,True
"Fortunately, nothing of note happened during the banquet.",幸运的是，宴会中没发生什么大事。,0,幸运的是，宴会中没发生什么大事。,,,,,,,,False,True
Fortune is with them.,正是鸿运当头之时。,0,正是鸿运当头之时。,,,,,,,,False,True
Frenzy,,0,,,,,,,,,False,True
From the Ashes,,0,,,,,,,,,False,True
Frontier Assault Cavalry,北疆突击骑兵,0,,北疆突击骑兵,北疆,,突击骑兵,Assault Cavalry,,,False,True
Frontier Lancer Cavalry,北疆戟骑兵,0,,北疆戟骑兵,北疆,,戟骑兵,Lancer Cavalry,,,False,True
Frontline Observation,,0,,,,,,,,,False,True
Gain military benefits at the expense of the relations with other factions.,获得军事增益，但也会恶化与其他势力的关系。 ,0,获得军事增益，但也会恶化与其他势力的关系。 ,,,,,,,,False,True
Gallants of the People,,0,,,,,,of the People,,,False,True
Gan Ning,,0,,,,,,,,,False,True
"Gan Ning moves ever faster, as fire spreads through the forest.",,0,,,,,,,,,False,True
Gao Gan's Armour,高干的护甲,0,高干的护甲,,,,,,,,False,True
Gao Shun,,0,,,,,,,,,False,True
Garrison Reinforcement,驻军补员,0,驻军补员,,,,,,,,False,True
Garrisoned armies will support and control administration in the local county.,,0,,,,,,,,,False,True
Garrisoned armies will support the administration of the local county.,驻防军队将会支持当地郡县的管理。,0,驻防军队将会支持当地郡县的管理。,,,,,,,,False,True
Gathering Volunteers,召集义勇,0,召集义勇,,,,,,,,False,True
Generations working the land will breed a kinship with it.,,0,,,,,,,,,False,True
Geographic Mastery,,0,,,,,,,,,False,True
Ghost of the woods,,0,,,,,,,,,False,True
Give a man a fish and you feed him for a day. Teach him to fish and you feed him for a lifetime.,,0,,,,,,,,,False,True
Glaive & Bow Infantry (Buqu),大刀步兵与弓兵（部曲）,0,,大刀步兵与弓兵（部曲）,部曲,大刀步兵与弓兵,,Glaive & Bow Infantry,,,False,True
Glaive & Bow Infantry (Elite),大刀步兵与弓兵（精锐）,0,,大刀步兵与弓兵（精锐）,精锐,大刀步兵与弓兵,,Glaive & Bow Infantry,,,False,True
Glaive & Bow Infantry (Militia),大刀步兵与弓兵（民兵）,0,,大刀步兵与弓兵（民兵）,民兵,大刀步兵与弓兵,,Glaive & Bow Infantry,,,False,True
Glaive & Bow Infantry (Royal Guard),,0,,,,,,,,,False,True
Glaive Infantry (Buqu),大刀步兵（部曲）,0,,大刀步兵（部曲）,部曲,大刀步兵,,Glaive Infantry,,,False,True
Glaive Infantry (Elite),大刀步兵（精锐）,0,,大刀步兵（精锐）,精锐,大刀步兵,,Glaive Infantry,,,False,True
Glaive Infantry (Militia),大刀步兵（民兵）,0,,大刀步兵（民兵）,民兵,大刀步兵,,Glaive Infantry,,,False,True
Glaive Infantry (Royal Guard),,0,,,,,,,,,False,True
God of War,,0,,,,,,,,,False,True
Gong Du,,0,,,,,,,,,False,True
Gongsun Zan,,0,,,,,,,,,False,True
Good against armour,,0,,,,,,,,,False,True
Good against shields,,0,,,,,,,,,False,True
Goshawk Cavalry,苍鹰突骑,0,苍鹰突骑,,,骑兵,骑兵,Cavalry,,,False,True
Governor,,0,,,,,,,,,False,True
"Great danger hides in the early mist of day. Phantoms that will maim their prey, or whose choking gass leaves them gasping for air.",,0,,,,,,,,,False,True
Grenade!,,0,,,,,,,,,False,True
Guan Yu,,0,,,,,,,,,False,True
Guanxibing Spearmen,关西矛兵,0,,关西矛兵,关西,,矛兵,Spearmen,,,False,True
Guanxibing Swordsmen,关西剑兵,0,,关西剑兵,关西,,剑兵,Swordsmen,,,False,True
Guardian,,0,,,,,,,,,False,True
Guardians of the Land,,0,,,,,,of the Land,,,False,True
Gunpowder,,0,,,,,,,,,False,True
Gunpowder Infantry (Buqu),火器步兵（部曲）,0,,火器步兵（部曲）,部曲,火器步兵,,Gunpowder Infantry,,,False,True
Gunpowder Infantry (Elite),火器步兵（精锐）,0,,火器步兵（精锐）,精锐,火器步兵,,Gunpowder Infantry,,,False,True
Gunpowder Infantry (Militia),火器步兵（民兵）,0,,火器步兵（民兵）,民兵,火器步兵,,Gunpowder Infantry,,,False,True
Gunpowder Infantry (Royal Guard),,0,,,,,,,,,False,True
Guo Jia,,0,,,,,,,,,False,True
Guo Si's Armour,郭汜的护甲,0,郭汜的护甲,,,,,,,,False,True
Hafted Weapon Cavalry (Buqu),持斧骑兵（部曲）,0,,持斧骑兵（部曲）,部曲,持斧骑兵,,Hafted Weapon Cavalry,,,False,True
Hafted Weapon Cavalry (Elite),持斧骑兵（精锐）,0,,持斧骑兵（精锐）,精锐,持斧骑兵,,Hafted Weapon Cavalry,,,False,True
Hafted Weapon Cavalry (Militia),持斧骑兵（民兵）,0,,持斧骑兵（民兵）,民兵,持斧骑兵,,Hafted Weapon Cavalry,,,False,True
Hafted Weapon Cavalry (Royal Guard),,0,,,,,,,,,False,True
Hafted Weapon Infantry (Buqu),持斧步兵（部曲）,0,,持斧步兵（部曲）,部曲,持斧步兵,,Hafted Weapon Infantry,,,False,True
Hafted Weapon Infantry (Captain),持斧步兵（伯长）,0,,持斧步兵（伯长）,伯长,持斧步兵,,Hafted Weapon Infantry,,,False,True
Hafted Weapon Infantry (Elite),持斧步兵（精锐）,0,,持斧步兵（精锐）,精锐,持斧步兵,,Hafted Weapon Infantry,,,False,True
Hafted Weapon Infantry (Militia),持斧步兵（民兵）,0,,持斧步兵（民兵）,民兵,持斧步兵,,Hafted Weapon Infantry,,,False,True
Hafted Weapon Infantry (Royal Guard),持斧步兵（禁卫）,0,,持斧步兵（禁卫）,禁卫,持斧步兵,,Hafted Weapon Infantry,,,False,True
