Key,Text,Tooltip,English,Override by key,Mapped by text,Vanilla,Exact,Eng-short,Source,Short Key,File
character_skills_localised_description_hv_skill_add_individuality_fire_bandit_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_bandit_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_bandit_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_bandit_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_bandit_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_bandit_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_bandit_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_bandit_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_bandit_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_bandit_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_fire_bandit_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_fire_bandit_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_bandit_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_bandit_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_bandit_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_bandit_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_bandit_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_bandit_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_bandit_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_bandit_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_bandit_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_bandit_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_wood_bandit_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_wood_bandit_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_bandit_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_bandit_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_bandit_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_bandit_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_bandit_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_bandit_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_bandit_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_bandit_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_bandit_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_bandit_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_water_bandit_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_water_bandit_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_bandit_agent_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_bandit_agent,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_bandit_envoy_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_bandit_envoy,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_bandit_general_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_bandit_general,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_bandit_governor_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_bandit_governor,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_bandit_minister_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_bandit_minister,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_metal_bandit_villager_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_metal_bandit_villager,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_emperor_xian_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_emperor_xian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_emperor_xian_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_emperor_xian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_emperor_xian_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_emperor_xian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yuan_generic_earth_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yuan_generic_earth,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yuan_generic_earth_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yuan_generic_earth,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yuan_generic_earth_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yuan_generic_earth,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_guan_xing_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_guan_xing,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_guan_xing_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_guan_xing,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_guan_xing_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_guan_xing,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_guan_yinping_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_guan_yinping,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_guan_yinping_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_guan_yinping,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_guan_yinping_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_guan_yinping,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhang_bao_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhang_bao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhang_bao_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhang_bao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhang_bao_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhang_bao,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_yu_jin_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_yu_jin,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_yu_jin_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_yu_jin,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_yu_jin_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_yu_jin,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_zhang_he_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_zhang_he,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_zhang_he_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_zhang_he,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_zhang_he_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_zhang_he,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_chunyu_qiong_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_chunyu_qiong,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_chunyu_qiong_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_chunyu_qiong,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_chunyu_qiong_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_chunyu_qiong,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_shen_pei_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_shen_pei,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_shen_pei_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_shen_pei,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_shen_pei_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_shen_pei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yu_jin_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yu_jin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yu_jin_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yu_jin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yu_jin_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yu_jin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhang_he_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhang_he,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhang_he_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhang_he,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhang_he_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhang_he,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_chunyu_qiong_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_chunyu_qiong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_chunyu_qiong_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_chunyu_qiong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_chunyu_qiong_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_chunyu_qiong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_shen_pei_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_shen_pei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_shen_pei_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_shen_pei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_shen_pei_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_shen_pei,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_lady_zhang_xingcai_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_lady_zhang_xingcai,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_lady_zhang_xingcai_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_lady_zhang_xingcai,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_lady_zhang_xingcai_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_lady_zhang_xingcai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_zhang_xingcai_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_zhang_xingcai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_zhang_xingcai_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_zhang_xingcai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_zhang_xingcai_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_zhang_xingcai,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_lady_zhen_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_lady_zhen,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_lady_zhen_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_lady_zhen,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_lady_zhen_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_lady_zhen,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_zhen_4A,超凡脫俗,False,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_zhen,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_zhen_4B,才華橫溢,False,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_zhen,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_zhen_4C,各行其道,False,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_zhen,hv_TEXT_skills_additional.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_hidden_snakes,解鎖單位：{{tr:hv_unit_hidden_snakes}},True,Unlocks unit: {{tr:hv_unit_hidden_snakes}},,解鎖單位：{{tr:hv_unit_hidden_snakes}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_hidden,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_rapid_tigers,解鎖單位：{{tr:hv_unit_rapid_tigers}},True,Unlocks unit: {{tr:hv_unit_rapid_tigers}},,解鎖單位：{{tr:hv_unit_rapid_tigers}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_rapid,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_enforcer_archers,解鎖單位：{{tr:hv_unit_xiliang_elite_enforcers}},True,Unlocks unit: {{tr:hv_unit_xiliang_elite_enforcers}},,解鎖單位：{{tr:hv_unit_xiliang_elite_enforcers}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_enforcer,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_enforcer_archer_cavalry,解鎖單位：{{tr:hv_unit_enforcer_archer_cavalry}},True,Unlocks unit: {{tr:hv_unit_enforcer_archer_cavalry}},,解鎖單位：{{tr:hv_unit_enforcer_archer_cavalry}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_enforcer_archer,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_militia_white_tiger_outlaws,解鎖單位：{{tr:hv_unit_militia_white_tiger_outlaws}},True,Unlocks unit: {{tr:hv_unit_militia_white_tiger_outlaws}},,解鎖單位：{{tr:hv_unit_militia_white_tiger_outlaws}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_militia_white_tiger,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_white_tiger_bandits,解鎖單位：{{tr:hv_unit_white_tiger_bandits}},True,Unlocks unit: {{tr:hv_unit_white_tiger_bandits}},,解鎖單位：{{tr:hv_unit_white_tiger_bandits}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_white_tiger,hv_TEXT_skills_additional.loc
effects_description_hv_effect_dummy_unlock_unit_white_tiger_warriors,解鎖單位：{{tr:hv_unit_white_tiger_warriors}},True,Unlocks unit: {{tr:hv_unit_white_tiger_warriors}},,解鎖單位：{{tr:hv_unit_white_tiger_warriors}},,,,Mapped by text,effects_description_hv_effect_dummy_unlock_unit_white_tiger,hv_TEXT_skills_additional.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_zhang_xun_4A_dlc07,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_zhang_xun_4A,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_ji_ling_4A_dlc07,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_ji_ling_4A,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_lady_lu_ji_4A_dlc07,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_lady_lu_ji_4A,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_yan_baihu_4A_dlc07,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_yan_baihu_4A,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_wang_lang_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_wang_lang,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_wang_lang_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_wang_lang,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_wang_lang_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_wang_lang,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_liu_yao_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_liu_yao,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_talent_liu_yao_4B,特性二,False,Second Characteristic,,特性二,,,,Mapped by text,character_skills_localised_name_hv_skill_add_talent_liu_yao,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_mastership_liu_yao_4C,特性三,False,Third Characteristic,,特性三,,,,Mapped by text,character_skills_localised_name_hv_skill_add_mastership_liu_yao,hv_TEXT_skills_additional.loc
character_skills_localised_name_hv_skill_add_individuality_lady_zhang_jinglan_4A,特性一,False,First Characteristic,,特性一,,,,Mapped by text,character_skills_localised_name_hv_skill_add_individuality_lady_zhang_jinglan,hv_TEXT_skills_additional.loc
