Text,Count,MappedByText,MappedByPattern,File
Replaces unit: {{tr:hv_unit_destroyer_of_traitors}} ({{tr:hv_unit_elite_2h_spear_cavalry}}),1,替換單位：{{tr:hv_unit_destroyer_of_traitors}}（{{tr:hv_unit_elite_2h_spear_cavalry}}）,,hv_TEXT_skills_additional.loc.tsv
Replaces unit: {{tr:hv_unit_handmaid_guard}},1,替換單位：{{tr:hv_unit_handmaid_guard}},,hv_TEXT_skills_additional.loc.tsv
Replaces unit: {{tr:hv_unit_swallow_cavalry}} ({{tr:hv_unit_bandits_2h_spear_cavalry}}),1,替換單位：{{tr:hv_unit_swallow_cavalry}}（{{tr:hv_unit_bandits_2h_spear_cavalry}}）,,hv_TEXT_skills_additional.loc.tsv
Resolve,2,,決心,z_dummy_hv_TEXT_non_deployable.loc.tsv
Resolve of the Righteous,2,,大義凜然,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Restore,5,,回復,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Resurrection,1,復起,,hv_TEXT_pooled_resource.loc.tsv
Resurrection: Ash,1,復起：灰燼,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Ember,1,復起：余焰,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Great Fire,1,復起：烈火,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Great Fire (Complelete),1,復起：烈火（已完成）,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Reignite,1,復起：復燃,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Wild Fire,1,復起：野火,,hv_TEXT_effects_pooled_resource.loc.tsv
Retreat Cover,3,,掩護撤退,hv_TEXT_unit_abilities.loc.tsv
"Revenge is the act of passion, vengeance is an act of justice. For Zhang Bao, both are one and the same.",2,,敵軍勢窮，怎可不乘勝追擊？,[03]__MTU_skills___Splash_attack.loc.tsv
"Revered for his allegiance to his Lord and his cause, Shen Pei shall never retreat as long as his Lord’s interests are threatened.",2,,,[03]__MTU_skills__Active_buff.loc.tsv
"Ride, ride to ruin and the world's ending!",1,,冲啊！ 冲啊！ 为了捍卫天下！勇往直前！,hv_TEXT_unit_abilities.loc.tsv
Righteous Vanguards,1,,,hv_TEXT_unit_text_replacements.loc.tsv
River Viper,1,,,[01]__MTU_generals__Wood_champion.loc.tsv
Roar of the Beast,1,,野獸咆哮,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rosin Flaming Shot,3,,松脂,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Rosin arrows,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Royal Blood,8,,皇室貴胄,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rumors about a monster,1,怪獸傳言,,hv_TEXT_events.loc.tsv
Rumors speak of a man in Yangan who can wrestle an ox,2,,有傳言說有一人可以徒手馴服一頭暴怒的公牛。,[03]__MTU_skills___Splash_attack.loc.tsv
Sacred Chants,3,,神詠,hv_TEXT_unit_abilities.loc.tsv
Sacrificial Matriarch,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
"Sacrificial Matriarch, Hou Jinting",1,,,[04]__MTU_events___Concubine.loc.tsv
Safe Haven,4,,回春,[03]__MTU_skills__Passive_buff.loc.tsv
Sagacious Seer,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
Sanjiang Poison Darts: for recruitment: %+n,1,,可招募三江毒鏢兵數：%+n,hv_TEXT_effects_unit_cap.loc.tsv
Scattered (0),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Scattered (1),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Scattered (2),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Scattered Qiang Community,1,,,hv_TEXT_building.loc.tsv
Scattered Shanyue Community,1,,,hv_TEXT_building.loc.tsv
Scattered Wuhuan Community,1,,,hv_TEXT_building.loc.tsv
Scattered Xiongnu Community,1,,,hv_TEXT_building.loc.tsv
Scattering Blows,2,,潰散攻擊,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Scholar Warriors,1,學霸勇士,,hv_TEXT_unit_text_replacements.loc.tsv
Scion,1,袁術之子,,hv_TEXT_ceo_career.loc.tsv
Scout of Taiyuan,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
Scribe,1,主簿,,z_dummy_hv_TEXT_non_deployable.loc.tsv
Second Chance,3,,餘燼復燃,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Second Characteristic,135,,特性二,hv_TEXT_skills_additional.loc.tsv
Second Marquis,1,,,hv_TEXT_etc.loc.tsv
Second Wind,3,,重振旗鼓,hv_TEXT_unit_abilities.loc.tsv
Secretary,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",1,選取之後將會打開朝廷權謀面板，統管獻帝於公元195年成年後開放使用的所有機制，代表著新任皇權所面臨的政治角力。,,ifo_text_TWEAK.loc.tsv
Sell Horses,1,賣馬,,hv_TEXT_pooled_resource.loc.tsv
Send Her Away,26,,,[04]__MTU_events___Concubine.loc.tsv
"Send The ""Gift""",1,送他一個空食盒,,[dummy]__MTU_dummy.loc.tsv
Send Wang Yun to them,1,交出王允,,[dummy]__MTU_dummy.loc.tsv
Send civil officials,1,派文官前去,,ifo_text_TWEAK.loc.tsv
Send military officers,1,派武官前去,,ifo_text_TWEAK.loc.tsv
Send your warriors into the thick of battle and watch as they fight even more fiercely.,3,,将你的勇士们送入战场，看着他们更加激烈的战斗。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Set your heart ablaze!,1,,將你的心點燃！,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Shadow of the Black Mountain,4,,黑影,[03]__MTU_skills__Active_buff.loc.tsv
Shanyue Javelineer,1,,山越擲鋋兵,hv_TEXT_unit_text_replacements.loc.tsv
Shanyue Tribal Herd,1,,,hv_TEXT_building.loc.tsv
Shanyue Tribal Town,1,,,hv_TEXT_building.loc.tsv
Shanyue Tribe,3,,,hv_TEXT_building.loc.tsv
Shanyue Warriors,1,,山越戰士,hv_TEXT_unit_text_replacements.loc.tsv
She never gave up in life - her art and her will were passed on from generation to generation.,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
She transforms the sound of her bow and movement of her troops into a violent and beautiful song and dance.,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
Shen Pei,3,,審配,hv_TEXT_cb_loadout.loc.tsv
Shen Pei's Armour,1,,審配的護甲,[02]__MTU_items__Armour.loc.tsv
Sheng Xie,1,,,[02]__MTU_items__Weapons.loc.tsv
Shi Xie,1,,,hv_TEXT_cb_loadout.loc.tsv
Shield Breaker,3,,利斧破盾,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Shield Wall (Mobile),3,,盾陣（可機動）,hv_TEXT_unit_abilities.loc.tsv
Shield Wall (Mobile) (Spear) - Danyang,3,,丹陽槍盾陣（可機動）,hv_TEXT_unit_abilities.loc.tsv
Shield Wall (Mobile) - Danyang,3,,丹陽盾陣（可機動）,hv_TEXT_unit_abilities.loc.tsv
Shoot and run.,1,,放一箭換一個地方。,hv_TEXT_unit_abilities.loc.tsv
Shoot some crossbow-bombs for reducing morale of hostile units.,1,,射出一些弩彈，用於降低敵軍士氣。,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
"Short Range, High Armour-Piercing Damage, Average Reload",12,近距，穿甲傷害高，射擊速率一般,,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
"Short Range, Low Armour-Piercing Damage, Fast Reload",6,近距，穿甲傷害低，射擊速率快,,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
"Short Range, Low Armour-Piercing Damage, Supress, Slow Reload",16,近距，穿甲傷害低，壓制，射擊速率慢,,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
"Short Range, Powerful Flame Damage, Average Reload",3,近距，火焰傷害強，射擊速率一般,,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Shot Heard Round the Empire,3,,,[04]__MTU_events__Common.loc.tsv
Shots from the White Horse Fellows give their enemies pause.,1,,「號‘白馬義從’，以實禁衛也。」,hv_TEXT_unit_abilities_hit_effects.loc.tsv
"Should this blow strike true, the battle is done. Should it not, then… it may still also be done.",2,,如果這一擊命中，戰鬥便會結束。如果沒有命中，那麼…戰鬥仍然可能結束。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Show of Force,1,,揚威挫銳,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Siege Attacker,1,攻城,,hv_TEXT_unit_ui_bullet.loc.tsv
Sight of the Dragon,1,,龍之慧眼,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Sima Yi,1,,,hv_TEXT_cb_loadout.loc.tsv
"Simple nut husks, once trodden upon, cause extreme pain and slow movement.",1,,就只是普通的果殼，但踩到可是會劇痛不已，使士兵不良於行。,hv_TEXT_unit_abilities.loc.tsv
Sinister Strike,5,,險惡一擊,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Sister Outlaws,4,,沆瀣,[03]__MTU_skills__Passive_buff.loc.tsv
"Skilled bowmen of Beihai, adept at defensive positions, igniting the battlefield with flames.",1,北海的熟練弓手，善於防守陣地，用火矢點燃戰場。,,hv_TEXT_unit_desc.loc.tsv
"Skilled javelineers immune to Nanman's terrain penalty, specializing in anti-cavalry and elephant tactics.",1,熟練的擲鋋兵，無視南蠻地形的懲罰，擅長反制騎兵與象兵。,,hv_TEXT_unit_desc.loc.tsv
"Skilled militia armed with polearms and bows, a flexible and effective unit for combat both close and from afar.",1,,,hv_TEXT_unit_desc.loc.tsv
"Skirmish, Chase",34,散兵，追擊,,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Skirmishing Shot,3,,游擊,hv_TEXT_unit_abilities.loc.tsv
"Slander! A rival warlord is spreading malicious rumours at the imperial court, causing Emperor Xian to doubt our loyalty to the Han.",1,誹謗！一個敵對的軍閥在朝廷散佈惡意的謠言，使獻帝懷疑我們對大漢的忠誠。,,ifo_text_TWEAK.loc.tsv
Slayer of Heroes,3,,豪傑剋星,hv_TEXT_unit_abilities.loc.tsv
Slingers (Buqu),2,,投石兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Slingers (Elite),2,,投石兵（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Slingers (Militia),2,,投石兵（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Small but clear.,1,小火雖微，而不可輕。,,hv_TEXT_effects_pooled_resource.loc.tsv
Smoke Screen,3,,煙幕,hv_TEXT_unit_abilities.loc.tsv
Smouldering Fury,1,,怒火中燒,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Sniped,3,,阻擊,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Sniper Position,3,,狙擊位置,hv_TEXT_unit_abilities.loc.tsv
"So terrifying is Zhang Bao’s booming howl, it has unhorsed enemy generals.",2,,,[03]__MTU_skills__Active_debuff.loc.tsv
Soaring General,1,,,[01]__MTU_generals__Wood_champion.loc.tsv
Social Turmoil,8,社會動盪,,hv_TEXT_events.loc.tsv
Sogd Lancer Cataphracts,1,,粟特長槍鐵甲騎兵,hv_TEXT_unit_text_replacements.loc.tsv
Sogd Warriors,1,,粟特戰士,hv_TEXT_unit_text_replacements.loc.tsv
Sogdian Merchants,1,粟特商人,,hv_TEXT_events.loc.tsv
Sogdian Officer,2,粟特士官,,hv_TEXT_effects_ceo.loc.tsv
Sogdians from the west has been spotted entering our borders. We will be able to purchase fine goods or hire Sogd mercenaries soon.,1,,,hv_TEXT_events.loc.tsv
Sogidan Merchants Approach,1,粟特商人來訪,,hv_TEXT_events.loc.tsv
Soldiers gather under the banner of this hero.,9,,军士聚于此英雄之旗下。,hv_TEXT_skills_skill_ability__historical.loc.tsv
Solidarity,3,,共濟,hv_TEXT_unit_abilities.loc.tsv
Some care not for their own personal safety and so work themselves into a whirlwind of destruction and mindless violence!,1,,及鋒而試，乘勝重擊。,hv_TEXT_unit_abilities.loc.tsv
Someone has to take the first step even if no one wants it.,3,,遭擾攘之時，值兵革之際。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Someone who stands out among the people.,205,,超凡脫俗,hv_TEXT_skills_additional.loc.tsv
"Sometimes it's not what you hit or how hard, but where.",2,,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Sometimes, just sometimes, power fails to corrupt, and instead leads to altruism and charity.",1,,,hv_TEXT_ceo_career.loc.tsv
Son of the Brawling Tiger,1,,,[01]__MTU_generals__Fire_vanguard.loc.tsv
Sound Advice,5,,勸諫,[03]__MTU_skills__Active_buff.loc.tsv
Southern Foreign Rangers,1,,南方外族游擊兵,hv_TEXT_unit_text_replacements.loc.tsv
Southern Foreign Shield Bearers,1,,南方外族持盾者,hv_TEXT_unit_text_replacements.loc.tsv
Southern Foreign Warriors,1,,南方外族戰士,hv_TEXT_unit_text_replacements.loc.tsv
Spear Cavalry (Buqu),6,,持槍騎兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Spear Cavalry (Elite),9,,持槍騎兵（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Spear Cavalry (Militia),6,,持槍騎兵（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Spear Infantry (Buqu),8,,持槍步兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Spear Infantry (Captain),1,,持槍步兵（校尉）,hv_TEXT_unit_ui_group_VM.loc.tsv
Spear Infantry (Elite),7,,持槍步兵（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Spear Infantry (Militia),7,,持槍步兵（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Spearhead,6,,破繭,[03]__MTU_skills__Passive_buff.loc.tsv
Special Treatment,1,,,[04]__MTU_events__Common.loc.tsv
Special treatment draws the ire of those around you.,1,,,[04]__MTU_events__Common.loc.tsv
Specially made crossbow bolts from Chen.,1,,陳國特製的弓弩，威力強大。,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Speed is the essence of war.,1,,兵貴神速。,hv_TEXT_unit_abilities.loc.tsv
Spice Guards,1,香料護衛,,hv_TEXT_unit_text_replacements.loc.tsv
Spiritualized Rage,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
Stability,1,,穩重如山,hv_TEXT_skills_basic.loc.tsv
Staff Infantry (Buqu),3,,持杖步兵（部曲）,hv_TEXT_unit_ui_group_t2.loc.tsv
Staff Infantry (Elite),3,,持杖步兵（精銳）,hv_TEXT_unit_ui_group_t3.loc.tsv
Staff Infantry (Militia),4,,持杖步兵（義勇）,hv_TEXT_unit_ui_group_t1.loc.tsv
Stalwart Defender,2,,步步為營,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Stalwart Shields,1,,,hv_TEXT_unit_text_replacements.loc.tsv
"Stalwart as the hills they were raised in, these Chu spearmen are an asset to any warlord.",1,,,hv_TEXT_unit_desc.loc.tsv
Starseeker,1,,,[02]__MTU_items__Weapons.loc.tsv
Static Infantry Formation,9,,,!hv_TEXT_system.loc.tsv
Stength of the Land,1,,大地之力,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Steppe horse archers are in high demand by many warlords. But sometimes they make a better profit by working for themselves.,1,很多軍閥都想要有草原騎射手。但與其為人效命，有時候不如自己單幹。,,hv_TEXT_unit_desc.loc.tsv
Stockpile Storage ,1,儲備站,,hv_TEXT_building.loc.tsv
Stone Bulwark,10,,堅若磐石,hv_TEXT_skills_skill_ability__historical.loc.tsv
"Stop the horse, pull the rider down, and kill without mercy.",1,,強強聯手，鼎力相助。,hv_TEXT_unit_abilities.loc.tsv
Stop! How dare you!,2,,詔令在此，不得抗命！,[03]__MTU_skills__Active_debuff.loc.tsv
Storytelling,7,,妙語,[03]__MTU_skills__Passive_buff.loc.tsv
Strategist,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
Stratocracy,1,軍政,,hv_TEXT_pooled_resource.loc.tsv
Stratocracy / Military Government,1,軍政 / 軍事政府,,hv_TEXT_frontend_features.loc.tsv
Stratocracy: Empowered,1,軍政：全權在握,,hv_TEXT_effects_pooled_resource.loc.tsv
Stratocracy: Great,1,軍政：卓有成效,,hv_TEXT_effects_pooled_resource.loc.tsv
Stratocracy: Insignificant,1,軍政：尚未實行,,hv_TEXT_effects_pooled_resource.loc.tsv
Stratocracy: Modest,1,軍政：初試鋒芒,,hv_TEXT_effects_pooled_resource.loc.tsv
Stratocracy: Substantial,1,軍政：不可小覷,,hv_TEXT_effects_pooled_resource.loc.tsv
Strength of Black Mountain,3,,黑山之力,hv_TEXT_unit_abilities.loc.tsv
Strength of the Land,3,,大地之力,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Striking Tide,3,,刀浪澎湃,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
"Strong of will, but without tact. Shen Pei charges into the fray without hesitation, pushing his men with him, willing to win by determination alone.",2,,獨擁殘兵守鄴城，審配慷慨壯烈。,[03]__MTU_skills__Passive_buff.loc.tsv
Stubborn,3,,頑固執拗,hv_TEXT_unit_abilities.loc.tsv
Stylism,1,,文學,z_dummy_hv_TEXT_non_deployable.loc.tsv
"Subtle Manipulator, Empress He",1,,,[04]__MTU_events___Concubine.loc.tsv
Successful Girl,4,,,[01]__MTU_generals__Water_strategist.loc.tsv
Successor of the War God,4,,箕裘,[03]__MTU_skills___Splash_attack.loc.tsv
Suffered Woman,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
Suicide bomb!,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Sun Ce,1,,,hv_TEXT_cb_loadout.loc.tsv
Sun Jian,1,,,hv_TEXT_cb_loadout.loc.tsv
Sun Quan,1,,,hv_TEXT_cb_loadout.loc.tsv
Sun Ren,1,,,hv_TEXT_cb_loadout.loc.tsv
"Sun Ren, born to a family of heroes and the daughter of legendary general Sun Jian, has joined your cause. Her prowess in martial combat is worthy of the name Sun. You meet the wildfire Lady Sun, flanked by a dozen of her personal handmaiden guard, in the courtyard. Her radiant beauty, strength, and intensity capture your imagination, giving thought to brighter days with Lady Sun as your concubine.",1,,,[04]__MTU_events___Concubine.loc.tsv
"Sun Tzu said that one should always give an enemy room to escape, so that they do not fight with the fervour of the doomed. Yet for Gao Shun's elite force, Xian Chen Ying, being entirely surrounded is nothing but another dimension to slaughter. \\n\\n Renowned for their abilitiy to smash through enemy formations, Xian Chen Ying excel even when surrounded. The bodies will pile high, but Xian Chen Ying will still emerge from the pile victorious.",1,,,hv_TEXT_unit_long_desc.loc.tsv
Sundering Strike,1,,開山劈石,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Supervise Construction,1,,,hv_TEXT_skills_additional.loc.tsv
Supply Management,2,,,hv_TEXT_building.loc.tsv
Support Wang Yun's Order,1,,,[04]__MTU_events___Cai_family.loc.tsv
Support them,1,支持他們,,hv_TEXT_events.loc.tsv
Suppressive Fire,4,,冷箭,[03]__MTU_skills___Projectile.loc.tsv
Surplus Markets,1,,,hv_TEXT_skills_additional.loc.tsv
Survival Instinct ,1,生存本能,,hv_TEXT_region_army.loc.tsv
Swallow,4,,燕翔,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Sweeping Arc,5,,橫掃千軍,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Swift Fingers,2,,十指靈巧,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Swift Steps,2,,靈動步伐,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Sword Cavalry (Buqu),8,,持劍騎兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Sword Cavalry (Captain),1,,持劍騎兵（校尉）,hv_TEXT_unit_ui_group_VM.loc.tsv
Sword Cavalry (Elite),9,,持劍騎兵（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Sword Cavalry (Militia),8,,持劍騎兵（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Sword Infantry (Buqu),8,,持劍步兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Sword Infantry (Captain),1,,持劍步兵（校尉）,hv_TEXT_unit_ui_group_VM.loc.tsv
Sword Infantry (Elite),8,,持劍步兵（精銳）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Sword Infantry (Militia),7,,持劍步兵（義勇）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Tactical Advance,3,,,hv_TEXT_unit_abilities.loc.tsv
Tactician's Design,1,,,[02]__MTU_items__Accessory.loc.tsv
Taishan Batters,1,泰山連擊兵,,hv_TEXT_unit_text_replacements.loc.tsv
Taishan Phantoms,1,泰山魅影兵,,hv_TEXT_unit_text_replacements.loc.tsv
Taishan Poison Wind Archers,1,泰山毒風弓兵,,hv_TEXT_unit_text_replacements.loc.tsv
Taishi Ci,1,,,hv_TEXT_cb_loadout.loc.tsv
Take her,2,予以接納,,hv_TEXT_events.loc.tsv
Take out their archers. I'll meet you in the middle.,1,,解決掉他們的弓手，我們到中間會合。,hv_TEXT_unit_abilities.loc.tsv
Tantrum,5,,痛斥,[03]__MTU_skills__Active_buff.loc.tsv
Tao Qian,1,,,hv_TEXT_cb_loadout.loc.tsv
Targeted Strikes,4,,精準打擊,hv_TEXT_skills_skill_ability__historical.loc.tsv
Taunt enemy,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Tempered,3,,抖擻,hv_TEXT_unit_abilities.loc.tsv
Tempered Deflection,2,,鍛甲禦矢,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Tempest’s Roar,4,,,[03]__MTU_skills___Splash_attack.loc.tsv
Tenacity of Steel,8,,堅韌如鋼,hv_TEXT_skills_skill_ability__historical.loc.tsv
"Tensions have risen too high and war has been declared between Yuan Shu and Liu Bei. Lü Bu, being opposed to this war for one reason or another, invites the enemy generals to a feast at his camp. Lü Bu tells them he believes their war is not truly Heaven’s will and suggests they test it. If he can hit his halberd’s plume from one hundred fifty paces with an arrow, peace must be made. Keen to stay in Lü Bu’s good graces, both sides agree. To the onlookers’ amazement, Lü Bu’s arrow slices the plume free! The Warrior Without Equal, indeed!",1,,,[04]__MTU_events__Common.loc.tsv
"Thanks to your patronage of scholars and men of talent, your officers have made progress on the path to enlightenment.",1,由於您對學者和人才的贊助，您的官員在修爲的道路上取得了進步。,,hv_TEXT_events.loc.tsv
"The 36 Strategems, realised.",1,,,[02]__MTU_items__Accessory.loc.tsv
The Armies of the North,5,,北軍,hv_TEXT_unit_abilities.loc.tsv
The Armies of the West ,7,,西涼軍,hv_TEXT_unit_abilities.loc.tsv
"The Bandit Queen named Zheng Jiang joined your forces. A Taiyuan woman, infamous for her ferocity and skill, she carried a pair of well-crafted axes called the “Red Sisters”. Your welcome, a banquet with much wine, soon turned to sport as the Bandit Queen desired combat. Her martial display ended with two of your defeated bodyguards and much excitement. Perhaps, gold and glory would be ample trade to make her unending skill and free spirit yours.",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Bandit Queen, Zheng Jiang",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Beautiful Beast, Lü Ji",1,,,[04]__MTU_events___Concubine.loc.tsv
The Black Mountain bandits are scattered. ,1,黑山匪徒已作鳥獸散。,,hv_TEXT_effects_pooled_resource.loc.tsv
The Black Mountain bandits make their advance.,1,,黑山匪徒開始進軍。,hv_TEXT_unit_abilities.loc.tsv
The Black Mountain bandits make their move.,1,,黑山匪徒開始出動。,hv_TEXT_unit_abilities.loc.tsv
The Black Mountain bandits make their stand.,1,,黑山匪徒擺開陣勢。,hv_TEXT_unit_abilities.loc.tsv
"The Black Mountain bandits share a special bond. Together, their boldness knows no bounds.",1,,黑山盜匪們有非常深的兄弟情誼。當他們聚在一起時，勇氣倍增。,hv_TEXT_unit_abilities.loc.tsv
The Black Mountain bandits unleash their fury.,1,,黑山匪徒怒不可遏。,hv_TEXT_unit_abilities.loc.tsv
"The Blue Blade, capable of cutting through enemies and their weapons alike, saved Liu Bei’s baby son with Zilong’s expert wielding.",1,,,[02]__MTU_items__Weapons.loc.tsv
"The Brilliant Rogue, Lu Zheng",1,,,[04]__MTU_events___Concubine.loc.tsv
The Cataclysm,1,朝政混亂,,[dummy]__MTU_dummy.loc.tsv
"The Deadly Beauty, Diaochan",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Delicate Flower, Lady Feng",1,,,[04]__MTU_events___Concubine.loc.tsv
The Dragon's Gaze,1,,蛟龍怒目,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"The Elder Qiao of the Han Dynasty has two daughters, both of them fames for their beauty and artistic talents. The two daughters, Da Qiao and Xiao Qiao, will move to serve Sun Ce and Zhou Yu.\\n\\n“I deeply admir your prestige. I offer my daughters for marriage.”",1,,,[04]__MTU_events__Common.loc.tsv
The Falcon’s arrows soar through the sky much like the bird of prey it’s named after.,1,,,[02]__MTU_items__Bow.loc.tsv
The Force will be with you... always.,1,,老天保佑！,hv_TEXT_unit_abilities.loc.tsv
"The Formidable Warrior, Ma Yunlu",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Free-Spirited Heroine, Lady Trieu",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Fury of Beihai Assaults are Wu Anguo's answer to the need for shock troops capable of breaking enemy lines. Armed with massive two-handed maces and protected by superior armor, these warriors are few but fearsome, capable of delivering bone-crushing blows to their adversaries. Their presence on the battlefield is a signal of Kong Rong's commitment to maintaining a versatile and powerful military force, ready to unleash devastating assaults on those who threaten Beihai's peace and stability.",1,北海之怒衝鋒兵乃武安國所屬奇襲部隊，其任務是衝破敵人防線。手持龐大的雙手鐵錘，身披優質鎧甲，雖人數稀少，但威猛可畏，能對敵人造成毀滅性的打擊。他們在戰場上代表著孔融維護一支強大軍力的決心，隨時準備對那些威脅北海和平與穩定的敵人發動毀滅性的衝擊。,,hv_TEXT_unit_long_desc.loc.tsv
"The Fury of Beihai Marksmen stand as Beihai's bulwark, combining heavy armor with the precision of the crossbow to dominate the field. These elite units are not only equipped to withstand enemy blows but are also masters of the crossbow, allowing them to lay down a punishing barrage from a distance. Their skill in coordinating attacks with Beihai's other marksmen units maximizes the effectiveness of the province's ranged capabilities, making them essential in both offense and defense.",1,北海之怒射手乃北海之犄角，身披重甲，以精準的弩弓立於戰場之巔。這些精銳部隊不僅能夠抵擋敵軍攻擊，還能精通弩弓之術，從遠處發動猛烈的弩箭攻擊。他們善於與北海其他射聲部隊協調攻擊，最大限度地發揮此地的遠程作戰能力，在攻防兩方面都是至關重要。,,hv_TEXT_unit_long_desc.loc.tsv
The Glory of the Han shall endure while these men have the strength to wield their halberds.,1,只要這些人有力量揮舞他們的戰戟，漢室的榮耀就將延續。,,hv_TEXT_unit_desc.loc.tsv
The Han must be restored. These men shall follow their righteous general to the death to see it done.,1,漢室必須復興。這些人將誓死跟隨他們通曉大義的將軍。,,hv_TEXT_unit_desc.loc.tsv
"The House Servant Archers represent the utilitarian backbone of defense for the noble estates of Jing Province. Their proficiency with the bow is matched by their intimate knowledge of the land they patrol, allowing them to use the terrain to their advantage in warding off threats. These archers are valued not for martial prestige but for their logistical ease and strategic placement, making them an efficient choice for maintaining the security of their masters' territories. Their ability to operate effectively with minimal supply demands underscores their role as indispensable defenders, proficient in leveraging their understanding of local geography for optimal protection.",1,家僕弓兵是荊州士族莊園防禦的支柱。他們對弓箭的精通與對土地的熟悉相輔相成，這使他們能夠利用地形優勢來擊退威脅。這些箭手並非以武藝而被重視，而是因其便於部署，補給簡單，所以是維護領地安全的高效選擇。他們只需很少補給即可有效運作，並且善於利用當地地形保護，是不可或缺的防禦力量。,,hv_TEXT_unit_long_desc.loc.tsv
