,Short Key,Key,Text,Tooltip,File
2620,,unit_ability_types_onscreen_name_hv_ability_knowledge_of_the_mind,Active Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2621,,unit_ability_types_onscreen_name_hv_ability_knowledge_of_the_spirit,Active Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2622,,unit_ability_types_onscreen_name_hv_ability_one_with_heaven,Active Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2623,,unit_ability_types_onscreen_name_hv_ability_one_with_the_land,Active Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2624,,unit_ability_types_onscreen_name_hv_ability_one_with_the_people,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2625,,unit_ability_types_onscreen_name_hv_ability_preach,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2626,,unit_ability_types_onscreen_name_hv_ability_strength_of_the_land,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2627,#VALUE!,,,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2628,,unit_abilities_tooltip_text_3k_main_ability_distant_courage,This general directs and empowers his forces from a… safer distance.,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2629,,unit_abilities_tooltip_text_3k_dlc04_show_of_force,Shoot some crossbow-bombs for reducing morale of hostile units.,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2630,,unit_abilities_tooltip_text_3k_main_ability_heart_seeker,"With a single shot, The shooter brings death.",True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2631,,unit_abilities_tooltip_text_3k_main_ability_stalwart_defender,"Born to hold the line, This warrior shrugs off attacks as if they were nothing!",True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2632,,unit_abilities_tooltip_text_3k_main_ability_quickfire,"This shooter fires and fires, faster and faster, never relenting.",True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2633,,unit_abilities_tooltip_text_3k_main_ability_fleet_footed,This hero believes you can only kill that which you can catch.,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2634,#VALUE!,,,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2635,,unit_ability_types_onscreen_name_3k_main_ability_reign_of_terror,Active Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2636,,unit_ability_types_onscreen_name_3k_main_ability_tempered_deflection,Passive Debuff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2637,#VALUE!,,,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2638,,unit_abilities_tooltip_text_3k_main_ability_imperious_presence,Cao Cao's presence unnerves the enemy general!,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2639,,character_skills_localised_description_3k_main_skill_special_ability_earth_imperious_presence,Cao Cao's presence unnerves the enemy general!,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2640,#VALUE!,,,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2641,,unit_ability_types_onscreen_name_3k_main_ability_fleet_footed,Active Buff,False,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2642,,unit_abilities_onscreen_name_hv_ability_whitewater,Whitewater,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2643,,unit_abilities_tooltip_text_hv_ability_whitewater,Is heaven helping him?,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2644,,special_ability_phases_onscreen_name_hv_ability_whitewater,Whitewater,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2645,,unit_ability_types_localised_description_hv_ability_whitewater,Whitewater,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2646,,unit_ability_types_onscreen_name_hv_ability_whitewater,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2647,,unit_abilities_onscreen_name_hv_ability_flame_breathing,Flame Breathing,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2648,,unit_abilities_tooltip_text_hv_ability_flame_breathing,Set your heart ablaze!,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2649,,special_ability_phases_onscreen_name_hv_ability_flame_breathing,Flame Breathing,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2650,,unit_ability_types_localised_description_hv_ability_flame_breathing,Flame Breathing,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2651,,unit_ability_types_onscreen_name_hv_ability_flame_breathing,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2652,,unit_abilities_onscreen_name_hv_ability_striking_tide,Striking Tide,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2653,,unit_abilities_tooltip_text_hv_ability_striking_tide,The wave of the blade push the enemy away.,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2654,,special_ability_phases_onscreen_name_hv_ability_striking_tide,Striking Tide,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2655,,unit_ability_types_localised_description_hv_ability_striking_tide,Striking Tide,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2656,,unit_ability_types_onscreen_name_hv_ability_striking_tide,Melee Attack,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2657,,unit_abilities_onscreen_name_hv_ability_second_chance,Second Chance,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2658,,unit_abilities_tooltip_text_hv_ability_second_chance,Not all of us get a second chance.,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2659,,special_ability_phases_onscreen_name_hv_ability_second_chance,Second Chance,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2660,,unit_ability_types_localised_description_hv_ability_second_chance,Second Chance,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2661,,unit_ability_types_onscreen_name_hv_ability_second_chance,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
2662,,character_skills_localised_description_hv_skill_ability_wu_brave,Poets will sing about today.,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2663,,character_skills_localised_name_hv_skill_ability_wu_brave,Courage of Eastern Wu,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2664,,effects_description_hv_effect_unlock_wu_brave,Ability: Courage of Eastern Wu,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2665,,special_ability_phases_onscreen_name_hv_ability_wu_brave,Courage of Eastern Wu,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2666,,unit_abilities_onscreen_name_hv_ability_wu_brave,Courage of Eastern Wu,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2667,,unit_abilities_tooltip_text_hv_ability_wu_brave,Poets will sing about today.,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2668,,unit_ability_types_localised_description_hv_ability_wu_brave,Courage of Eastern Wu,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2669,,unit_ability_types_onscreen_name_hv_ability_wu_brave,Passive Buff,True,text/_hvo/hv_TEXT_skills_skill_ability_wu_brave.loc
2670,,effects_description_hv_effect_unlock_flower_of_battlefield,Ability: Flower of the Battlefield,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2671,,effects_description_hv_effect_unlock_imperious_presence,Ability: Imperious_presence,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2672,,effects_description_hv_effect_unlock_inspiring_words,Ability: Inspiring Words,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2673,,effects_description_hv_effect_unlock_royal_blood,Ability: Royal Blood,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2674,,effects_description_hv_effect_unlock_distant_courage,Ability: Distant Courage,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2675,,effects_description_hv_effect_unlock_order_of_tyrant,Ability: Mettlesome Advance,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2676,,effects_description_hv_effect_unlock_cruel_lord,Ability: Cruel Command,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2677,,effects_description_hv_effect_unlock_defence_mastery,Ability: Mountains,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2678,,effects_description_hv_effect_unlock_show_of_force,Ability: Show of Force,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2679,,effects_description_hv_effect_unlock_nature_s_ally,Ability: Nature's Ally,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2680,,effects_description_hv_effect_unlock_the_weight_on_the_shoulders,Ability: The weight on the shoulders,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2681,,effects_description_hv_effect_unlock_stone_bulwark,Ability: Stone Bulwark,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2682,,effects_description_hv_effect_unlock_unyielding_earth,Ability: Unyielding Earth,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2683,,effects_description_hv_effect_unlock_storm_of_swords,Ability: A Storm of Swords,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2684,,effects_description_hv_effect_unlock_mark_target,Ability: Mark Target,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2685,,effects_description_hv_effect_unlock_flames_of_the_phoenix,Ability: Flames of the Phoenix,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2686,,effects_description_hv_effect_unlock_brawl,Ability: Brawl,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2687,,effects_description_hv_effect_unlock_mortal_strike,Ability: Mortal Strike,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2688,,effects_description_hv_effect_unlock_impetuous_charge,Ability: Impetuous Charge,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2689,,effects_description_hv_effect_unlock_fleet_footed,Ability: Fleet-footed,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2690,,effects_description_hv_effect_unlock_of_the_righteous,Ability: Resolve of the Righteous,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2691,,effects_description_hv_effect_unlock_assemble,Ability: Assemble,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2692,,effects_description_hv_effect_unlock_exemplar,Ability: Exemplar,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2693,,effects_description_hv_effect_unlock_calm_down,Ability: Make Calm Down,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2694,,effects_description_hv_effect_unlock_heavenly_grace,Ability: Heavenly Grace,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2695,,effects_description_hv_effect_unlock_wisdom_of_the_river,Ability: Wisdom of the River,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2696,,effects_description_hv_effect_unlock_wisdom_of_the_waterfall,Ability: Wisdom of the Waterfall,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2697,,effects_description_hv_effect_unlock_fire_control,Ability: Fire Control,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2698,,effects_description_hv_effect_unlock_restore,Ability: Restore,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2699,,effects_description_hv_effect_unlock_anti_cavalry,Ability: Anti-Cavalry Tactics,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2700,,effects_description_hv_effect_unlock_inspection,Ability: Frontline Observation,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2701,,effects_description_hv_effect_unlock_blazing_roar,Ability: Blazing Roar,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2702,,effects_description_hv_effect_unlock_rage_of_lu_bu,Ability: Rage of Lü Bu,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2703,,effects_description_hv_effect_unlock_smouldering_fury,Ability: Smouldering Fury,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2704,,effects_description_hv_effect_unlock_blood_fury,Ability: Bloody Fury,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2705,,effects_description_hv_effect_unlock_the_dragon_s_gaze,Ability: The Dragon's Gaze,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2706,,effects_description_hv_effect_unlock_reign_of_terror,Ability: Reign of Terror,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2707,,effects_description_hv_effect_unlock_dong_command,Ability: Dong Zhuo's Command,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2708,,effects_description_hv_effect_unlock_blade_breaker,Ability: Blade Breaker,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2709,,effects_description_hv_effect_unlock_devastating_roar,Ability: Devastating Roar,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2710,,effects_description_hv_effect_unlock_roar_of_the_beast,Ability: Roar of the Beast,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2711,,effects_description_hv_effect_unlock_heart_seeker,Ability: Heart Seeker,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2712,,effects_description_hv_effect_unlock_sundering_strike,Ability: Sundering Strike,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2713,,effects_description_hv_effect_unlock_internal_blaze,Ability: Internal Blaze,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2714,,effects_description_hv_effect_unlock_blazing_saddles,Ability: Blazing Saddles,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2715,,effects_description_hv_effect_unlock_wildfire,Ability: Wildfire Raider,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2716,,effects_description_hv_effect_unlock_burning,Ability: Burning Soul,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2717,,effects_description_hv_effect_unlock_aggressive_anger,Ability: Brute Power,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2718,,effects_description_hv_effect_unlock_scattering_blows,Ability: Scattering Blows,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2719,,effects_description_hv_effect_unlock_undying_vow,Ability: Undying Vow,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2720,,effects_description_hv_effect_unlock_binding_fury,Ability: Binding Fury,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2721,,effects_description_hv_effect_unlock_hamstring,Ability: Hamstring,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2722,,effects_description_hv_effect_unlock_indomitable_warrior,Ability: Indomitable Warrior,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2723,,effects_description_hv_effect_unlock_into_the_breach,Ability: Into the Breach,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2724,,effects_description_hv_effect_unlock_reckless_strike,Ability: Reckless Strike,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2725,,effects_description_hv_effect_unlock_overwhelm,Ability: Overwhelmming,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2726,,effects_description_hv_effect_unlock_inward_focus,Ability: Inward Focus,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2727,,effects_description_hv_effect_unlock_adamant_resolve,Ability: Adamant Resolve,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2728,,effects_description_hv_effect_unlock_elemental_vigour,Ability: Elemental Vigour,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2729,,effects_description_hv_effect_unlock_quickfire,Ability: Quickfire,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2730,,effects_description_hv_effect_unlock_hail_of_arrows,Ability: Hail of Arrows,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2731,,effects_description_hv_effect_unlock_warning_shot,Ability: Warning Shot,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2732,,effects_description_hv_effect_unlock_ghost_of_forest,Ability: Ghost of the woods,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2733,,effects_description_hv_effect_unlock_swift_fingers,Ability: Swift Fingers,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2734,,effects_description_hv_effect_unlock_tenacity_of_steel,Ability: Tenacity of Steel,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2735,,effects_description_hv_effect_unlock_tempered_deflection,Ability: Tempered Deflection,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2736,,effects_description_hv_effect_unlock_blade_mastery,Ability: Blade Mastery,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2737,,effects_description_hv_effect_unlock_swift_steps,Ability: Swift Steps,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2738,,effects_description_hv_effect_unlock_hamper,Ability: Disturb,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2739,,effects_description_hv_effect_unlock_stalwart_defender,Ability: Stalwart Defender,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2740,,effects_description_hv_effect_unlock_bleed,Ability: Sinister Strike,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2741,,effects_description_hv_effect_unlock_tiger,Ability: White Tiger,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2742,,effects_description_hv_effect_unlock_foresight,Ability: Foresight,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2743,,effects_description_hv_effect_unlock_kingmaker,Ability: Kingmaker,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2744,,effects_description_hv_effect_unlock_whitewater,Ability: Whitewater,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2745,,effects_description_hv_effect_unlock_sight_of_the_dragon,Ability: Sight of the Dragon,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2746,,effects_description_hv_effect_unlock_way_of_the_wind,Ability: Way of the Wind,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2747,,effects_description_hv_effect_unlock_from_the_ashes,Ability: From the Ashes,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2748,,effects_description_hv_effect_unlock_zhou_the_youth,Ability: Zhou the Youth,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2749,,effects_description_hv_effect_unlock_veil_of_darkness,Ability: Veil of Darkness,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2750,,effects_description_hv_effect_unlock_oil_bomb,Ability: Oil Pot,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2751,,effects_description_hv_effect_unlock_analyse_weakness,Ability: Analyse Weakness,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2752,,effects_description_hv_effect_unlock_turning_the_tide,Ability: Turning the Tide,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2753,,effects_description_hv_effect_unlock_wolf,Ability: Wolf,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2754,,effects_description_hv_effect_unlock_hero_poisonwind_shot,Ability: Poison-wind,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2755,,effects_description_hv_effect_unlock_poisioned_blade,Ability: Poisoned Blade,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2756,,effects_description_hv_effect_unlock_god_of_war,Ability: God of War,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2757,,effects_description_hv_effect_unlock_unstoppable,Ability: Unstoppable,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2758,,effects_description_hv_effect_unlock_condemned_howl,Ability: Condemned Howl,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2759,,effects_description_hv_effect_unlock_crash,Ability: Earth-shattering Strike,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2760,,effects_description_hv_effect_unlock_cry_of_the_forest,Ability: Cry of the Forest,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2761,,effects_description_hv_effect_unlock_vengeance,Ability: Vengeance,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2762,,effects_description_hv_effect_unlock_sparrow,Ability: Swallow,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2763,,effects_description_hv_effect_unlock_inner_vitality,Ability: Inner Vitality,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2764,,effects_description_hv_effect_unlock_eviscerate,Ability: Eviscerate,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2765,,effects_description_hv_effect_unlock_forest_strider,Ability: Forest Strider,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2766,,effects_description_hv_effect_unlock_commanding_shout,Ability: Commanding Shout,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2767,,effects_description_hv_effect_unlock_condemn,Ability: Condemn,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2768,,effects_description_hv_effect_unlock_desperate_cry,Ability: Desperate Cry,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2769,,effects_description_hv_effect_unlock_disorientate,Ability: Disorientate,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2770,,effects_description_hv_effect_unlock_favourable_skies,Ability: Favourable Skies,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2771,,effects_description_hv_effect_unlock_inner_fire,Ability: Inner Fire,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2772,,effects_description_hv_effect_unlock_judgement,Ability: Judgement,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2773,,effects_description_hv_effect_unlock_knowledge_of_the_body,Ability: Knowledge of the Body,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2774,,effects_description_hv_effect_unlock_knowledge_of_the_mind,Ability: Knowledge of the Mind,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2775,,effects_description_hv_effect_unlock_knowledge_of_the_spirit,Ability: Knowledge of the Spirit,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2776,,effects_description_hv_effect_unlock_one_with_heaven,Ability: One with Heaven,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2777,,effects_description_hv_effect_unlock_one_with_the_land,Ability: One with the Land,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2778,,effects_description_hv_effect_unlock_one_with_the_people,Ability: One with the People,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2779,,effects_description_hv_effect_unlock_preach,Ability: Preach,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2780,,effects_description_hv_effect_unlock_strength_of_the_land,Ability: Stength of the Land,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2781,,effects_description_hv_effect_unlock_flame_breathing,Ability: Flame Breathing,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2782,,effects_description_hv_effect_unlock_striking_tide,Ability: Striking Tide,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2783,,effects_description_hv_effect_unlock_second_chance,Ability: Second Chance,True,text/_hvo/hv_TEXT_skills_skill_enable_effect.loc
2784,,----skill name----,,False,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2785,,character_skills_localised_name_hv_skill_ability_flower_of_battlefield_authority,Flower of the Battlefield,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2786,,character_skills_localised_name_hv_skill_ability_imperious_presence_authority,imperious_presence,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2787,,character_skills_localised_name_hv_skill_ability_inspiring_words_authority,Inspiring Words,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2788,,character_skills_localised_name_hv_skill_ability_royal_blood_authority,Royal Blood,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2789,,character_skills_localised_name_hv_skill_ability_distant_courage_authority,Distant Courage,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2790,,character_skills_localised_name_hv_skill_ability_order_of_tyrant_authority,Mettlesome Advance,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2791,,character_skills_localised_name_hv_skill_ability_cruel_lord_authority,Cruel Command,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2792,,character_skills_localised_name_hv_skill_ability_defence_mastery_authority,Mountains,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2793,,character_skills_localised_name_hv_skill_ability_show_of_force_authority,Show of Force,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2794,,character_skills_localised_name_hv_skill_ability_nature_s_ally_authority,Nature's Ally,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2795,,character_skills_localised_name_hv_skill_ability_the_weight_on_the_shoulders_authority,The weight on the shoulders,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2796,,character_skills_localised_name_hv_skill_ability_stone_bulwark_authority,Stone Bulwark,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2797,,character_skills_localised_name_hv_skill_ability_unyielding_earth_authority,Unyielding Earth,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2798,,character_skills_localised_name_hv_skill_ability_storm_of_swords_authority,A Storm of Swords,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2799,,character_skills_localised_name_hv_skill_ability_mark_target_authority,Mark Target,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2800,,character_skills_localised_name_hv_skill_ability_flames_of_the_phoenix_authority,Flames of the Phoenix,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2801,,character_skills_localised_name_hv_skill_ability_fire_bomb_authority,Fire Bomb,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2802,,character_skills_localised_name_hv_skill_ability_brawl_authority,Brawl,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2803,,character_skills_localised_name_hv_skill_ability_mortal_strike_authority,Mortal Strike,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2804,,character_skills_localised_name_hv_skill_ability_impetuous_charge_authority,Impetuous Charge,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2805,,character_skills_localised_name_hv_skill_ability_fleet_footed_authority,Fleet-footed,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2806,,character_skills_localised_name_hv_skill_ability_resolve_of_the_righteous_authority,Resolve of the Righteous,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2807,,character_skills_localised_name_hv_skill_ability_assemble_authority,Assemble,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2808,,character_skills_localised_name_hv_skill_ability_exemplar_authority,Exemplar,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2809,,character_skills_localised_name_hv_skill_ability_calm_down_authority,Make Calm Down,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2810,,character_skills_localised_name_hv_skill_ability_heavenly_grace_authority,Heavenly Grace,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2811,,character_skills_localised_name_hv_skill_ability_wisdom_of_the_river_authority,Wisdom of the River,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2812,,character_skills_localised_name_hv_skill_ability_wisdom_of_the_waterfall_authority,Wisdom of the Waterfall,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2813,,character_skills_localised_name_hv_skill_ability_fire_control_authority,Fire Control,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
2814,,character_skills_localised_name_hv_skill_ability_restore_authority,Restore,True,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
