Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw
incidents_localised_title_hv_northern_army_unlocked_liu_chong,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_liu_chong_last,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_liu_chong_mid,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_yuan_shao_last,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_yuan_shao_mid,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_yuan_shu,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_yuan_shu_ai,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_yuan_shu_last,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_hv_northern_army_unlocked_yuan_shu_mid,The Northern Army,北军,Vanilla,北军,北军,北军归顺,True,True,北軍,Vanilla,北軍,北軍,北軍歸順
incidents_localised_title_mtu_two_qiao_marry_incident_npc,The Two Qiaos,二乔,Vanilla,二乔,,江东二乔,True,True,二喬,Vanilla,二喬,,江東二喬
land_units_onscreen_name_3k_mtu_hero_water_lady_zou_yuan,Lady Cai,蔡氏,MappedByPattern,,,邹氏,True,True,蔡氏,MappedByPattern,,,鄒氏
missions_localised_description_hv_mission_northern_cao_cao_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。,MappedByText,,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,True,True,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,MappedByText,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,興師十萬，日費千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。 
missions_localised_description_hv_mission_northern_dong_zhuo_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。,MappedByText,,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,True,True,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,MappedByText,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,興師十萬，日費千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。 
missions_localised_description_hv_mission_northern_gongsun_zan_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。,MappedByText,,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,True,True,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,MappedByText,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,興師十萬，日費千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。 
missions_localised_description_hv_mission_northern_liu_chong_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。,MappedByText,,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,True,True,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,MappedByText,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,興師十萬，日費千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。 
missions_localised_description_hv_mission_northern_yuan_shao_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。,MappedByText,,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,True,True,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,MappedByText,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,興師十萬，日費千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。 
missions_localised_description_hv_mission_northern_yuan_shu_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。,MappedByText,,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,兴师十万，日费千金。国用不足则不能平乱。掌控举国之财，而后昭示天下。 ,True,True,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,MappedByText,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,興師十萬，日費千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。 
missions_localised_title_hv_mission_northern_cao_cao_01,Military Talent,军事才能,MappedByText,,军事才能,奋武扬威,True,True,軍事才能,MappedByText,,軍事才能,奮武揚威
missions_localised_title_hv_mission_northern_dong_zhuo_01,Military Talent,军事才能,MappedByText,,军事才能,奋武扬威,True,True,軍事才能,MappedByText,,軍事才能,奮武揚威
missions_localised_title_hv_mission_northern_gongsun_zan_01,Military Talent,军事才能,MappedByText,,军事才能,奋武扬威,True,True,軍事才能,MappedByText,,軍事才能,奮武揚威
missions_localised_title_hv_mission_northern_liu_chong_01,Military Talent,军事才能,MappedByText,,军事才能,奋武扬威,True,True,軍事才能,MappedByText,,軍事才能,奮武揚威
missions_localised_title_hv_mission_northern_yuan_shao_01,Military Talent,军事才能,MappedByText,,军事才能,奋武扬威,True,True,軍事才能,MappedByText,,軍事才能,奮武揚威
missions_localised_title_hv_mission_northern_yuan_shu_01,Military Talent,军事才能,MappedByText,,军事才能,奋武扬威,True,True,軍事才能,MappedByText,,軍事才能,奮武揚威
pooled_resources_description_hv_pooled_resource_zhang_yan,Black Mountain bandits exploit the chaos to bolster their numbers.,黑山贼乘乱以增其之数。,MappedByText,,黑山贼乘乱以增其之数。,黑山贼首乘乱以其凝聚力以增其匪帮之数。,True,True,黑山贼乘乱以增其之数。,MappedByText,,黑山贼乘乱以增其之数。,黑山賊首乘亂以其凝聚力以增其匪幫之數。
pooled_resources_display_name_hv_pooled_resource_ma_teng,Horse Breeding,养马,MappedByText,,养马,骏马,True,True,養馬,MappedByText,,養馬,駿馬
pooled_resources_display_name_hv_pooled_resource_zhang_yan,Black Mountain,黑山,MappedByText,,黑山,凝聚,True,True,黑山,MappedByText,,黑山,凝聚
pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_zhang_yan,Black Mountain bandits exploit the chaos to bolster their numbers.,黑山贼乘乱以增其之数。,MappedByText,,黑山贼乘乱以增其之数。,黑山贼首乘乱以其凝聚力以增其匪帮之数。,True,True,黑山贼乘乱以增其之数。,MappedByText,,黑山贼乘乱以增其之数。,黑山賊首乘亂以其凝聚力以增其匪幫之數。
special_ability_phases_onscreen_hv_ability_tactical_move,Tactical Advance,战术前进,MappedByText,,战术前进,健步,True,True,戰術前進,MappedByText,,戰術前進,健步
special_ability_phases_onscreen_name_3k_main_ability_breakthrough_in_concentration_1,Spearhead,讨贼先锋,Vanilla,讨贼先锋,,破茧,True,True,突擊先鋒,Vanilla,突擊先鋒,,破繭
special_ability_phases_onscreen_name_3k_main_ability_breakthrough_in_concentration_2,Spearhead,讨贼先锋,Vanilla,讨贼先锋,,破茧,True,True,突擊先鋒,Vanilla,突擊先鋒,,破繭
special_ability_phases_onscreen_name_3k_main_ability_breakthrough_in_concentration_3,Spearhead,讨贼先锋,Vanilla,讨贼先锋,,破茧,True,True,突擊先鋒,Vanilla,突擊先鋒,,破繭
special_ability_phases_onscreen_name_3k_main_ability_dignity_of_the_empress,Dignity,自重,Vanilla,自重,,庄严,True,True,氣度不凡,Vanilla,氣度不凡,,莊嚴
special_ability_phases_onscreen_name_hv_ability_aggressive_anger_1,Brute Power,蛮力,MappedByPattern,,愈战愈怒,怒猊,True,True,蠻力,MappedByPattern,,愈戰愈怒,怒猊
special_ability_phases_onscreen_name_hv_ability_aggressive_anger_2,Brute Power,蛮力,MappedByPattern,,愈战愈怒,怒猊,True,True,蠻力,MappedByPattern,,愈戰愈怒,怒猊
special_ability_phases_onscreen_name_hv_ability_aggressive_anger_3,Brute Power,蛮力,MappedByPattern,,愈战愈怒,怒猊,True,True,蠻力,MappedByPattern,,愈戰愈怒,怒猊
special_ability_phases_onscreen_name_hv_ability_aggressive_anger_4,Brute Power,蛮力,MappedByPattern,,愈战愈怒,怒猊,True,True,蠻力,MappedByPattern,,愈戰愈怒,怒猊
special_ability_phases_onscreen_name_hv_ability_aggressive_anger_5,Brute Power,蛮力,MappedByPattern,,愈战愈怒,怒猊,True,True,蠻力,MappedByPattern,,愈戰愈怒,怒猊
special_ability_phases_onscreen_name_hv_ability_battle_trance_1,Battle Trance,乱战,MappedByText,,乱战,魂荡,True,True,亂戰,MappedByText,,亂戰,魂蕩
special_ability_phases_onscreen_name_hv_ability_battle_trance_2,Battle Trance,乱战,MappedByText,,乱战,魂荡,True,True,亂戰,MappedByText,,亂戰,魂蕩
special_ability_phases_onscreen_name_hv_ability_blade_mastery_1,Blade Mastery,剑术专精,MappedByPattern,,剑术大师,盖世,True,True,劍術專精,MappedByPattern,,劍術大師,蓋世
special_ability_phases_onscreen_name_hv_ability_blade_mastery_2,Blade Mastery,剑术专精,MappedByPattern,,剑术大师,盖世,True,True,劍術專精,MappedByPattern,,劍術大師,蓋世
special_ability_phases_onscreen_name_hv_ability_blade_mastery_3,Blade Mastery,剑术专精,MappedByPattern,,剑术大师,盖世,True,True,劍術專精,MappedByPattern,,劍術大師,蓋世
special_ability_phases_onscreen_name_hv_ability_bleed,Sinister Strike,影袭,MappedByPattern,,险恶一击,霆击,True,True,險惡一擊,MappedByPattern,,險惡一擊,霆擊
special_ability_phases_onscreen_name_hv_ability_blood_thirst,Blood Thirst,嗜血成性,MappedByText,,嗜血成性,嗜血,True,True,嗜血成性,MappedByText,,嗜血成性,嗜血
special_ability_phases_onscreen_name_hv_ability_burning,Burning Soul,炎魂,MappedByPattern,炎魂,炎魂,热血,True,True,燃燒元神,MappedByPattern,燃燒元神,燃燒元神,熱血
special_ability_phases_onscreen_name_hv_ability_calm_down,Make Calm Down,镇静,MappedByPattern,,镇静,将才,True,True,鎮靜,MappedByPattern,,鎮靜,將才
special_ability_phases_onscreen_name_hv_ability_captain_active,Commanding Shout,训令,Vanilla,训令,训令,军令,True,True,號令吶喊,Vanilla,號令吶喊,號令吶喊,軍令
special_ability_phases_onscreen_name_hv_ability_captain_passive,A Secret Plan,一条密计,MappedByText,,一条密计,密计,True,True,一條密計,MappedByText,,一條密計,密計
special_ability_phases_onscreen_name_hv_ability_commanding_shout,Commanding Shout,训令,Vanilla,训令,训令,战嚎,True,True,號令吶喊,Vanilla,號令吶喊,號令吶喊,戰嚎
special_ability_phases_onscreen_name_hv_ability_defense_mastery_melee,Mastery of Defensive Melee,近战防御大师,Vanilla,近战防御大师,近战防御大师,覆盂,True,True,精通近戰防禦,Vanilla,精通近戰防禦,精通近戰防禦,覆盂
special_ability_phases_onscreen_name_hv_ability_defense_mastery_ranged,Mastery of Ranged Defence,远程防御大师,Vanilla,远程防御大师,远程防御大师,覆盂,True,True,精通遠程防禦,Vanilla,精通遠程防禦,精通遠程防禦,覆盂
special_ability_phases_onscreen_name_hv_ability_desperate_resistance,Desperate Stand,背水一战,MappedByText,,背水一战,好胜,True,True,背水一戰,MappedByText,,背水一戰,好勝
special_ability_phases_onscreen_name_hv_ability_desperate_savior,Second Wind,重振旗鼓,MappedByText,,重振旗鼓,争强,True,True,重振旗鼓,MappedByText,,重振旗鼓,爭強
special_ability_phases_onscreen_name_hv_ability_dragon_rising,Dragon Rising,觉醒之龙,MappedByText,,觉醒之龙,御林,True,True,覺醒之龍,MappedByText,,覺醒之龍,御林
special_ability_phases_onscreen_name_hv_ability_eight_talent_defence,Martial Prowess,精通武艺,MappedByText,,精通武艺,能武,True,True,精通武藝,MappedByText,,精通武藝,能武
special_ability_phases_onscreen_name_hv_ability_energy_of_blackmountain,Energy of Black Mountain,黑山之能,MappedByText,,黑山之能,鳌掷,True,True,黑山之能,MappedByText,,黑山之能,鰲擲
special_ability_phases_onscreen_name_hv_ability_enlightenment_1,Enlightenment,开化,Vanilla,开化,开化,保佑,True,True,得道,Vanilla,得道,得道,保佑
special_ability_phases_onscreen_name_hv_ability_enlightenment_2,Enlightenment,开化,Vanilla,开化,开化,保佑,True,True,得道,Vanilla,得道,得道,保佑
special_ability_phases_onscreen_name_hv_ability_enlightenment_3,Enlightenment,开化,Vanilla,开化,开化,保佑,True,True,得道,Vanilla,得道,得道,保佑
special_ability_phases_onscreen_name_hv_ability_fearless_charge,Fearless Charge,无畏冲锋,MappedByText,,无畏冲锋,奋勇,True,True,無畏衝鋒,MappedByText,,無畏衝鋒,奮勇
special_ability_phases_onscreen_name_hv_ability_ferocity,Ferocity,凶猛残暴,MappedByText,,凶猛残暴,誓死,True,True,凶猛殘暴,MappedByText,,凶猛殘暴,誓死
special_ability_phases_onscreen_name_hv_ability_furious_charge_1,Bulldoze,横冲直撞,MappedByText,,横冲直撞,豨勇,True,True,橫衝直撞,MappedByText,,橫衝直撞,豨勇
special_ability_phases_onscreen_name_hv_ability_furious_charge_2,Bulldoze,横冲直撞,MappedByText,,横冲直撞,豨勇,True,True,橫衝直撞,MappedByText,,橫衝直撞,豨勇
special_ability_phases_onscreen_name_hv_ability_guardian,Guardian,卫足,MappedByPattern,卫御甲,卫御甲,金鼓,True,True,衛足,MappedByPattern,護衛,護衛,金鼓
special_ability_phases_onscreen_name_hv_ability_importunity,Importunity,坚韧不屈,MappedByText,,坚韧不屈,坚韧,True,True,堅韌不屈,MappedByText,,堅韌不屈,堅韌
special_ability_phases_onscreen_name_hv_ability_lucky_shot,Lucky Shot,幸运一击,MappedByText,,幸运一击,丰筋,True,True,幸運一擊,MappedByText,,幸運一擊,豐筋
special_ability_phases_onscreen_name_hv_ability_messenger_recovery,Faith of the Messengers,使者信念,MappedByText,,使者信念,信念,True,True,使者信念,MappedByText,,使者信念,信念
special_ability_phases_onscreen_name_hv_ability_moment_of_courage,Moment of Courage,一时之勇,MappedByText,,一时之勇,敢勇,True,True,一時之勇,MappedByText,,一時之勇,敢勇
special_ability_phases_onscreen_name_hv_ability_mortal_strike,Mortal Strike,致命一击,MappedByPattern,,致命一击,浴血,True,True,致命一擊,MappedByPattern,,致命一擊,浴血
special_ability_phases_onscreen_name_hv_ability_protection_of_blackmountain,Protection of Black Mountain,黑山之佑,MappedByText,,黑山之佑,拜鬼,True,True,黑山之佑,MappedByText,,黑山之佑,拜鬼
special_ability_phases_onscreen_name_hv_ability_pulverize,Pulverize,粉碎一击,MappedByText,,粉碎一击,碎骨,True,True,粉碎一擊,MappedByText,,粉碎一擊,碎骨
special_ability_phases_onscreen_name_hv_ability_rage_of_blackmountain,Rage of Black Mountain,黑山之怒,MappedByText,,黑山之怒,渴骥,True,True,黑山之怒,MappedByText,,黑山之怒,渴驥
special_ability_phases_onscreen_name_hv_ability_rage_of_hooves,Hooves of Rage,怒蹄,MappedByText,,怒蹄,良驹,True,True,怒蹄,MappedByText,,怒蹄,良駒
special_ability_phases_onscreen_name_hv_ability_retreat_cover,Retreat Cover,掩护撤退,MappedByText,,掩护撤退,守望,True,True,掩護撤退,MappedByText,,掩護撤退,守望
special_ability_phases_onscreen_name_hv_ability_second_chance,Second Chance,余烬复燃,MappedByText,,余烬复燃,复燃,True,True,餘燼復燃,MappedByText,,餘燼復燃,復燃
special_ability_phases_onscreen_name_hv_ability_sniper_position,Sniper Position,狙击位置,MappedByText,,狙击位置,狙击,True,True,狙擊位置,MappedByText,,狙擊位置,狙擊
special_ability_phases_onscreen_name_hv_ability_storm_of_swords_1,A Storm of Swords,剑刃风暴,MappedByPattern,,剑刃风暴,舞爪,True,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪
special_ability_phases_onscreen_name_hv_ability_storm_of_swords_2,A Storm of Swords,剑刃风暴,MappedByPattern,,剑刃风暴,舞爪,True,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪
special_ability_phases_onscreen_name_hv_ability_strength_of_blackmountain,Strength of Black Mountain,黑山之力,MappedByText,,黑山之力,移山,True,True,黑山之力,MappedByText,,黑山之力,移山
special_ability_phases_onscreen_name_hv_ability_strength_of_the_land,Strength of the Land,地力,Vanilla,地力,地力,地动,True,True,大地之力,Vanilla,大地之力,大地之力,地動
special_ability_phases_onscreen_name_hv_ability_striking_tide,Striking Tide,刀浪澎湃,MappedByText,,刀浪澎湃,刀浪,True,True,刀浪澎湃,MappedByText,,刀浪澎湃,刀浪
special_ability_phases_onscreen_name_hv_ability_stubborn,Stubborn,冥顽不灵,Vanilla,冥顽不灵,冥顽不灵,有素,True,True,頑固執拗,Vanilla,頑固執拗,頑固執拗,有素
special_ability_phases_onscreen_name_hv_ability_tactical_stance_defensive,Defensive Stance,防御姿态,MappedByText,,防御姿态,鸣金,True,True,防禦姿態,MappedByText,,防禦姿態,鳴金
special_ability_phases_onscreen_name_hv_ability_tactical_stance_offensive,Offensive Stance,进攻姿态,MappedByText,,进攻姿态,吹角,True,True,進攻姿態,MappedByText,,進攻姿態,吹角
special_ability_phases_onscreen_name_hv_ability_whitewater,Whitewater,习谋,Vanilla,习谋,习谋,神迹,True,True,激流湧升,Vanilla,激流湧升,激流湧升,神蹟
special_ability_phases_onscreen_name_hv_ability_wind_of_north,Wind of the North,北风,MappedByText,,北风,能苦,True,True,北風,MappedByText,,北風,能苦
special_ability_phases_onscreen_name_hv_ability_wisdom_of_the_waterfall,Wisdom of the Waterfall,飞泉之智,MappedByPattern,,飞泉之智,远瞩,True,True,飛泉之智,MappedByPattern,,飛泉之智,遠矚
special_ability_phases_onscreen_name_hv_ability_wuhuan_riding,Wuhuan Riding Skill,乌桓骑术,MappedByText,,乌桓骑术,善骑,True,True,烏桓騎術,MappedByText,,烏桓騎術,善騎
special_ability_phases_onscreen_name_hv_ability_young_blood,Young Blood,血气方刚,MappedByText,,血气方刚,方刚,True,True,血氣方剛,MappedByText,,血氣方剛,方剛
special_ability_phases_onscreen_name_hv_ability_yuan_officer_passive,Bolster,支持,MappedByText,,支持,联手,True,True,支持,MappedByText,,支持,聯手
special_ability_phases_onscreen_name_hv_ability_zhou_the_youth_1,Zhou the Youth,美周郎,MappedByPattern,,美周郎,周郎,True,True,美周郎,MappedByPattern,,美周郎,周郎
special_ability_phases_onscreen_name_hv_ability_zhou_the_youth_2,Zhou the Youth,美周郎,MappedByPattern,,美周郎,周郎,True,True,美周郎,MappedByPattern,,美周郎,周郎
special_ability_phases_onscreen_name_hv_ability_zhou_the_youth_3,Zhou the Youth,美周郎,MappedByPattern,,美周郎,周郎,True,True,美周郎,MappedByPattern,,美周郎,周郎
special_ability_phases_onscreen_name_hv_formation_pike_wall_eight_talents,Pike Wall - Ji Guards of the Eight Talents,八才戟卫戟墙,MappedByPattern,,八才戟卫戟墙,八才戟阵,True,True,八才戟衛戟墻,MappedByPattern,,八才戟衛戟墻,八才戟陣
special_ability_phases_onscreen_name_hv_formation_pike_wall_white_feather,Pike Wall - White Feathers,白毦兵戟墙,MappedByPattern,,白毦兵戟墙,白毦枪阵,True,True,白毦兵戟墻,MappedByPattern,,白毦兵戟墻,白毦槍陣
special_ability_phases_onscreen_name_hv_formation_shield_wall_danyang,Shield Wall (Mobile) - Danyang,丹阳盾墙阵（可机动）,MappedByPattern,,丹阳盾阵,丹阳盾墙阵,True,True,丹陽盾陣（可機動）,MappedByPattern,,丹陽盾陣,丹陽盾牆陣
special_ability_phases_onscreen_name_hv_formation_shock_loose,Loose and Charge,疏阵冲锋,MappedByPattern,,疏阵冲锋,散阵,True,True,疏陣衝鋒,MappedByPattern,,疏陣衝鋒,散陣
special_ability_phases_onscreen_name_hv_formation_shock_loose_cavalry,Loose and Charge (Cavalry),骑兵疏阵冲锋,MappedByPattern,,骑兵疏阵冲锋,骑兵散阵,True,True,騎兵疏陣衝鋒,MappedByPattern,,騎兵疏陣衝鋒,騎兵散陣
special_ability_phases_onscreen_name_hv_formation_shock_loose_cavalry_no_requirement,Loose and Charge (Cavalry),骑兵疏阵冲锋,MappedByPattern,,骑兵疏阵冲锋,骑兵散阵,True,True,騎兵疏陣衝鋒,MappedByPattern,,騎兵疏陣衝鋒,騎兵散陣
special_ability_phases_onscreen_name_hv_formation_spear_wall_danyang,Shield Wall (Mobile) (Spear) - Danyang,丹阳矛盾墙阵（可机动）,MappedByPattern,,丹阳枪盾阵,丹阳枪盾墙阵,True,True,丹陽槍盾陣（可機動）,MappedByPattern,,丹陽槍盾陣,丹陽槍盾牆陣
special_ability_phases_onscreen_name_hv_historical_ability_earth_01,A Storm of Swords,剑刃风暴,MappedByPattern,,剑刃风暴,舞爪,True,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪
special_ability_phases_onscreen_name_hv_historical_ability_fire_01,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水
special_ability_phases_onscreen_name_hv_historical_ability_healer_02,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水
special_ability_phases_onscreen_name_hv_historical_ability_metal_01,Commanding Shout,训令,Vanilla,训令,训令,战嚎,True,True,號令吶喊,Vanilla,號令吶喊,號令吶喊,戰嚎
special_ability_phases_onscreen_name_hv_hit_effect_firelance,Fear of Gunpowder,惧怕火器,MappedByText,,惧怕火器,惧火,True,True,懼怕火器,MappedByText,,懼怕火器,懼火
special_ability_phases_onscreen_name_hv_yuan_caltrops,Caltrops,蒺藜,Vanilla,蒺藜,蒺藜,铁蒺藜,True,True,蒺藜,Vanilla,蒺藜,蒺藜,鐵蒺藜
ui_character_assignments_localised_description_hv_ui_info_assignment_military_disturbance,Your attendant will support your army in enemy territory.,你的随从将在敌方领土支持你的军队。,MappedByText,,您的随从将在敌方领土支持您的军队。,你的随从将在敌方领土煽动民众支持我方军队。,True,True,您的隨從將在敵方領土支援您的軍隊。,MappedByText,,您的隨從將在敵方領土支援您的軍隊。,你的隨從將在敵方領土煽動民衆支持我方軍隊。
ui_character_assignments_localised_title_hv_ui_info_assignment_ma_teng_sell_horses,Sell Horses,卖马,MappedByText,,卖马,骏马,True,True,賣馬,MappedByText,,賣馬,駿馬
ui_text_replacements_localised_text_3k_dlc07_hv_unit_northern_elite_2h_sword_infantry,Northern Veteran Zhanmajian Infantry,北军宿卫斩马劲卒,MappedByPattern,,北军宿卫斩马劲卒,北军斩马宿卫,True,True,北軍老練斬馬劍兵,MappedByPattern,,北軍老練斬馬劍兵,北軍斬馬宿衛
ui_text_replacements_localised_text_3k_dlc07_unit_earth_northern_veteran_sabre_cavalry,Northern Veteran Cataphracts,北军宿卫铁骑,MappedByPattern,,北军宿卫铁骑,北军持刀宿骑,True,True,北軍老練鐵甲騎兵,MappedByPattern,,北軍老練鐵甲騎兵,北軍持刀宿騎
ui_text_replacements_localised_text_3k_dlc07_unit_fire_northern_veteran_lancers,Northern Veteran Lancer Cataphracts,北军宿卫长枪铁骑,MappedByPattern,,北军宿卫长枪铁骑,北军持枪宿骑,True,True,北軍老練長槍鐵甲騎兵,MappedByPattern,,北軍老練長槍鐵甲騎兵,北軍持槍宿騎
ui_text_replacements_localised_text_3k_dlc07_unit_metal_northern_sabre_infantry,Northern Sabre Infantry,北军持刀步兵,MappedByPattern,北军持刀步兵,北军持刀步兵,北军刀兵,True,True,北軍持刀步兵,MappedByPattern,北軍持刀步兵,北軍持刀步兵,北軍刀兵
ui_text_replacements_localised_text_3k_dlc07_unit_metal_northern_veteran_sabre_infantry,Northern Veteran Sabre Infantry,北军宿卫持刀步兵,MappedByPattern,北军持刀宿卫,北军宿卫持刀步兵,北军宿卫刀兵,True,True,北軍老練持刀步兵,MappedByPattern,北軍老練持刀步兵,北軍老練持刀步兵,北軍宿衛刀兵
ui_text_replacements_localised_text_3k_dlc07_unit_water_dongzhoubing_marksmen,Dongzhoubing Marksmen,东洲射声士,MappedByPattern,东州射声士,东州射声士,东州射声士,True,True,東州兵射手,MappedByPattern,東州兵射手,東州兵射手,東州射聲士
ui_text_replacements_localised_text_3k_dlc07_unit_water_northern_mounted_archers,Northern Mounted Archers,北军骑射手,MappedByPattern,北军胡骑,北军弓骑兵,北军弓骑兵,True,False,北軍弓騎兵,MappedByPattern,北軍弓騎兵,北軍弓騎兵,北軍弓騎兵
ui_text_replacements_localised_text_3k_dlc07_unit_wood_northern_ji_infantry,Northern Ji Infantry,北军戟步兵,MappedByPattern,北军戟步兵,北军戟步兵,北军戟兵,True,False,北軍戟兵,MappedByPattern,北軍戟兵,北軍戟兵,北軍戟兵
ui_text_replacements_localised_text_3k_dlc07_unit_wood_northern_veteran_ji_infantry,Northern Veteran Ji Infantry,北军宿卫戟步兵,MappedByPattern,北军持戟宿卫,北军宿卫戟步兵,北军宿卫戟兵,True,True,北軍老練戟兵,MappedByPattern,北軍老練戟兵,北軍老練戟兵,北軍宿衛戟兵
ui_text_replacements_localised_text_hv_unit_bandits_drifting_warmongers,Drifting Warmongers,漂流战贩,MappedByText,,漂流战贩,流浪战狂,True,True,漂流戰販,MappedByText,,漂流戰販,流浪戰狂
ui_text_replacements_localised_text_hv_unit_bandits_elite_blood_seekers,Blood Seekers,嗜血兵,MappedByText,,嗜血兵,血兽,True,True,嗜血兵,MappedByText,,嗜血兵,血獸
ui_text_replacements_localised_text_hv_unit_bandits_elite_iron_walls,Iron Walls,铁壁兵,MappedByText,,铁壁兵,铁卫,True,True,鐵壁兵,MappedByText,,鐵壁兵,鐵衛
ui_text_replacements_localised_text_hv_unit_bandits_elite_jia_long,Dragonlings,少龙兵,MappedByText,,少龙兵,雏龙,True,True,少龍兵,MappedByText,,少龍兵,雛龍
ui_text_replacements_localised_text_hv_unit_bandits_elite_two_blades,Two Blades,双刃兵,MappedByText,,双刃兵,双刃战狂,True,True,雙刃兵,MappedByText,,雙刃兵,雙刃戰狂
ui_text_replacements_localised_text_hv_unit_bandits_elite_you_shi_cavalry,You Shi,游师骑兵,MappedByText,,游师骑兵,游师,True,True,游師騎兵,MappedByText,,游師騎兵,遊師
