Skill,eng,zh-cn,zh-tw,Key,File
hv_ability_aggressive_anger,Fan the flames of war with inextinguishable anger.,以不灭的怒气煽动战火。,以不滅的怒氣煽動戰火。,unit_abilities_tooltip_text_hv_ability_aggressive_anger,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_blade_mastery,Blade Mastery,剑术专精,劍術專精,unit_abilities_onscreen_name_hv_ability_blade_mastery,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_blade_mastery,No one dares to challenge this warrior's skill with the blade.,此人武功盖世，无能出其右者。,此人武功蓋世，無能出其右者。,unit_abilities_tooltip_text_hv_ability_blade_mastery,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_bleed,Sinister Strike,影袭,險惡一擊,unit_abilities_onscreen_name_hv_ability_bleed,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_bleed,There's something about this strike that just feels off.,这种攻击似乎阴险歹毒。,這種攻擊似乎陰險歹毒。,unit_abilities_tooltip_text_hv_ability_bleed,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_brawl,Brawl,熊罴,毆打,unit_abilities_onscreen_name_hv_ability_brawl,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_brawl,Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,将你的勇士们送入战场，看着他们更加激烈的战斗。,unit_abilities_tooltip_text_hv_ability_brawl,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_burning,Burning Soul,炎魂,燃燒元神,unit_abilities_onscreen_name_hv_ability_burning,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_burning,The light that burns twice as bright burns half as long.,火势越猛，持烧之时越短。,火勢越猛，持燒之時越短。,unit_abilities_tooltip_text_hv_ability_burning,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_calm_down,Calm Down,镇静,鎮靜,unit_abilities_onscreen_name_hv_ability_calm_down,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_calm_down,Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,安慰之言以防士卒于乱战中摇摆不定。,unit_abilities_tooltip_text_hv_ability_calm_down,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_calm_down,Make Calm Down,镇静,鎮靜,unit_ability_types_localised_description_hv_ability_calm_down,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_condemn,Condemn,声讨,譴責,unit_abilities_onscreen_name_hv_ability_condemn,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_condemn,These words will bring shame and humiliation.,闻此詈语，无不羞愧。,這樣的話語會帶來羞愧與恥辱。,unit_abilities_tooltip_text_hv_ability_condemn,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_condemn,Condemned Howl,狂啸,天譴之嘯,special_ability_phases_onscreen_name_hv_ability_condemn,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_crash,Earth-shattering Strike,裂地,天崩地裂,unit_abilities_onscreen_name_hv_ability_crash,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_crash,A furious strike that sends anyone nearby reeling.,充满怒意的一击，周遭敌军尽受其害,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,unit_abilities_tooltip_text_hv_ability_crash,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_crossing_of_the_styx,Crossing of the River Sanzu,黄泉,黃泉之路,unit_abilities_onscreen_name_hv_ability_crossing_of_the_styx,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_crossing_of_the_styx,Did you get the boat fare? Heaven! Earth! Mankind!!,奈何桥前可奈何，三生石上写三生。,奈何橋前可奈何，三生石上寫三生。,unit_abilities_tooltip_text_hv_ability_crossing_of_the_styx,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_cruel_lord,"This general's orders are absolute and cannot be refused, no matter how unreasonable they may be.",命令不易实行但却不可不从。,命令不易實行但卻不可不從。,unit_abilities_tooltip_text_hv_ability_cruel_lord,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_defence_mastery,Mountains,泰山,山陣,unit_abilities_onscreen_name_hv_ability_defence_mastery,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_defence_mastery,Form an air-tight defence.,稳如泰山，无隙可乘。,組成無隙可乘的防禦陣型。,unit_abilities_tooltip_text_hv_ability_defence_mastery,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_desperate_cry,Desperate Cry,绝号,慘烈呼喊,unit_abilities_onscreen_name_hv_ability_desperate_cry,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_desperate_cry,"It is not always the command that motivates, but the way it is given.",驱人者非令，道也,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,unit_abilities_tooltip_text_hv_ability_desperate_cry,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_disorientate,Disorientate,蛊惑,打亂方向,unit_abilities_onscreen_name_hv_ability_disorientate,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_disorientate,A master of the battlefield can undermine even the surest of soldiers.,坚忍之士亦为所惑,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,unit_abilities_tooltip_text_hv_ability_disorientate,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_dong_command,Dong Zhuo's Command,相令,相令,unit_abilities_onscreen_name_hv_ability_dong_command,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_dong_command,"A merciless order, for Dong Zhuo's men and his enemies.",来自相国严苛的命令。,來自相國嚴苛的命令。,unit_abilities_tooltip_text_hv_ability_dong_command,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_eviscerate,Eviscerate,剔骨,剔骨,unit_abilities_onscreen_name_hv_ability_eviscerate,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_eviscerate,"By the time the victim is aware of what has happened, it is already too late.",等到敌人发现之时就已为时已晚。,等到敵人發現之時就已爲時已晚。,unit_abilities_tooltip_text_hv_ability_eviscerate,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_favourable_skies,Favourable Skies,天时,有利天候,unit_abilities_onscreen_name_hv_ability_favourable_skies,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_favourable_skies,There is nothing to fear because the heaven is watching.,上天保佑，无可畏惧。,上天保佑，無可畏懼。,unit_abilities_tooltip_text_hv_ability_favourable_skies,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_flame_breathing,Flame Breathing,吐火,吐火,unit_abilities_onscreen_name_hv_ability_flame_breathing,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_flame_breathing,Set your heart ablaze!,将你的心点燃！,將你的心點燃！,unit_abilities_tooltip_text_hv_ability_flame_breathing,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_flower_of_battlefield,Flower of the Battlefield,玉骨,戰場之花,unit_abilities_onscreen_name_hv_ability_flower_of_battlefield,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_flower_of_battlefield,It's not a good place for a beautiful woman to stay.,此处不宜美人久留。,此處不宜美人久留。,unit_abilities_tooltip_text_hv_ability_flower_of_battlefield,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_foresight,Foresight,远见,縱觀全局,unit_abilities_onscreen_name_hv_ability_foresight,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_foresight,"This man can see all that was, and all that will be.",此人鬼才满腹经纶，足以推古衍今。,此人能明鑑古今，洞察未來。,unit_abilities_tooltip_text_hv_ability_foresight,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_forest_strider,Forest Strider,琼林,森林適性,unit_abilities_onscreen_name_hv_ability_forest_strider,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_forest_strider,A forest friendly man.,此人与林为友。,此人與林爲友。,unit_abilities_tooltip_text_hv_ability_forest_strider,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_ghost_of_forest,Ghost of the woods,林鬼,林中之鬼,unit_abilities_onscreen_name_hv_ability_ghost_of_forest,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_ghost_of_forest,This warrior has an uncanny ability to unnerve enemies in wooded terrain.,神鬼莫测于树林间震摄敌军。,神鬼莫測於樹林間震攝敵軍。,unit_abilities_tooltip_text_hv_ability_ghost_of_forest,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_hamper,Disturb,搅扰,攪擾,unit_abilities_onscreen_name_hv_ability_hamper,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_hamper,Distracts the focus of enemy ranged troops.,分散敌军远程部队的注意力。,分散敵軍遠程部隊的注意力。,unit_abilities_tooltip_text_hv_ability_hamper,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_hero_poisonwind_shot,Poison-wind,剧毒,毒風,unit_abilities_onscreen_name_hv_ability_hero_poisonwind_shot,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_hero_poisonwind_shot,A special arrow containing a toxic substance.,含有有毒物质的特殊箭头。,含有有毒物質的特殊箭頭。,unit_abilities_tooltip_text_hv_ability_hero_poisonwind_shot,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_indomitable_warrior,Indomitable Warrior,无畏,無畏之士,unit_abilities_onscreen_name_hv_ability_indomitable_warrior,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_indomitable_warrior,This man has learnt to overcome defeat.,屡败屡战，无所畏惧。,屢敗屢戰，無所畏懼。,unit_abilities_tooltip_text_hv_ability_indomitable_warrior,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_inner_fire,Inner Fire,炽心,心中真火,unit_abilities_onscreen_name_hv_ability_inner_fire,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_inner_fire,A lifetime spent learning the ways of heaven will turn thoughts into belief.,长解天道则称信。,畢生學習天道，便能將想法化為信念。,unit_abilities_tooltip_text_hv_ability_inner_fire,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_inspection,Frontline Observation,鹰视,前線查探,unit_abilities_onscreen_name_hv_ability_inspection,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_inspection,A look at the battlefield with remarkable insight.,以非凡的观察力纵观战场。,以非凡的觀察力縱觀戰場。,unit_abilities_tooltip_text_hv_ability_inspection,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_judgement,Judgement,慎断,明察秋毫,unit_abilities_onscreen_name_hv_ability_judgement,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_judgement,A warrior will only fight at their best when they are sure-footed.,根基固则力稳,對自己有信心，戰士才能完全發揮實力。,unit_abilities_tooltip_text_hv_ability_judgement,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_kingmaker,Kingmaker,王佐,王佐,unit_abilities_onscreen_name_hv_ability_kingmaker,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_kingmaker,Xun Yu has the power to influence the emperor. No one doubts his reputation.,「吾之子房也。」,「吾之子房也。」,unit_abilities_tooltip_text_hv_ability_kingmaker,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_knowledge_of_the_body,Knowledge of the Body,体识,身之識見,unit_abilities_onscreen_name_hv_ability_knowledge_of_the_body,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_knowledge_of_the_body,"Sometimes it's not what you hit or how hard, but where.",力不在大，而在于准,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,unit_abilities_tooltip_text_hv_ability_knowledge_of_the_body,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_knowledge_of_the_mind,Knowledge of the Mind,心识,心之識見,unit_abilities_onscreen_name_hv_ability_knowledge_of_the_mind,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_knowledge_of_the_mind,If you can conquer the mind of the enemy then half the battle is won.,用兵之道，攻心为上,若能征服敵軍的軍心，戰鬥便贏了一半。,unit_abilities_tooltip_text_hv_ability_knowledge_of_the_mind,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_knowledge_of_the_spirit,Knowledge of the Spirit,神识,靈之識見,unit_abilities_onscreen_name_hv_ability_knowledge_of_the_spirit,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_knowledge_of_the_spirit,"True strength lies not in the mind or body, but within the spirit.",不在身心，而在其神,真正的力量不在身體也不在心思，而是在靈魂中。,unit_abilities_tooltip_text_hv_ability_knowledge_of_the_spirit,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_mark_target,Mark Target,丛矢,瞄定,unit_abilities_onscreen_name_hv_ability_mark_target,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_mark_target,Choose the targets to focus fire.,选定目标集中射击。,選定目標集中射擊。,unit_abilities_tooltip_text_hv_ability_mark_target,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_mortal_strike,Mortal Strike,致命一击,致命一擊,unit_abilities_onscreen_name_hv_ability_mortal_strike,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_mortal_strike,Delivers a very powerful blow.,可发出非常有力的一击。,可發出非常有力的一擊。,unit_abilities_tooltip_text_hv_ability_mortal_strike,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_oil_bomb,Oil Pot,油罐,油罐,unit_abilities_onscreen_name_hv_ability_oil_bomb,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_oil_bomb,Throw a sticky pot of oil onto the enemy.,扔掷易燃油罐至目标敌人。,扔擲易燃油罐至目標敵人。,unit_abilities_tooltip_text_hv_ability_oil_bomb,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_order_of_tyrant,Mettlesome Advance,捣穴,突飛猛進,unit_abilities_onscreen_name_hv_ability_order_of_tyrant,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_order_of_tyrant,Pride and confidence go hand in hand.,傲慢即信心所在。,傲慢即信心所在。,unit_abilities_tooltip_text_hv_ability_order_of_tyrant,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_overwhelm,Overwhelmming,填膺,壓倒之勢,unit_abilities_onscreen_name_hv_ability_overwhelm,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_overwhelm,A display of unstoppable fury.,展现出势不可挡的愤怒。,展現出勢不可擋的憤怒。,unit_abilities_tooltip_text_hv_ability_overwhelm,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_preach,Preach,布道,講道,unit_abilities_onscreen_name_hv_ability_preach,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_preach,These words will fortify the spirit.,斯言聚神,這樣的話語能強化心靈。,unit_abilities_tooltip_text_hv_ability_preach,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_restore,Restore,回春,回復,unit_abilities_onscreen_name_hv_ability_restore,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_restore,A moment's respite from battlefield to heal our troops.,从战场上喘息片刻，为我军疗伤。,從戰場上喘息片刻，為我軍療傷。,unit_abilities_tooltip_text_hv_ability_restore,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_royal_blood,Royal Blood,龙脉,皇室貴胄,unit_abilities_onscreen_name_hv_ability_royal_blood,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_royal_blood,"Fearing retribution, enemies hesitate to fire upon a scion of the Han.",敌人并不敢伤害汉室宗亲。,敵人並不敢傷害漢室宗親。,unit_abilities_tooltip_text_hv_ability_royal_blood,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_second_chance,Second Chance,余烬复燃,餘燼復燃,unit_abilities_onscreen_name_hv_ability_second_chance,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_second_chance,Not all of us get a second chance.,不是所有人都有机会重来。,不是所有人都有機會重來。,unit_abilities_tooltip_text_hv_ability_second_chance,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_sparrow,Swallow,燕翔,燕翔,unit_abilities_onscreen_name_hv_ability_sparrow,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_sparrow,No one is faster than this one.,飞燕之快，无人能及。,飛燕之快，無人能及。,unit_abilities_tooltip_text_hv_ability_sparrow,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_strength_of_the_land,Strength of the Land,地力,大地之力,unit_abilities_onscreen_name_hv_ability_strength_of_the_land,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_strength_of_the_land,"The land is not just the earth, but the forests and mountains, and all the hidden, ancient places.",千林万山皆地也，上古遗宫莫不如是,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,unit_abilities_tooltip_text_hv_ability_strength_of_the_land,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_striking_tide,Striking Tide,刀浪澎湃,刀浪澎湃,unit_abilities_onscreen_name_hv_ability_striking_tide,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_striking_tide,The wave of the blade push the enemy away.,一道道刀浪将敌人推走。,一道道刀浪將敵人推走。,unit_abilities_tooltip_text_hv_ability_striking_tide,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_the_weight_on_the_shoulders,The Weight on the Shoulders,砥柱,砥柱,unit_abilities_onscreen_name_hv_ability_the_weight_on_the_shoulders,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_the_weight_on_the_shoulders,Someone has to take the first step even if no one wants it.,遭扰攘之时，值兵革之际。,遭擾攘之時，值兵革之際。,unit_abilities_tooltip_text_hv_ability_the_weight_on_the_shoulders,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_tiger,White Tiger,虎威,白虎之威,unit_abilities_onscreen_name_hv_ability_tiger,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_tiger,His spirit is like a tiger. It takes great courage to face him.,勇武如猛虎，胆敢与此人对峙之人可称之为有万夫不当之勇。,勇武如猛虎，膽敢與此人對峙之人可稱之爲有萬夫不當之勇。,unit_abilities_tooltip_text_hv_ability_tiger,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_veil_of_darkness,Veil of Darkness,莫测,黑暗之幕,unit_abilities_onscreen_name_hv_ability_veil_of_darkness,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_veil_of_darkness,Unease spreads among the enemy ranks.,诡秘莫测，令人胆寒。,詭祕莫測，令人膽寒。,unit_abilities_tooltip_text_hv_ability_veil_of_darkness,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_whitewater,Whitewater,湍流,激流湧升,unit_abilities_onscreen_name_hv_ability_whitewater,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_whitewater,Is heaven helping him?,如有神助。,如有神助。,unit_abilities_tooltip_text_hv_ability_whitewater,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_wisdom_of_the_waterfall,Wisdom of the Waterfall,飞泉之智,飛泉之智,unit_abilities_onscreen_name_hv_ability_wisdom_of_the_waterfall,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_wisdom_of_the_waterfall,It is the bear's teeth that the salmon faces at the end of the falls.,鲑鱼游至瀑底，等待的却是熊的牙齿。,鮭魚游至瀑底，等待的卻是熊的牙齒。,unit_abilities_tooltip_text_hv_ability_wisdom_of_the_waterfall,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_wolf,Wolf,恶狼,惡狼,unit_abilities_onscreen_name_hv_ability_wolf,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_wolf,Carefully approach and go for the throat.,恶狼谨慎出击，直奔咽喉。,惡狼謹慎出擊，直奔咽喉。,unit_abilities_tooltip_text_hv_ability_wolf,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_youzansen,Sweeping Arc,弧光斩,橫掃千軍,unit_abilities_onscreen_name_hv_ability_youzansen,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_youzansen,Cut down enemies by making an arc with a blade,使出一记弧形挥砍杀伤敌人,使出一記弧形揮砍殺傷敵人,unit_abilities_tooltip_text_hv_ability_youzansen,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_zhou_the_youth,Zhou the Youth,美周郎,美周郎,unit_abilities_onscreen_name_hv_ability_zhou_the_youth,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_zhou_the_youth,Zhou Yu's zeal is enough to inspire others.,「性度恢廓，实奇才也。」,「性度恢廓，實奇才也。」,unit_abilities_tooltip_text_hv_ability_zhou_the_youth,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
hv_ability_wu_brave,Courage of Eastern Wu,英武,東吳之勇,unit_abilities_onscreen_name_hv_ability_wu_brave,hv_TEXT_skills_skill_ability_wu_brave.loc.tsv
hv_ability_wu_brave,Poets will sing about today.,今日之战将流芳百世。,今日之戰將流芳百世。,unit_abilities_tooltip_text_hv_ability_wu_brave,hv_TEXT_skills_skill_ability_wu_brave.loc.tsv
3k_dlc07_ability_geographic_mastery,"This man has a great understanding of geography, and can bend it to their own use.",此人对山川地势了若指掌，且能善加利用。,此人熟悉地理知識，能夠善加利用。,unit_abilities_tooltip_text_3k_dlc07_ability_geographic_mastery,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
3k_dlc07_ability_heavenly_presence,"This warrior's presence on the battlefield can give hope to his men, even in the most dire of situations.",局势危急之际，此人拍马杀到，为手下带来希望。,縱使情勢極為嚴峻，此人現身戰場上仍能為麾下兵士帶來希望。,unit_abilities_tooltip_text_3k_dlc07_ability_heavenly_presence,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
3k_dlc07_ability_impenetrable_redoubt,"This general is as an immovable wall, inspiring his men to stand firm against much greater odds.",此将有如一道铜墙铁壁，鼓舞着麾下兵士在逆境中不动如山。,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,unit_abilities_tooltip_text_3k_dlc07_ability_impenetrable_redoubt,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
3k_dlc07_ability_mighty_thrust,"With a shout, this man spurs on their horse. The warrior can plough into enemies with such force that scores of men go flying.",此人大吼一声，纵马冲入敌阵，犹如一把利刃，杀得敌人血肉横飞。,此人高呼一聲，策馬飛奔。他衝入敵陣的勁道之強，足以將大批士兵一舉震飛。,unit_abilities_tooltip_text_3k_dlc07_ability_mighty_thrust,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
3k_dlc07_ability_mock,"This hero accosts the enemy hero, shaking them to the core.",此英雄面对敌将，一番滔滔雄辩，令其心智动摇。,此英雄向敵將大膽喊話，令對方心神動搖。,unit_abilities_tooltip_text_3k_dlc07_ability_mock,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
3k_dlc07_ability_rally_the_troops,"This general rallies the troops to greater feats, inspiring them to make one final effort.",此将集结军队，激励众将士发起最后的冲锋，建不世之功业。,此將召集兵士奮勇作戰，鼓勵他們作最後一搏。,unit_abilities_tooltip_text_3k_dlc07_ability_rally_the_troops,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
3k_dlc07_ability_xiezhi_roar,"The warrior flies into a rage, embodying the mighty Xiezhi, a mythical creature of great power.  ",勇士怒发冲冠，若獬豸附身，勇不可当。,勇士大發雷霆，猶如神話中強大神獸獬豸的體現。,unit_abilities_tooltip_text_3k_dlc07_ability_xiezhi_roar,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_adamant_resolve_expertise,Determination and grit allow all attacks to be dodged.,勇气决心，平扫万难,抱有足夠的決心與膽識便可避開所有攻勢。,character_skills_localised_description_hv_skill_ability_adamant_resolve_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_adamant_resolve_expertise,Adamant Resolve,不屈,堅定不移,character_skills_localised_name_hv_skill_ability_adamant_resolve_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_analyse_weakness_cunning,Only through sober and considered analysis can fragility be turned to unerring strength.,要想扬长避短，须得冷静沉着、仔细思量。,只有透過審慎周詳的分析，才能化弱為強。,character_skills_localised_description_hv_skill_ability_analyse_weakness_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_analyse_weakness_cunning,Analyse Weakness,看破,分析弱點,character_skills_localised_name_hv_skill_ability_analyse_weakness_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_binding_fury_instinct,The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,集結全森林之力對付一個敵人。,character_skills_localised_description_hv_skill_ability_binding_fury_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_binding_fury_instinct,Binding Fury,聚怒,怒不可抑,character_skills_localised_name_hv_skill_ability_binding_fury_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blade_breaker_instinct,The tyrant laughs as blades glance harmlessly off his armour.,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,character_skills_localised_description_hv_skill_ability_blade_breaker_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blade_breaker_instinct,Blade Breaker,断刃,堅甲破刃,character_skills_localised_name_hv_skill_ability_blade_breaker_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blazing_roar_instinct,Zhang Fei's burly howl can rout an entire regiment!,张飞仰天怒吼，敌军士气溃散！,張飛仰天長嘯，使敵軍士氣潰散！,character_skills_localised_description_hv_skill_ability_blazing_roar_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blazing_roar_instinct,Blazing Roar,怒吼,燃燒之吼,character_skills_localised_name_hv_skill_ability_blazing_roar_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blazing_saddles_instinct,"A charge of great power, draining Xiahou Yuan's focus.",强大力量的冲击，会消耗夏侯渊的注意力,發動強力的衝鋒，使夏侯淵耗盡專注力。,character_skills_localised_description_hv_skill_ability_blazing_saddles_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blazing_saddles_instinct,Blazing Saddles,绝尘,炙熱馬鞍,character_skills_localised_name_hv_skill_ability_blazing_saddles_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blood_fury_instinct,"As Sun Ce's strength rises, his grip on rationality weakens…",孙策虽愈战愈勇，但肆意猛虎愈无慎行...,孫策戰力漸增，卻也愈加感情用事…,character_skills_localised_description_hv_skill_ability_blood_fury_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_blood_fury_instinct,Bloody Fury,血怒,鮮血之怒,character_skills_localised_name_hv_skill_ability_blood_fury_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
