Text,Count,MappedByText,MappedByPattern,File
"Of energetic and bright personality, she inherited her mother’s feminine charms but her father’s resilience and constitution. With a tiger for a father, only an Emperor will be a worthy husband.",1,,,[01]__MTU_generals__Fire_vanguard.loc.tsv
Offensive Stance,3,,进攻姿态,hv_TEXT_unit_abilities.loc.tsv
Oil Pot,4,,油罐,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"On a late stroll through the courtyard, you saw a uniquely golden star - its twinkle pulsed as if it was the very heartbeat of the night sky. Later that evening as you slept, a prophet appeared in your dream and said that if you held a ceremony to heaven, you could alter history. The next day your thoughts are consumed by it. You thought it merely a dream, yet it was so vivid and lives on in your mind.",1,,,[04]__MTU_events__Common.loc.tsv
"On an ordinary day, you receive a letter - it’s from the presumably deceased, but truly hidden Empress He! An envoy and small, trusted guard are sent to retrieve her. Upon arrival, despite her non-descript attire, she presents the powerful and dignified aura that made her a peerless politico. Your mind calculates what she could offer your ambitions, or if her presence could bring more harm than good.",1,,,[04]__MTU_events___Concubine.loc.tsv
"On the eve of battle, you receive a message from Lü Bu inviting you to his camp for a feast. Although wary, you choose to attend. You are surprised to find an enemy general there as well. Lü Bu explains that he wishes to see peace between your factions and proposes a test to determine Heaven’s will. If he can shoot the plume off his halberd with an arrow, you must make peace with your enemy. You carefully consider his proposal ...",1,,,[04]__MTU_events__Common.loc.tsv
"On their first charge, the Tiger & Leopard Cavalry unleash their full might, embodying the overwhelming force of their namesakes. This devastating surge enhances their power, striking fear into the hearts of those who stand against them.",1,,虎豹骑兵首次冲锋，展现出猛兽般的强大威势。这种毁灭性的冲击使他们的力量提升，令敌人心生畏惧。,hv_TEXT_unit_abilities.loc.tsv
"Once Yan Liang angers, he can quite literally crush his opponent.",2,,被激怒了的淳于琼，将全力以赴，力战身死。,[03]__MTU_skills__Passive_buff.loc.tsv
"Once a governor faction leader has earned enough prestige to be named king, the three strongest warlords will proclaim themselves emperor, which will make their capitals seats of great power.\\n\\n[[b]]Victory Condition[[/b]]\\nUnite China by bringing all emperor seats under your control.\\n\\n[[b]]Victory Types[[/b]]\\nStandard: become emperor and eliminate all other emperors by taking their seats of power.\\n\\nCo-operative: combine your strength by signing a shared mandate diplomatic deal.\\n\\nHead-to-Head: destroy the other player, or compete with one another to be the first to meet the victory conditions.",3,一旦某个朝廷派系有了足够的声望成王，那么最强的三家诸侯就会自行称帝，他们的都城就会成为皇位的所在。\\n\\n[[b]]胜利条件[[/b]]\\n控制所有的皇位，从而统一中国。\\n\\n[[b]]胜利类型[[/b]]\\n标准：成为皇帝并通过夺取皇位消灭其他的所有皇帝\\n\\n合作：签署共承天命协定\\n\\n对抗：消灭其他的玩家，或第一个达到胜利条件,,!hv_TEXT_system.loc.tsv
"Once a governor faction leader has earned enough prestige to be named king, the three strongest warlords will proclaim themselves emperor, which will make their capitals seats of great power.\\n\\n[[b]]Victory condition[[/b]]: Unite China by bringing all emperor seats under your control and by owning {{tr:victory_condition_regions_count}} {{tr:map_regions}}.",3,一旦某个朝廷派系有了足够的声望成王，那么最强的三家诸侯就会自行称帝，他们的都城就会成为皇位的所在。\\n\\n[[b]]胜利条件[[/b]]：控制所有的皇位并拥有{{tr:victory_condition_regions_count}}个{{tr:map_regions}}，从而统一天下。,,!hv_TEXT_system.loc.tsv
"Once again the flames begin to burn. Now we are ready to destroy the Han dynasty. Our forces are strong, and the old comrades who had to live in hiding will also appear and respond to us. Let's make sure that Zhang Jue's unfulfilled dream come true.",1,黄巾烈火再次熊熊燃烧。汉朝覆灭之日不远。我军势不可挡，昔日隐匿的教友也将再次加入我们。天下大吉的梦想定会实现。,,hv_TEXT_events.loc.tsv
"Once equipped, this follower can't be unequipped until it is destroyed in 10 turns!",3,装备此随从后，须等到10回合后才能解除。之后此随从即会消失。,,hv_TEXT_effects_ceo.loc.tsv
"Once equipped, this item can't be unequipped",1,此饰物一旦装备便无法解除,,hv_TEXT_effects_ceo.loc.tsv
"Once equipped, this item can't be unequipped until it is destroyed in 20 turns!",2,装备此饰物后，须等到20回合后才能解除。之后此饰物即会消失。,,hv_TEXT_effects_ceo.loc.tsv
"Once targeted, the enemy cannot escape from Yijian Liting.",2,,猎人猎物，瓮中捉鳖。,[03]__MTU_skills__Passive_buff.loc.tsv
"Once, Chunyu Qiong was a colonel of the Emperor’s own army. He will regain that pride.",1,,,[01]__MTU_generals__Fire_vanguard.loc.tsv
One Armed Bear,1,,,[01]__MTU_generals__Wood_champion.loc.tsv
One cannot save one’s friends from impending disaster if they do not listen.,2,,,[03]__MTU_skills__Active_buff.loc.tsv
"One day while Liu Bei and Guan Yu passed through Hebei, they stayed overnight at the home of a man named Guan Jing. Guan Jing treated Guan Yu and his party very kindly because they have same surname. Liu Bei suggested to adopt among his two sons, Guan Jing introduce second son named Ping...",1,,,[04]__MTU_events__Common.loc.tsv
"One evening, with her father Zhang Fei away at a council meeting, Zhang Xueer decided, mostly due to boredom, to drink some of her father’s favorite wine. When Zhang Fei returned in the morning, thirsty from his travels, he found nothing but bone dry wine jugs! Gone to the very last drop! Immediately knowing the culprit, he stormed out of his room in search of his daughter.",1,,,[04]__MTU_events___daughter.loc.tsv
One foot in front of the other in rapid succession – this is the key to swiftness.,2,,,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"One lady in our faction dreams of the birth of her beautiful child last night.\\n\\n\\n\\n ""My Lord, I saw a twin-tailed comet last night as well. The dream may prove true.""\\n",1,,,[04]__MTU_events___Cai_family.loc.tsv
One with Heaven,8,,天遁,hv_TEXT_skills_skill_ability__historical.loc.tsv
One with the Land,8,,地遁,hv_TEXT_skills_skill_ability__historical.loc.tsv
One with the People,8,,人遁,hv_TEXT_skills_skill_ability__historical.loc.tsv
One-Eyed Bandit,1,,,[01]__MTU_generals__Wood_champion.loc.tsv
Only through sober and considered analysis can fragility be turned to unerring strength.,1,,要想扬长避短，须得冷静沉着、仔细思量。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Onslaught,3,,猛攻,hv_TEXT_unit_abilities.loc.tsv
Onyx Dragons,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Order of the Tyrant,4,,遮天,[03]__MTU_skills__Active_buff.loc.tsv
Order to Advance,4,,军令,[03]__MTU_skills__Active_buff.loc.tsv
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,9,,将士兵组成人墙来抵御马匹。此战术简单有效。,hv_TEXT_skills_skill_ability__historical.loc.tsv
Organised volleys prove more effective.,7,,依序射击更为有效。,hv_TEXT_skills_skill_ability__historical.loc.tsv
Other ethnic groups influence,1,,,hv_TEXT_effects_building.loc.tsv
"Our faction grows stronger! Lady Mi, of the wealthy and influential Mi clan, has joined us. Her family faithfully served Tao Qian for many years. She’s said to be a modest and loyal companion who is a boon to have at your side. The more thought you give to adding the daughter of a powerful Xuzhou family to your harem, the more enticing it seems.",1,,,[04]__MTU_events___Concubine.loc.tsv
Outlaw,1,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
Outlaws of Black Mountain,1,黑山匪徒,,hv_TEXT_unit_text_replacements.loc.tsv
"Over the years, Zhao Yun has served dependably and become well-known for his courage, honor, and supreme martial skill. To reward him, you hold a ceremony with all your generals and advisors in attendance.\\n\\n “You have served me well, Zilong, and for this service, I bestow upon you the title of General of Tiger’s Might, rank of Tiger General, and this finely crafted armor.”",1,,,[04]__MTU_events__Common.loc.tsv
Overcoming ,3,,克服,hv_TEXT_unit_abilities.loc.tsv
Overfight,3,,先登,hv_TEXT_unit_abilities.loc.tsv
Overwhelmed,3,,压倒,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Overwhelmming,4,,填膺,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Palace Guards,1,宫廷侍卫,,hv_TEXT_unit_text_replacements.loc.tsv
Pang De,2,,庞德,[01]__MTU_generals__Wood_champion.loc.tsv
"Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.",1,,,[01]__MTU_generals__Wood_champion.loc.tsv
Pang De marches to battle with an empty coffin in his vanguard. It will not remain empty.,2,,庞德要么会取得胜利，要么就是死战入土。,[03]__MTU_skills__Active_buff.loc.tsv
"Pang De promises only death - to his adversary, or to himself.",2,,庞德冲锋时不顾自身死活，总是捷足先登。,[03]__MTU_skills__Passive_buff.loc.tsv
Pang De's Armour,1,,庞德的护甲,[02]__MTU_items__Armour.loc.tsv
"Pang Tong sacrifices himself, to aid his fellow brothers.",1,,庞统牺牲己身，协助同袍兄弟。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Parry,3,,格档,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Passive Ally Buff,1,我方被动增益,,hv_TEXT_unit_abilities.loc.tsv
Passive Buff,48,,,[03]__MTU_skills__Passive_buff.loc.tsv
Passive Buff Ally,29,我方被动增益,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Passive Buff Self,86,自身被动增益,,hv_TEXT_unit_abilities.loc.tsv
Passive Debuff,3,,,[03]__MTU_skills__Passive_debuff.loc.tsv
Passive Debuff Enemy,8,敌方被动减益,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Passive buff Self,1,,,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Patience,1,耐心,,[04]__MTU_events__Common.loc.tsv
Pay the Chanyu's Price,1,,,[04]__MTU_events___Cai_family.loc.tsv
Pearl Dragons,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Peasant Archers,1,,农人弓箭手,hv_TEXT_unit_text_replacements.loc.tsv
Peasant Spearmen,1,,农人矛兵,hv_TEXT_unit_text_replacements.loc.tsv
Peasant Warriors,1,,农人勇士,hv_TEXT_unit_text_replacements.loc.tsv
Pei Yuanshao,1,,,hv_TEXT_cb_loadout.loc.tsv
People of the Horse,5,,骐骥,[03]__MTU_skills__Passive_buff.loc.tsv
People's Warband,1,,,hv_TEXT_unit_text_replacements.loc.tsv
"Perhaps out of admiration or to curry favour, a faction has put in a good word for you with the emperor. Talk of your exploits is is all that is on everyone's lips at the palace of late. ",1,也许是出于钦佩，也许是向你示好，有一派系在皇帝面前为你多加褒词。最近在宫中人人都在谈论你的功绩。,,ifo_text_TWEAK.loc.tsv
Perhaps you can bring them into your fold...,1,或许可以招揽……,,hv_TEXT_events.loc.tsv
Perpetual Devotion,4,,背水,[03]__MTU_skills__Active_buff.loc.tsv
Persistent Attack,4,,不衰,[03]__MTU_skills___Splash_attack.loc.tsv
Persistent Seeker,2,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
"Persistent Seeker, Yijan Liting",1,,,[04]__MTU_events___Concubine.loc.tsv
Personal Bodyguard,4,,保帅,[03]__MTU_skills__Passive_buff.loc.tsv
Phoenix's Beak,1,,,[02]__MTU_items__Weapons.loc.tsv
Pike Wall - Ji Guards of the Eight Talents,3,,八才戟卫戟墙,hv_TEXT_unit_abilities.loc.tsv
Pike Wall - White Feathers,3,,白毦兵戟墙,hv_TEXT_unit_abilities.loc.tsv
Poachers,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Poem of Sorrow and Anger,1,,,[02]__MTU_items__Accessory.loc.tsv
Poem of Sorrow and Anger\\n\\n遄征日遐邁\\nHome runs far away day by day\\n悠悠三千里\\nThree thousand miles far from here\\n何時復交會\\nWhen will we meet again\\n念我出腹子\\nOh dear my daughter..\\n胸臆為摧敗\\nHeart breaks down..,1,,,[02]__MTU_items__Accessory.loc.tsv
Poets will sing about today.,2,,今日之战将流芳百世。,hv_TEXT_skills_skill_ability_wu_brave.loc.tsv
Poison!,3,,投毒,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Poison! Poison!,1,,无毒不丈夫。,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Poison-wind,6,,剧毒,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Poisoned Blade,1,,毒刃,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Poisoned Chalice,4,,分坐,[03]__MTU_skills___Projectile.loc.tsv
Political Maneuvering,2,政治斡旋,,ifo_text_TWEAK.loc.tsv
Poor range,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Population,2,人口,,hv_TEXT_pooled_resource.loc.tsv
Populous (15),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Populous (16),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Populous (17),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Porcupine Crossbowmen,1,豪彘弩兵,,hv_TEXT_unit_text_replacements.loc.tsv
Pounce,3,,猛扑,hv_TEXT_unit_abilities.loc.tsv
"Power and Poise Personified, Lady Bian",1,,,[04]__MTU_events___Concubine.loc.tsv
Powerful Charge,9,强力冲锋,,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Powerful toxins spread and paralyze the body.,1,,强大的毒素将散布全身导致瘫痪。,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Powerful white tigers are with us. ,1,强大的白虎与我们同在。,,hv_TEXT_effects_events.loc.tsv
Preach,4,,布道,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Precognitive Dream,1,,,[04]__MTU_events___Cai_family.loc.tsv
Prevention,1,,预防,z_dummy_hv_TEXT_non_deployable.loc.tsv
Prevention is better than cure.,1,,防患于未然。,z_dummy_hv_TEXT_non_deployable.loc.tsv
Pride and confidence go hand in hand.,3,,傲慢即信心所在。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Princess Dun Huang,2,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
Princess Zhong,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
"Princess Zhong, Yuan Anyang",1,,,[04]__MTU_events___Concubine.loc.tsv
Prisoner Negotiation,1,,,hv_TEXT_events.loc.tsv
Promptly and Accurately,1,,既快又准,hv_TEXT_unit_abilities.loc.tsv
Proof that the bearer has the authority to command Danyang troops.,1,,持此令牌者可以指挥丹阳部队。,hv_TEXT_effects_ceo.loc.tsv
Proof that the bearer has the authority to command Enforcer troops.,1,,持此令牌者可以指挥捕掾队部队。,hv_TEXT_effects_ceo.loc.tsv
Proof that the bearer has the authority to command Hidden Snakes and Rapid Tigers.,1,,持此令牌者可以指挥隐蛇兵与虎捷军。,hv_TEXT_effects_ceo.loc.tsv
Proof that the bearer has the authority to command Jingchu troops.,1,,持此令牌者可以指挥荆楚部队。,hv_TEXT_effects_ceo.loc.tsv
Protect me!,2,,将帅之安危岂可不保乎？,[03]__MTU_skills__Passive_buff.loc.tsv
Protection of Black Mountain,3,,黑山之佑,hv_TEXT_unit_abilities.loc.tsv
Protectors of Heaven,2,,,hv_TEXT_unit_text_replacements.loc.tsv
Provides [[b]]Danyang Troop Captain[[/b]] recruitment charges,1,提供[[b]]丹阳部队伯长[[/b]]招募次数,,hv_TEXT_effects_building.loc.tsv
Provocation,4,,挑衅,[03]__MTU_skills__Active_debuff.loc.tsv
Pulverize,3,,粉碎一击,hv_TEXT_unit_abilities.loc.tsv
Purchase Her Freedom,1,,,[04]__MTU_events___Cai_family.loc.tsv
Purchase a horse,1,买马,,hv_TEXT_events.loc.tsv
Purchase a western sword,1,买剑,,hv_TEXT_events.loc.tsv
Pursuit,4,,饿虎,[03]__MTU_skills__Passive_buff.loc.tsv
Qiang Archers,1,,羌族弓箭手,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Axemen,1,,羌族斧手,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Javelineer,1,,羌族投枪手,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Ji Infantry,1,,羌族戟步兵,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Mounted Rangers,1,,羌族游骑兵,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Mounted Warriors,1,,羌族骑乘勇士,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Raider Cavalry,1,,羌族突袭骑兵,hv_TEXT_unit_text_replacements.loc.tsv
Qiang Tribal Camp,1,,,hv_TEXT_building.loc.tsv
Qiang Tribal Herd,1,,,hv_TEXT_building.loc.tsv
Qiang Tribe,3,,,hv_TEXT_building.loc.tsv
Qingzhou Hand-Ji Infantry,1,,青州手戟兵,hv_TEXT_unit_text_replacements.loc.tsv
Qingzhou Long Axe Infantry,1,,青州长斧步兵,hv_TEXT_unit_text_replacements.loc.tsv
Qingzhou Raider Cavalry,1,,青州突袭骑兵,hv_TEXT_unit_text_replacements.loc.tsv
Qingzhou Troops,1,青州军,,hv_TEXT_events.loc.tsv
Qu Gong,3,,瞿恭,hv_TEXT_cb_loadout.loc.tsv
Qu Gong's Armour,1,,瞿恭的护甲,[02]__MTU_items__Armour.loc.tsv
Queen,7,女王,,[dummy]__MTU_dummy.loc.tsv
Queen Mother of Prince Pei,1,,,[01]__MTU_generals__Earth_commander.loc.tsv
Queen of Black Mountain,2,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
"Queen of Black Mountain, Zheng Lan",1,,,[04]__MTU_events___Concubine.loc.tsv
Quick Preparation,4,,旋踵,[03]__MTU_skills__Passive_buff.loc.tsv
Quickfire,1,,霹雳,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rage of Black Mountain,3,,黑山之怒,hv_TEXT_unit_abilities.loc.tsv
Rage of Lü Bu,1,,,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rage of Lü Ji,4,,,[03]__MTU_skills___Splash_attack.loc.tsv
Rain of Fire,3,,飞蝗,[03]__MTU_skills___Projectile.loc.tsv
Raining arrows.,1,,箭如雨下。,hv_TEXT_unit_abilities.loc.tsv
"Raining death from afar, the archers of Jingchu have learned well the advantage that the bow brings in hilly terrain.",1,,,hv_TEXT_unit_desc.loc.tsv
Raise your reputation! ,1,你需要提高你的声望！,,hv_TEXT_events.loc.tsv
Rally the Troops,1,,重振旗鼓,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rampage,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Ranged Attack,3,,,[03]__MTU_skills___Projectile.loc.tsv
Rapid Fire,1,速射,,hv_TEXT_etc.loc.tsv
Rapid Tiger Infantry,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Ravine Warriors: for recruitment: %+n,1,,可招募的八纳洞兵：%+n,hv_TEXT_effects_unit_cap.loc.tsv
Reach,1,,志远,hv_TEXT_skills_basic.loc.tsv
Ready to colour the world once again.,1,野火燎原，不可向迩。,,hv_TEXT_effects_pooled_resource.loc.tsv
Reassuring words prevent soldiers from wavering on a chaotic battlefield.,5,,安慰之言以防士卒于乱战中摇摆不定。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rebellion of Li Jue and Guo Si,1,李郭之乱,,[dummy]__MTU_dummy.loc.tsv
Rebels Against the Bandit Queen,1,,,[04]__MTU_events__Common.loc.tsv
"Recalling their intense training, these generals reform with startling quickness.",1,,部队结成矛尖阵型，可以迅速杀透敌军战线,[03]__MTU_skills___Effect.loc.tsv
"Recalling their training, these generals reload with startling quickness.",2,三军需依训练妙法，弯弓搭箭迅如脱兔,三军需依训练妙法，弯弓搭箭迅如脱兔,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Recently, there have been reports of a Wu army having been defeated. The rumor is that a Nam Viet woman named Lady Trieu led the forces against Wu. This news has spread like wildfire throughout China and become the topic of much deliberation between scholars and commonfolk alike. Time will tell whether you have gained a strong ally or perhaps a dangerous enemy.",1,,,[04]__MTU_events__Common.loc.tsv
Reckless Onslaught,3,,莽击,hv_TEXT_unit_abilities.loc.tsv
Reckless Strike,2,,孟浪,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Reclaimers,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Recruit,1,招募,,hv_TEXT_pooled_resource.loc.tsv
"Recruited by Liu Bei during his time as ""General of the Left"", these soldiers now are loyal to their general and will fight to see his vision fulfilled. The Han shall be restored, and they will unleash a barrage of arrows upon any rebel who would see the Han extinguished. And And if their foes would close the distance, they shall find that they are equally skilled in melee combat, unless they fight cavalry.  ",1,这些士兵为刘备任左将军时招募，尽忠尽职，愿为汉室复兴而战。他们会向任何逆贼放出箭雨，也娴熟于近战，只是无法应付骑兵。,,hv_TEXT_unit_long_desc.loc.tsv
Redeemed Outlaws,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Reduces the negative influence of the other ethnic groups,1,,,hv_TEXT_effects_technology.loc.tsv
Refuse,3,,,hv_TEXT_events.loc.tsv
Refuse their demands,1,拒不交人,,[dummy]__MTU_dummy.loc.tsv
Registrar,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
Reign of Terror,1,,怖惧,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Reject,2,,,[04]__MTU_events__Common.loc.tsv
Reject Paying the Ransom,1,,,[04]__MTU_events___Cai_family.loc.tsv
Relentless fire from Hua Lanli pins the enemy back.,2,,明枪好躲，暗箭难防。,[03]__MTU_skills___Projectile.loc.tsv
Remnants of Lu Bu's faction have joined us. We may focus on military redeployment.,1,,,hv_TEXT_effects_events.loc.tsv
Remnants of Yuan Shu's faction have joined us. We may focus on military redeployment.,1,,,hv_TEXT_effects_events.loc.tsv
Ren Xia,1,任侠,,hv_TEXT_unit_text_replacements.loc.tsv
Replaces unit: {{tr:hv_unit_buqu_of_the_left}} ({{tr:hv_unit_buqu_archers}}),1,替换部队：{{tr:hv_unit_buqu_of_the_left}}（{{tr:hv_unit_buqu_archers}}）,,hv_TEXT_skills_additional.loc.tsv
Replaces unit: {{tr:hv_unit_destroyer_of_traitors}} ({{tr:hv_unit_elite_2h_spear_cavalry}}),1,替换部队：{{tr:hv_unit_destroyer_of_traitors}}（{{tr:hv_unit_elite_2h_spear_cavalry}}）,,hv_TEXT_skills_additional.loc.tsv
Replaces unit: {{tr:hv_unit_handmaid_guard}},1,替换部队：{{tr:hv_unit_handmaid_guard}},,hv_TEXT_skills_additional.loc.tsv
Replaces unit: {{tr:hv_unit_swallow_cavalry}} ({{tr:hv_unit_bandits_2h_spear_cavalry}}),1,替换部队：{{tr:hv_unit_swallow_cavalry}}（{{tr:hv_unit_bandits_2h_spear_cavalry}}）,,hv_TEXT_skills_additional.loc.tsv
Resolve,2,,决心,z_dummy_hv_TEXT_non_deployable.loc.tsv
Resolve of the Righteous,2,,贞义,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Restore,5,,回春,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Resurrection,1,复起,,hv_TEXT_pooled_resource.loc.tsv
Resurrection: Ash,1,复起：灰烬,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Ember,1,复起：余焰,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Great Fire,1,复起：烈火,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Great Fire (Complelete),1,复起：烈火（已完成）,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Reignite,1,复起：复燃,,hv_TEXT_effects_pooled_resource.loc.tsv
Resurrection: Wild Fire,1,复起：野火,,hv_TEXT_effects_pooled_resource.loc.tsv
Retreat Cover,3,,掩护撤退,hv_TEXT_unit_abilities.loc.tsv
"Revenge is the act of passion, vengeance is an act of justice. For Zhang Bao, both are one and the same.",2,,敌军势穷，怎可不乘胜追击？,[03]__MTU_skills___Splash_attack.loc.tsv
"Revered for his allegiance to his Lord and his cause, Shen Pei shall never retreat as long as his Lord’s interests are threatened.",2,,,[03]__MTU_skills__Active_buff.loc.tsv
"Ride, ride to ruin and the world's ending!",1,,冲啊！冲啊！为了捍卫天下！勇往直前！,hv_TEXT_unit_abilities.loc.tsv
Righteous Vanguards,1,,,hv_TEXT_unit_text_replacements.loc.tsv
River Viper,1,,,[01]__MTU_generals__Wood_champion.loc.tsv
Roar of the Beast,1,,虎啸,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rosin Flaming Shot,3,,松脂,hv_TEXT_unit_abilities_hit_effects.loc.tsv
Rosin arrows,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Royal Blood,8,,龙脉,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Rumors about a monster,1,怪兽传言,,hv_TEXT_events.loc.tsv
Rumors speak of a man in Yangan who can wrestle an ox,2,,有传言说有一人可以徒手驯服一头暴怒的公牛。,[03]__MTU_skills___Splash_attack.loc.tsv
Sacred Chants,3,,神咏,hv_TEXT_unit_abilities.loc.tsv
Sacrificial Matriarch,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
"Sacrificial Matriarch, Hou Jinting",1,,,[04]__MTU_events___Concubine.loc.tsv
Safe Haven,4,,回春,[03]__MTU_skills__Passive_buff.loc.tsv
Sagacious Seer,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
Sanjiang Poison Darts: for recruitment: %+n,1,,可招募的三江毒箭手：%+n,hv_TEXT_effects_unit_cap.loc.tsv
Scattered (0),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Scattered (1),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Scattered (2),2,,,hv_TEXT_effects_pooled_resource.loc.tsv
Scattered Qiang Community,1,,,hv_TEXT_building.loc.tsv
Scattered Shanyue Community,1,,,hv_TEXT_building.loc.tsv
Scattered Wuhuan Community,1,,,hv_TEXT_building.loc.tsv
Scattered Xiongnu Community,1,,,hv_TEXT_building.loc.tsv
Scattering Blows,2,,诛荡,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Scholar Warriors,1,学霸勇士,,hv_TEXT_unit_text_replacements.loc.tsv
Scion,1,袁术之子,,hv_TEXT_ceo_career.loc.tsv
Scout of Taiyuan,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
Scribe,1,主簿,,z_dummy_hv_TEXT_non_deployable.loc.tsv
Second Chance,3,,余烬复燃,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Second Characteristic,138,,个性二,hv_TEXT_skills_additional.loc.tsv
Second Marquis,1,,,hv_TEXT_etc.loc.tsv
Second Wind,3,,重振旗鼓,hv_TEXT_unit_abilities.loc.tsv
Secretary,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
"Selecting this will open the Imperial Intrigue panel, which governs all the mechanics which become active once Emperor Xian comes of age in 195 CE, introducing a struggle over the influence of the new imperial power.",1,选择此项将打开朝廷权谋面板，该面板统管着公元195年献帝加元服后开启的所有机制，代表着皇权所面临的政治角力。,,ifo_text_TWEAK.loc.tsv
Sell Horses,1,卖马,,hv_TEXT_pooled_resource.loc.tsv
Send Her Away,26,,,[04]__MTU_events___Concubine.loc.tsv
"Send The ""Gift""",1,送他一个空食盒,,[dummy]__MTU_dummy.loc.tsv
Send Wang Yun to them,1,交出王允,,[dummy]__MTU_dummy.loc.tsv
Send civil officials,1,派文官前去,,ifo_text_TWEAK.loc.tsv
Send military officers,1,派武官前去,,ifo_text_TWEAK.loc.tsv
Send your warriors into the thick of battle and watch as they fight even more fiercely.,3,,将你的勇士们送入战场，看着他们更加激烈的战斗。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Set your heart ablaze!,1,,将你的心点燃！,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
Shadow of the Black Mountain,4,,黑影,[03]__MTU_skills__Active_buff.loc.tsv
Shanyue Javelineer,1,,山越投枪手,hv_TEXT_unit_text_replacements.loc.tsv
Shanyue Tribal Herd,1,,,hv_TEXT_building.loc.tsv
Shanyue Tribal Town,1,,,hv_TEXT_building.loc.tsv
Shanyue Tribe,3,,,hv_TEXT_building.loc.tsv
Shanyue Warriors,1,,山越勇士,hv_TEXT_unit_text_replacements.loc.tsv
She never gave up in life - her art and her will were passed on from generation to generation.,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
She transforms the sound of her bow and movement of her troops into a violent and beautiful song and dance.,1,,,[01]__MTU_generals__Water_strategist.loc.tsv
Shen Pei,3,,审配,hv_TEXT_cb_loadout.loc.tsv
