Key,Text,Tooltip,English,OverrideByKey,MappedByText,MappedByPattern,Vanilla,PikaMan,Source,File
missions_localised_description_hv_mission_northern_dong_zhuo_01,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,False,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_dong_zhuo_02,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,False,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_dong_zhuo_03,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,False,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_gongsun_zan_01,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,False,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_gongsun_zan_02,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,False,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_gongsun_zan_03,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,False,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_liu_chong_01,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,False,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_liu_chong_02,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,False,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_liu_chong_03,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,False,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_yuan_shao_01,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,False,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_yuan_shao_02,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,False,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_yuan_shao_03,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,False,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_yuan_shu_01,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,False,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,,在此動蕩之秋，要想出人頭地就只有刀兵相見！贏得戰鬥便能向世人展現您的能力。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_yuan_shu_02,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,False,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_description_hv_mission_northern_yuan_shu_03,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,False,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,,要稱霸一方就要有正統的名義。若能建造一座萬人敬仰的皇城，便可彰顯實力，天下人必當歸順。,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_cao_cao_gains_qingzhoubing,黃巾軍,True,Yellow Turban Warband,,黃巾軍,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_cao_cao_01,軍事才能,False,Military Talent,,軍事才能,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_cao_cao_02,累積財富,False,Accumulating Wealth,,,,累積財富,,Vanilla,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_cao_cao_03,稱霸之路,False,Towards Supremacy,,稱霸之路,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_dong_zhuo_01,軍事才能,False,Military Talent,,軍事才能,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_dong_zhuo_02,累積財富,False,Accumulating Wealth,,,,累積財富,,Vanilla,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_dong_zhuo_03,稱霸之路,False,Towards Supremacy,,稱霸之路,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_gongsun_zan_01,軍事才能,False,Military Talent,,軍事才能,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_gongsun_zan_02,累積財富,False,Accumulating Wealth,,,,累積財富,,Vanilla,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_gongsun_zan_03,稱霸之路,False,Towards Supremacy,,稱霸之路,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_liu_chong_01,軍事才能,False,Military Talent,,軍事才能,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_liu_chong_02,累積財富,False,Accumulating Wealth,,,,累積財富,,Vanilla,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_liu_chong_03,稱霸之路,False,Towards Supremacy,,稱霸之路,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_yuan_shao_01,軍事才能,False,Military Talent,,軍事才能,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_yuan_shao_02,累積財富,False,Accumulating Wealth,,,,累積財富,,Vanilla,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_yuan_shao_03,稱霸之路,False,Towards Supremacy,,稱霸之路,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_yuan_shu_01,軍事才能,False,Military Talent,,軍事才能,,,,MappedByText,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_yuan_shu_02,累積財富,False,Accumulating Wealth,,,,累積財富,,Vanilla,hv_TEXT_events.loc.tsv
missions_localised_title_hv_mission_northern_yuan_shu_03,稱霸之路,False,Towards Supremacy,,稱霸之路,,,,MappedByText,hv_TEXT_events.loc.tsv
names_alt_name_1288691848,杜氏,False,杜夫人,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_1289534361,崩,False,崩,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_1479868341,氏,False,蓮,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_1770238896,土,False,土,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_528608323,國達,False,國達,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_60007,雲祿,False,雲騄,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_622849696,氏,False,雪兒,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_785834225,趙嫗,False,趙嫗,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_alt_name_962851362,安國,False,安國,,安國,,,,MappedByText,[05]__MTU_sys__Names.loc.tsv
names_name_1288691848,杜氏,False,Lady Du,,,杜氏,,,MappedByPattern,[05]__MTU_sys__Names.loc.tsv
names_name_1289534361,崩,False,Beng,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_name_1479868341,氏,False,Yuan,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_name_1770238896,土,False,Tu,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_name_528608323,國達,False,Guoda,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_name_60007,雲祿,False,Yunlu,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_name_622849696,氏,False,Xueer,,,,,,Mtu,[05]__MTU_sys__Names.loc.tsv
names_name_785834225,趙嫗,False,Lady Trieu,,,趙嫗,,,MappedByPattern,[05]__MTU_sys__Names.loc.tsv
names_name_962851362,安國,False,Anguo,,安國,,,,MappedByText,[05]__MTU_sys__Names.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_army_stockpiles,軍隊,True,Army,,,,軍隊,,Vanilla,hv_TEXT_etc.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_buildings,建築,False,Buildings,,,,建築,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_defeat,戰敗,False,Defeat,,,,戰敗,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_garrison,軍隊,False,Army,,,,軍隊,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng_assignments,任務,False,Assignments,,,,任務,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng_buildings,建築,False,Buildings,,,,建築,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ytr,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ytr_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_ytr_population,人口,False,Population,,,,人口,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_zhang_yan,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_zhang_yan_buildings,建築,False,Buildings,,,,建築,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_negative_hv_pooled_factor_zhang_yan_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_buildings,建築,False,Buildings,,,,建築,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_defeat,戰敗,False,Defeat,,,,戰敗,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_garrison,軍隊,False,Army,,,,軍隊,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng_assignments,任務,False,Assignments,,,,任務,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng_buildings,建築,False,Buildings,,,,建築,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ytr,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ytr_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_ytr_population,人口,False,Population,,,,人口,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_zhang_yan,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_zhang_yan_buildings,建築,False,Buildings,,,,建築,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resource_factors_display_name_positive_hv_pooled_factor_zhang_yan_decay,消退,False,Decay,,,,消退,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_description_hv_pooled_resource_gongsun_zan,嚴政方能定亂。,False,An inevitable rule to stabilize the turmoil.,,嚴政方能定亂。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_description_hv_pooled_resource_ma_teng,養育大宛馬來裝備騎兵部隊。,False,Ferghana horses are bred to equip cavalry forces.,,養育大宛馬來裝備騎兵部隊。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_description_hv_pooled_resource_ytr,黃巾之勢必將再次席捲天下。,False,The Yellow Turban is ready to color the world once again.,,黃巾之勢必將再次席捲天下。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_description_hv_pooled_resource_zhang_yan,黑山贼乘乱以增其之数。,False,Black Mountain bandits exploit the chaos to bolster their numbers.,,黑山贼乘乱以增其之数。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_display_name_hv_pooled_resource_gongsun_zan,軍政,False,Stratocracy,,軍政,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_display_name_hv_pooled_resource_ma_teng,養馬,False,Horse Breeding,,養馬,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_display_name_hv_pooled_resource_ytr,復甦,False,Resurrection,,復甦,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_display_name_hv_pooled_resource_zhang_yan,黑山,False,Black Mountain,,黑山,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_gongsun_zan,嚴政方能定亂。,False,An inevitable rule to stabilize the turmoil.,,嚴政方能定亂。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_ma_teng,養育大宛馬來裝備騎兵部隊。,False,Ferghana horses are bred to equip cavalry forces.,,養育大宛馬來裝備騎兵部隊。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_ytr,黃巾之勢必將再次席捲天下。,False,The Yellow Turban is ready to color the world once again.,,黃巾之勢必將再次席捲天下。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_zhang_yan,黑山贼乘乱以增其之数。,False,Black Mountain bandits exploit the chaos to bolster their numbers.,,黑山贼乘乱以增其之数。,,,,MappedByText,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_negative_factors_display_name_hv_pooled_resource_ma_teng,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_negative_factors_display_name_hv_pooled_resource_ytr,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_negative_factors_display_name_hv_pooled_resource_zhang_yan,降低,False,Decrease,,,,降低,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_positive_factors_display_name_hv_pooled_resource_ma_teng,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_positive_factors_display_name_hv_pooled_resource_ytr,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
pooled_resources_positive_factors_display_name_hv_pooled_resource_zhang_yan,提升,False,Increase,,,,提升,,Vanilla,hv_TEXT_pooled_resource.loc.tsv
projectile_shot_type_enum_onscreen_name_small_arm_whistling,速射,False,Rapid Fire,,速射,,,,MappedByText,hv_TEXT_etc.loc.tsv
projectile_shot_type_enum_tooltip_text_small_arm_whistling,造成傷害較低，準確率也降低，但可壓制目標。,False,Inflicts less damage and has reduced accuracy but suppresses targets.,,造成傷害較低，準確率也降低，但可壓制目標。,,,,MappedByText,hv_TEXT_etc.loc.tsv
random_localisation_strings_string_resistance_fire_tooltip,火焰抗性：％d %% ||降低火焰造成的傷害數值。,True,Fire Resistance: %d%%||Damage of flaming attacks is reduced by this amount.,,,,,火焰抵抗力：%d%%||降低火焰造成的傷害數值。,Procrastinator,hv_TEXT_etc.loc.tsv
special_ability_phases_onscreen_hv_ability_tactical_move,戰術前進,True,Tactical Advance,,戰術前進,,,,MappedByText,hv_TEXT_unit_abilities.loc.tsv
special_ability_phases_onscreen_name_3k_elephant_ability_trample,踐踏,True,Trample,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_advance,軍令,True,Order to Advance,,,,,,Mtu,[03]__MTU_skills__Active_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_avenge,逐北,True,Avenge,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_battle_stance,厲兵,True,Battle Stance,,,,,,Mtu,[03]__MTU_skills__Active_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_blood_flower,流星,True,Vermilion Comet,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_blooming_beauty_xiao_25,芳香,True,Blooming Beauty,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_blooming_beauty_xiao_50,芳香,True,Blooming Beauty,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_blossoming_beauty,天仙,True,Blossoming Beauty,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_brawn_of_yangan,鬥牛,True,Brawn of Yangan,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_breakthrough_in_concentration_1,突擊先鋒,True,Spearhead,,,,突擊先鋒,,Vanilla,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_breakthrough_in_concentration_2,突擊先鋒,True,Spearhead,,,,突擊先鋒,,Vanilla,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_breakthrough_in_concentration_3,突擊先鋒,True,Spearhead,,,,突擊先鋒,,Vanilla,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_broad_Knowledge_1,淵博,True,Broad Knowledge,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_broad_Knowledge_2,淵博,True,Broad Knowledge,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_calculated_judgment,奇襲,True,Element of Surprise,,,,,,Mtu,[03]__MTU_skills__Active_debuff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_call_of_courage,擺宴,True,Call of Courage,,,,,,Mtu,[03]__MTU_skills__Active_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_camp_crushing,搗穴,True,Exemplary Strike,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_cautious_approach,匿形,True,Cautious Approach,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_champion_of_xiliang,斷蛟,True,Champion of Xiliang,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_cheers_of_encouragement,保帥,True,Personal Bodyguard,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_chunyu_qiong_frenzy,狂暴,True,Frenzy,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_coffin_march,死戰,True,Coffin March,,,,,,Mtu,[03]__MTU_skills__Active_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_commanding_presence_25,鳳髓,True,Commanding Presence,,,,,,Mtu,[03]__MTU_skills__Passive_debuff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_commanding_presence_50,鳳髓,True,Commanding Presence,,,,,,Mtu,[03]__MTU_skills__Passive_debuff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_concentrated_strikes,猛蛇,True,Fanged Flurry,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_console,振奮,True,Words of Encouragement,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_cosy_haven,回春,True,Safe Haven,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_coward_a50,懦夫,True,Coward,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_coward_b50,懦夫,True,Coward,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_critical_strike,摧心,True,Crippling Strike,,,,,,Mtu,[03]__MTU_skills___Projectile.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_demigod_of_war,箕裘,True,Successor of the War God,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_dignity_of_the_empress,氣度不凡,True,Dignity,,,,氣度不凡,,Vanilla,[03]__MTU_skills__Active_debuff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_distrust_power,藏刀,True,Distrust of Power,,,,,,Mtu,[03]__MTU_skills__Active_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_double_sword_dance,劍舞,True,Double Sword Dance,,,,,,Mtu,[03]__MTU_skills___Splash_attack.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_elegant_and_cultured,龍韜,True,Deft Touch,,,,,,Mtu,[03]__MTU_skills__Active_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_eloquent_speaker_1,鐵舌,True,Eloquent Speaker,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_encouragement_25,金鼓,True,Encouragement,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_encouragement_50,金鼓,True,Encouragement,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_experienced_rider,騏驥,True,People of the Horse,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_fatal_attraction,嫵媚,True,Fatal Attraction,,,,,,Mtu,[03]__MTU_skills__Active_debuff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_father_daughter,龍虎,True,Two-Headed Dragon,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_ferocious_rush1,浴血,True,Bullheaded Wrath,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_ferocious_rush2,浴血,True,Bullheaded Wrath,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_ferocious_rush3,浴血,True,Bullheaded Wrath,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_flower_on_the_battlefield1,龍女,True,Flower on the Battlefield,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_flower_on_the_battlefield2,龍女,True,Flower on the Battlefield,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_flower_on_the_battlefield3,龍女,True,Flower on the Battlefield,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
special_ability_phases_onscreen_name_3k_main_ability_flower_on_the_battlefield4,龍女,True,Flower on the Battlefield,,,,,,Mtu,[03]__MTU_skills__Passive_buff.loc.tsv
